property,lsoa,lsoa_code,BNG_E,BNG_N,GlobalID,LAT,LONG,geometry,mRS 0-2,mRS 0-2,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,mRS shift,mRS shift,reference_admissions,reference_relative_frequency,selected,time_admitting_unit_arrival,time_admitting_unit_arrival,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_called,time_ambulance_called,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_needle,time_needle,time_puncture,time_puncture,time_transfer_unit_arrival,time_transfer_unit_arrival,unit_postcode,unit_travel_time,utility_shift,utility_shift,mRS 0-2,mRS 0-2,mRS shift,mRS shift,reference_admissions,reference_relative_frequency,selected,time_admitting_unit_arrival,time_admitting_unit_arrival,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_called,time_ambulance_called,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_needle,time_needle,time_puncture,time_puncture,time_transfer_unit_arrival,time_transfer_unit_arrival,unit_postcode,unit_travel_time,utility_shift,utility_shift
scenario,any,any,any,any,any,any,any,any,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership
subtype,,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std,mean,std,mean,std,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Bath and North East Somerset 007E,E01014413,374043,166804,9695b481-70ca-4969-8cac-8352d1063df1,51.39966,-2.3745,"POLYGON ((374562.2066338143 167055.6599827133, 374882.8733980177 166637.78807361535, 374856.2767871783 165919.89497424243, 374468.88464526366 166064.78858016792, 374404.255754996 165745.56163287378, 373885.1918328645 165613.63896028663, 373893.4166252643 166358.65245956386, 373503.696597343 166285.9484544529, 373618.3961731098 166917.31299290806, 373162.4110501868 167583.1781472051, 373770.0936489786 168080.18562263314, 374298.41092013026 168020.48129483615, 374536.50990589726 167755.7731592618, 374155.91932926886 167343.6714070231, 374562.2066338143 167055.6599827133))",0.0097469196557862,0.0,-0.0519747342772476,0.0,0.0089925377476892,0.0,0.6901004445073456,0.0,-0.5509167558604982,0.0,2.666666667,0.0003426270932802,1,93.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,123.3,0.0,,,,,BA13NG,13.3,0.1010737740467148,0.0,0.6803535248515594,0.0,-0.4989420215832505,0.0,2.666666667,0.00037686075,1,116.90000000000002,0.0,60.0,0.0,30.0,0.0,80.0,0.0,146.9,0.0,,,,,BS105NB,36.9,0.0920812362990255,0.0
27,Bath and North East Somerset 007F,E01014414,374659,165751,b8d18ade-719b-4e74-83f1-fc666c16c87c,51.39022,-2.36557,"POLYGON ((374856.2767871783 165919.89497424243, 375050.7611939938 165984.80433564022, 374946.1052044064 165428.69911517703, 374658.0032330617 165511.75035725953, 374404.255754996 165745.56163287378, 374468.88464526366 166064.78858016792, 374856.2767871783 165919.89497424243))",,0.0,,0.0,,0.0,0.6909597935863311,0.0,-0.5555177252880323,0.0,2.333333333,0.0002997987065398,1,91.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,121.2,0.0,,,,,BA13NG,11.2,0.101866121476618,0.0,,,,,,,1,,,,,,,,,,,,,,,BS105NB,35.9,,
28,Bath and North East Somerset 008A,E01014427,372844,165058,d6a9270f-7df0-47a3-b4f4-a3aa9c78a37a,51.38391,-2.39161,"POLYGON ((373039.61755557905 165267.95824240724, 373062.2694923262 164809.23176630284, 372910.26765849534 164777.02863123413, 372347.6261099605 164936.79338472278, 372719.26566498296 164912.69665499235, 372804.9264615375 165337.99068258837, 373039.61755557905 165267.95824240724))",,,,,,,,,,,,,1,,,,,,,,,,,,,,,BA13NG,6.9,,,0.6825566136959965,,-0.5106565732767505,,0.666666667,9.42151875353307e-05,1,111.6,,60.0,,30.0,,80.0,,141.6,,,,,,BS105NB,31.6,0.0941147642508264,
29,Bath and North East Somerset 008B,E01014428,373014,165767,025e01d5-2164-4226-95cf-a97a187453e1,51.39029,-2.38922,"POLYGON ((373126.5045675387 166002.54800553987, 373039.61755557905 165267.95824240724, 372804.9264615375 165337.99068258837, 372371.9654767074 165573.48093395884, 372467.0986964676 165869.64527186233, 372804.2073498108 165758.260405085, 372885.51399821177 166226.30779418413, 373002.7266740885 166262.40114571003, 373126.5045675387 166002.54800553987))",,,,,,,,,,,0.333333333,4.2828386611846335e-05,1,86.9,,60.0,,30.0,,80.0,,,,,,,,BA13NG,6.9,,,,,,,,,1,,,,,,,,,,,,,,,BS105NB,32.6,,
30,Bath and North East Somerset 008C,E01014429,372419,165249,4e3abe90-03ae-489d-a0ce-a0055f4a0543,51.3856,-2.39773,"POLYGON ((371913.7533429016 165408.47622541542, 372371.9654767074 165573.48093395884, 372804.9264615375 165337.99068258837, 372719.26566498296 164912.69665499235, 372347.6261099605 164936.79338472278, 372133.60308341734 165108.7320891432, 371913.7533429016 165408.47622541542))",-0.2898025783676349,0.0,-0.0907759451440863,0.0,0.0273303817651161,0.0,0.3927540353283616,,-0.6014325184208369,,1.333333333,0.0001713135465758,1,87.9,0.0,60.0,0.0,30.0,0.0,80.0,0.0,117.9,,241.6,,181.6,,BA13NG,7.9,0.1214451460159425,,0.6825566136959965,0.0,-0.5106565732767505,0.0,1.333333333,0.0001884303749293,1,111.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,141.6,0.0,,,,,BS105NB,31.6,0.0941147642508264,0.0
31,Bath and North East Somerset 008D,E01014430,372210,165936,a5851859-d29f-45be-b3d7-af2d47427e4d,51.39177,-2.40078,"POLYGON ((372885.51399821177 166226.30779418413, 372804.2073498108 165758.260405085, 372467.0986964676 165869.64527186233, 372371.9654767074 165573.48093395884, 371913.7533429016 165408.47622541542, 371877.18738552934 165470.63755276502, 371456.4096798049 166046.9496829934, 371718.50663644134 166377.65667943546, 372252.6014179956 166156.44980265875, 372414.10352385254 166425.6572871877, 372885.51399821177 166226.30779418413))",-0.0651374548998106,0.1497767489785495,-0.0617563649439912,0.0193463868000633,0.0135779983969383,0.0091682555787851,0.6174191587961859,0.1497767489785495,-0.5724129382207418,0.0193463868000633,3.0,0.000385455479892,1,87.9,0.0,60.0,0.0,30.0,0.0,80.0,0.0,117.9,0.0,241.6,,181.6,,BA13NG,7.9,0.1076927626477647,0.0091682555787851,0.6825566136959965,,-0.5106565732767505,,3.0,0.000423968343697,1,111.6,,60.0,,30.0,,80.0,,141.6,,,,,,BS105NB,31.6,0.0941147642508264,
32,Bath and North East Somerset 009A,E01014405,373444,165384,a856b605-756a-4785-97b9-7be1e2dc10f1,51.38687,-2.38301,"POLYGON ((373770.8949791864 165648.03950688685, 373860.3731521612 165109.49238272913, 373062.2694923262 164809.23176630284, 373039.61755557905 165267.95824240724, 373126.5045675387 166002.54800553987, 373770.8949791864 165648.03950688685))",-0.0769634622169982,0.2346289848655391,0.1269675728825587,0.2970971053260077,-0.0220078093518571,0.0631624658640947,0.4926052013140613,0.1729472926822251,-0.5885349272207946,0.0223392832537264,2.666666667,0.0003426270932802,1,87.9,0.0,60.0,0.0,30.0,0.0,80.0,0.0,117.90000000000002,0.0,241.6,0.0,181.6,0.0,BA13NG,7.9,0.1153329756300857,0.0105865896528218,0.5695686635310596,0.1585559664374763,-0.7155025001033534,0.2962560487429796,2.666666667,0.00037686075,1,113.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,143.7,0.0,143.7,,,,BS105NB,33.7,0.1373407849819429,0.0622689426082994
33,Bath and North East Somerset 009C,E01014407,374645,164845,76438158-90a2-42a5-b5da-b32de829f174,51.38207,-2.36571,"POLYGON ((374825.7797663226 165017.03369066527, 374811.60851359356 164419.74882287375, 374491.3970977934 164572.97445319424, 374370.505211786 164766.68648968212, 374679.94534563296 164892.00774961093, 374562.0863667829 165268.96092059993, 374825.7797663226 165017.03369066527))",,0.0,,0.0,,0.0,0.6914094027445281,0.0,-0.5579261645693461,0.0,1.0,0.000128485159964,1,90.1,0.0,60.0,0.0,30.0,0.0,80.0,0.0,120.1,0.0,,,,,BA13NG,10.1,0.102280646480582,0.0,,,,,,,1,,,,,,,,,,,,,,,BS105NB,33.7,,
34,Bath and North East Somerset 009E,E01033080,374155,165256,4cecf683-7d68-48bc-b48b-d27afc343bb3,51.38575,-2.37278,"POLYGON ((374658.0032330617 165511.75035725953, 374562.0863667829 165268.96092059993, 374679.94534563296 164892.00774961093, 374370.505211786 164766.68648968212, 374117.88185633125 165001.62829580926, 373860.3731521612 165109.49238272913, 373770.8949791864 165648.03950688685, 373885.1918328645 165613.63896028663, 374404.255754996 165745.56163287378, 374658.0032330617 165511.75035725953))",0.2354351707953778,0.0,0.3595921736327552,0.0,-0.077731900530781,0.0,0.6914094027445281,0.0,-0.5579261645693461,0.0,1.666666667,0.0002141419333162,1,90.1,0.0,60.0,0.0,30.0,0.0,80.0,0.0,120.09999999999998,0.0,,,,,BA13NG,10.1,0.102280646480582,0.0,0.4559742319491503,,-0.9175183382021012,,1.666666667,0.0002355379687676,1,115.9,,60.0,,30.0,,80.0,,145.9,,145.9,,,,BS105NB,35.9,0.180012547011363,
35,Bath and North East Somerset 010A,E01014373,377792,167691,98ca83f0-bfbf-493c-b196-fa2ac1c1468f,51.4078,-2.32067,"POLYGON ((378412.1484224113 168166.69571904553, 378229.2433581912 167605.71672372002, 377498.9443814781 167026.87954231212, 377489.9112850854 167261.66885033442, 376576.71581703064 167236.76405393443, 376495.8130498651 167534.78386049514, 377388.66982752975 167549.89651266142, 377407.3039581697 168109.25802784984, 377737.4212693284 168354.5294199917, 378412.1484224113 168166.69571904553))",-0.1945681628924674,0.1742618282805224,-0.0547503509951775,0.0167011629630959,0.0169004679083801,0.0093211404478295,0.4871164997041183,0.1742618282805224,-0.5607681900648377,0.0167011629630959,3.666666667,0.0004711122532442,1,97.59999999999998,0.0,60.0,0.0,30.0,0.0,80.0,0.0,127.59999999999998,0.0,251.3,0.0,191.3,0.0,BA13NG,17.6,0.1102104613146785,0.0093211404478295,0.6816846625965858,0.0,-0.5060178390696601,0.0,3.666666667,0.0005181835312323,1,113.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,143.7,0.0,,,,,BS105NB,33.7,0.0933099934062984,0.0
36,Bath and North East Somerset 010B,E01014374,378059,166839,6223c08a-878e-4cc8-ae85-708daa0e6687,51.40015,-2.31678,"POLYGON ((379810.93483463913 166313.83403641544, 379447.78747197654 166247.43583861133, 379394.09462491417 165139.03845283302, 379890.1592804097 163769.34932410897, 379453.60494243266 162845.83904556697, 379292.8115378912 162677.91045792116, 379283.24723310646 162668.32670702063, 379055.1366230234 162668.1528041886, 379044.1459431628 162672.82746062253, 378687.23924421176 162926.33068415243, 379229.5531855479 163696.84154126537, 379241.36837502976 164435.7425854407, 378360.0469459409 165366.9535912485, 378342.65508403105 165913.72721034894, 377635.0642382193 166160.88544638344, 377895.8565193685 166753.45524143294, 376260.041254465 165954.55023919657, 376462.7145786332 166149.5657291239, 377498.9443814781 167026.87954231212, 378229.2433581912 167605.71672372002, 378822.1616905689 167759.70163757924, 378368.3368246372 167166.98257200397, 378526.3480758127 166737.48210756283, 379189.15339194506 166803.19690012978, 379810.93483463913 166313.83403641544))",-0.069519106781832,0.217087957114818,0.0897273001602129,0.2424679218416085,-0.0151441746154039,0.0516897585112559,0.5374215564377363,0.1742618282805224,-0.5559469795985761,0.0167011629630959,5.333333333,0.0006852541864319,1,97.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,127.6,0.0,251.3,0.0,191.3,0.0,BA13NG,17.6,0.1075196798413241,0.0093211404478295,0.6069406632195683,0.1294604044818907,-0.645674279758789,0.2418920508778006,5.333333333,0.0007537214998586,1,113.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,143.7,0.0,143.7,,,,BS105NB,33.7,0.1226638544567281,0.0508423787376613
37,Bath and North East Somerset 010C,E01014375,374263,168471,d14cf044-b819-4d56-8221-6ba09fd6308b,51.41466,-2.37146,"POLYGON ((379614.0836144574 170018.6400637672, 379562.25614794245 169735.33452147146, 379393.9479725045 168942.0938568117, 379390.08017562353 168927.2210730238, 379360.6286898455 168519.24605230452, 378412.1484224113 168166.69571904553, 377737.4212693284 168354.5294199917, 377407.3039581697 168109.25802784984, 377388.66982752975 167549.89651266142, 376495.8130498651 167534.78386049514, 376576.71581703064 167236.76405393443, 376165.2608319951 167041.48224182957, 375168.479757996 167187.66941136745, 374706.9829973972 166954.43059216574, 374562.2066338143 167055.6599827133, 374155.91932926886 167343.6714070231, 374536.50990589726 167755.7731592618, 374298.41092013026 168020.48129483615, 373770.0936489786 168080.18562263314, 373162.4110501868 167583.1781472051, 372755.6383466601 167430.02352111, 372182.18385808874 167695.0721873431, 372007.9027898563 167502.38297284825, 372401.55899171956 166651.64746542077, 372414.10352385254 166425.6572871877, 372252.6014179956 166156.44980265875, 371718.50663644134 166377.65667943546, 371456.4096798049 166046.9496829934, 370081.78830810334 165819.758289095, 369285.40639735654 166371.16200697172, 368729.5875295724 167216.60619343264, 369611.8711216888 168333.69754803792, 369088.7261613821 168923.80673706252, 369092.8537648671 168935.20914304937, 369205.7036826144 168927.84115424118, 369214.3545663557 168922.00733446743, 369265.8828899276 168910.742056293, 369302.35435115255 168941.61507875205, 369223.8451944641 169377.9046701687, 370833.4469889043 169564.51406575023, 370858.4764383629 169580.65672471054, 371567.5436142388 169782.31525932014, 372073.7362387566 170365.22721525544, 373871.17981975793 170493.11029573792, 374571.1043012622 170959.22399488755, 375234.21210169984 170820.72245744237, 376235.73611176596 171226.93388282234, 377504.25077702245 170937.53089992946, 378277.31408949103 170035.56499655865, 378359.6571201918 169317.00986178796, 379614.0836144574 170018.6400637672))",,,,,,,,,,,2.333333333,0.0002997987065398,1,99.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,,,,,,,BA13NG,19.8,,,,,,,,,1,,,,,,,,,,,,,,,BS105NB,31.6,,
38,Bath and North East Somerset 010D,E01014376,379459,167904,38aaa7f3-31fd-4754-af77-74ee753d8c8d,51.40978,-2.29672,"POLYGON ((380490.6854466793 166503.7034627708, 379810.93483463913 166313.83403641544, 379189.15339194506 166803.19690012978, 378526.3480758127 166737.48210756283, 378368.3368246372 167166.98257200397, 378822.1616905689 167759.70163757924, 378229.2433581912 167605.71672372002, 378412.1484224113 168166.69571904553, 379360.6286898455 168519.24605230452, 379390.08017562353 168927.2210730238, 379393.9479725045 168942.0938568117, 379562.25614794245 169735.33452147146, 380298.1916663281 169417.94021749275, 380726.13634467544 168577.40697821858, 379864.8978469346 167449.71117541246, 380490.6854466793 166503.7034627708))",-0.069519106781832,0.2496212601565022,0.0897273001602129,0.2427553450376496,-0.0151441746154039,0.0521082811516177,0.5374215564377363,0.2134262804658915,-0.5559469795985761,0.0204546636853269,3.0,0.000385455479892,1,97.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,127.6,0.0,251.3,,191.3,,BA13NG,17.6,0.1075196798413241,0.0114160189589999,0.6069406632195683,0.1294604044818907,-0.645674279758789,0.2418920508778006,3.0,0.000423968343697,1,113.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,143.7,0.0,143.7,,,,BS105NB,33.7,0.1226638544567281,0.0508423787376613
39,Bath and North East Somerset 010E,E01014377,377761,165336,8310cfa4-7f7f-48ec-b81d-acca2d0259d2,51.38662,-2.32097,"POLYGON ((378687.23924421176 162926.33068415243, 378521.5174394745 162675.73515456205, 378507.62791544053 162636.3199888952, 378484.64105956076 162581.2180809914, 377935.8313863941 162790.12280965678, 378051.4510244546 163275.0385671386, 377996.13394396193 164245.93979265232, 377592.3202670728 164856.35031131638, 376559.9377190841 164675.646458345, 376811.53253909474 165432.95030231238, 376275.11782945675 165955.6552225118, 376260.041254465 165954.55023919657, 377895.8565193685 166753.45524143294, 377635.0642382193 166160.88544638344, 378342.65508403105 165913.72721034894, 378360.0469459409 165366.9535912485, 379241.36837502976 164435.7425854407, 379229.5531855479 163696.84154126537, 378687.23924421176 162926.33068415243))",,,,,,,0.6887884331545439,,-0.5438981216914698,,2.333333333,0.0002997987065398,1,96.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,126.5,,,,,,BA13NG,16.5,0.0998639138002093,,,,,,,,1,,,,,,,,,,,,,,,BS105NB,35.9,,
40,Bath and North East Somerset 010G,E01033078,377726,159696,436964e2-c4e9-4c59-9374-feb41b18d3d1,51.33591,-2.32112,"POLYGON ((378484.64105956076 162581.2180809914, 378496.0452608839 162097.1809048031, 377606.542311936 162003.41747595312, 376597.94530883175 161426.61668297127, 376117.72451117984 160758.4079876556, 377528.0447382496 161014.31443077547, 378605.1463303247 160118.89858217834, 379344.02151922794 160498.6290969564, 379592.5561712605 159878.89423213297, 379131.6508712815 159390.70322139078, 380000.15616914444 159003.32351238088, 379952.75257830834 158503.17978269956, 378261.6536216637 157607.1669322447, 378242.903153029 157598.1965020195, 376918.0674741115 156644.4508861688, 376285.5625131557 156786.54254200583, 376035.320563014 157229.7984558783, 376695.5870690674 157864.13336062385, 377598.6320106393 157837.4629111445, 377497.90611041366 158254.9146917615, 376641.78113990545 158165.03758392204, 375771.1367182806 158978.99908914935, 375812.32087108475 159428.50202578603, 376283.4159589129 159558.98943712696, 376326.6302748299 160614.60924736716, 375512.44202889566 160187.30756795267, 374494.0271640502 160332.60725367942, 374187.43063704285 161046.91242832458, 373611.80320771126 161065.819147668, 373460.90170570876 161460.71682622682, 374043.52297138213 161368.21346522152, 374171.42815415823 161826.42202030346, 374746.42972087895 161865.6220300977, 375263.65325971856 161894.50766726164, 375933.12817475986 161810.85762195132, 376563.53467145335 161990.4201825093, 376994.03874058364 162779.33112798096, 377935.8313863941 162790.12280965678, 378484.64105956076 162581.2180809914))",0.0093244885816143,0.0,-0.0496473231342984,0.0,0.0086049396301753,0.0,0.6878846615841877,0.0,-0.5390674957331283,0.0,2.666666667,0.0003426270932802,1,98.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,128.7,0.0,,,,,BA13NG,18.7,0.0990304049930955,0.0,0.6785601730025733,0.0,-0.4894201725988298,0.0,2.666666667,0.00037686075,1,121.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,151.2,0.0,,,,,BS105NB,41.2,0.0904254653629201,0.0
41,Bath and North East Somerset 010H,E01033079,374433,157906,b0db5ee8-6efa-41c1-804f-5ed52b04636d,51.31967,-2.36826,"POLYGON ((376285.5625131557 156786.54254200583, 374396.46110844956 155841.33685764007, 373493.9339951911 155731.530245103, 373099.92281395703 155128.41981450113, 372771.91825819376 155211.10001097023, 372224.3942568345 156272.61597954103, 370794.722301406 155361.07651328782, 370549.80685973197 155445.77863933527, 370795.7238335328 155631.2848623809, 370698.624007375 156324.4093404084, 371213.2099605518 157012.56826222446, 371387.87433992967 157658.0356621967, 371132.9592034117 158520.1683000299, 371626.88603238284 159331.78135060353, 372726.9209970756 159195.78668262193, 372945.4261044551 159658.09353741145, 373537.93484496215 159630.68951968668, 374008.22220919747 159166.2916678231, 374494.0271640502 160332.60725367942, 375512.44202889566 160187.30756795267, 376326.6302748299 160614.60924736716, 376283.4159589129 159558.98943712696, 375812.32087108475 159428.50202578603, 375771.1367182806 158978.99908914935, 376641.78113990545 158165.03758392204, 377497.90611041366 158254.9146917615, 377598.6320106393 157837.4629111445, 376695.5870690674 157864.13336062385, 376035.320563014 157229.7984558783, 376285.5625131557 156786.54254200583))",,,,,,,,,,,,,1,,,,,,,,,,,,,,,BA13NG,18.7,,,,,,,,,1,,,,,,,,,,,,,,,BS105NB,39.1,,
42,Bath and North East Somerset 011A,E01014461,372595,164240,70aee38c-1489-430f-8a5d-0ef6a8f78f5e,51.37654,-2.39512,"POLYGON ((373028.76135410136 164322.40963665448, 373017.76290662744 164263.20719757548, 372852.98469606024 164125.51841222768, 372525.6696754565 163892.48059924645, 372237.8225430758 164094.98509420245, 372228.3779693661 164300.35615678033, 372835.2615823595 164507.709080451, 373028.76135410136 164322.40963665448))",,,,,,,,,,,,,1,,,,,,,,,,,,,,,BA13NG,10.1,,,0.6816846625965858,,-0.5060178390696601,,1.0,0.0001413227812323,1,113.7,,60.0,,30.0,,80.0,,143.7,,,,,,BS105NB,33.7,0.0933099934062984,
43,Bath and North East Somerset 011B,E01014462,371777,164176,00f2d759-1047-4246-8070-371fb126dcc6,51.37592,-2.40687,"POLYGON ((372062.328942659 164464.46703805344, 371960.68282356404 164274.8144608616, 372228.3779693661 164300.35615678033, 372237.8225430758 164094.98509420245, 371960.97816775914 163822.08317196846, 371746.38466470735 163898.40946643223, 371270.6712183828 164231.50875679636, 371404.9752798551 164475.34612777742, 372062.328942659 164464.46703805344))",,0.0,,0.0,,0.0,,,,,,,1,,,,,,,,,,,,,,,BA13NG,11.2,,,0.6825566136959965,0.0,-0.5106565732767505,0.0,1.333333333,0.0001884303749293,1,111.59999999999998,0.0,60.0,0.0,30.0,0.0,80.0,0.0,141.6,0.0,,,,,BS105NB,31.6,0.0941147642508264,0.0
44,Bath and North East Somerset 011C,E01014463,371868,164962,b0799293-882f-4945-b5ea-b8978d4e90c2,51.38299,-2.40562,"POLYGON ((371404.9752798551 164475.34612777742, 371877.18738552934 165470.63755276502, 371913.7533429016 165408.47622541542, 372133.60308341734 165108.7320891432, 372038.30508860457 164831.0217308661, 372328.0806316677 164717.62121358223, 372062.328942659 164464.46703805344, 371404.9752798551 164475.34612777742))",-0.0666806457296013,0.1501676512398717,-0.0536959626672974,0.0176696213120313,0.0121477633564847,0.0087928122613863,0.6158759679663952,0.1501676512398717,-0.564352535944048,0.0176696213120313,2.666666667,0.0003426270932802,1,91.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,121.2,0.0,244.9,,184.9,,BA13NG,11.2,0.1062625276073111,0.0087928122613863,0.6825566136959965,0.0,-0.5106565732767505,0.0,2.666666667,0.00037686075,1,111.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,141.6,0.0,,,,,BS105NB,31.6,0.0941147642508264,0.0
45,Bath and North East Somerset 011D,E01014464,372616,164688,532d83b1-7f70-43c0-bbd9-677645357565,51.38057,-2.39485,"POLYGON ((372910.26765849534 164777.02863123413, 372916.45545972604 164668.9630922902, 372835.2615823595 164507.709080451, 372228.3779693661 164300.35615678033, 371960.68282356404 164274.8144608616, 372062.328942659 164464.46703805344, 372328.0806316677 164717.62121358223, 372038.30508860457 164831.0217308661, 372133.60308341734 165108.7320891432, 372347.6261099605 164936.79338472278, 372910.26765849534 164777.02863123413))",-0.2912227330738794,,-0.0837230948269844,,0.026001207544396,,0.391333880622117,,-0.594379668103735,,2.0,0.000256970319928,1,90.1,,60.0,,30.0,,80.0,,120.1,,243.8,,183.8,,BA13NG,10.1,0.1201159717952224,,0.6825566136959965,,-0.5106565732767505,,2.0,0.0002826455624646,1,111.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,141.6,,,,,,BS105NB,31.6,0.0941147642508264,
46,Bath and North East Somerset 012A,E01014380,376858,164527,5c877985-bd66-48ce-9ce5-fb2fbe6658b0,51.37931,-2.33389,"POLYGON ((378051.4510244546 163275.0385671386, 377752.0413699008 163596.7293539297, 377380.9146980062 163082.63103083498, 376945.1311419635 163302.1342621026, 376665.0361924904 163079.13287825952, 376852.2228838637 164034.63993711793, 375986.46809476067 164302.87481460912, 375879.95592425996 164845.12325595954, 376117.20130287803 164646.42965237156, 376373.41835827864 165026.17193295638, 375912.7888926475 165622.25199768227, 376275.11782945675 165955.6552225118, 376811.53253909474 165432.95030231238, 376559.9377190841 164675.646458345, 377592.3202670728 164856.35031131638, 377996.13394396193 164245.93979265232, 378051.4510244546 163275.0385671386))",,,,,,,,,,,,,1,,,,,,,,,,,,,,,BA13NG,15.5,,,,,,,,,1,,,,,,,,,,,,,,,BS105NB,38.0,,
