from_postcode,B152TH,B714HJ,B95SS,BA13NG,BA214AT,BB23HH,BD96RJ,BH77DW,BL97TD,BN112DH,BN212UD,BN25BE,BR68ND,BS105NB,BS234TQ,BS28HW,CA27HY,CB20QQ,CF144XW,CF311RQ,CF479DT,CH21UL,CH495PE,CM17ET,CO45JL,CT13NG,CT94AN,CV107DJ,CV22DX,CV345BW,CW14QJ,DA28DA,DE223NE,DH15TW,DN157BH,DN25LT,DT12JY,DY12HQ,E11BB,EX25DW,EX314JB,FY38NR,GL13NN,GU167UJ,HA13UJ,HP112TT,HR12ER,HU32JZ,HX30PW,IP332QZ,IP45PD,KT160PZ,KT187EG,L355DR,L78XP,L97AL,LA144LF,LA14RP,LE15WW,LL137TD,LL185UJ,LL572PW,LN25QY,LS13EX,LU40DZ,M68HD,ME169QQ,MK429DJ,MK65LD,NE14LP,NE236NZ,NG174JL,NG72UH,NN15BD,NP448YN,NR316LA,NR47UY,NW12BU,OX39DU,PE304ET,PE39GZ,PL68DH,PO196SE,PO305TG,PO63LY,PR29HT,PR86PN,RG15AN,RH15RH,RH164EX,RM70AG,S102JF,S445BL,S752EP,SA148QF,SA312AF,SA612PZ,SA66NL,SE59RW,SG14AB,SK27JE,SL24HL,SN36BB,SO166YD,SO225DG,SP28BJ,SR47TP,SS00RY,SS165NL,ST46QG,SW170QT,SW66SX,SY231ER,TA15DA,TF16TF,TN240LZ,TQ27AA,TR13LQ,TS198PE,TS43BW,WD180HB,WF14DG,WR51DD,WV100QP,YO318HE
SE59RW,141.1,142.2,134.7,133.6,156.2,235.6,219.5,122.9,224.9,83.1,93.9,78.8,35.9,134.7,157.2,133.6,313.0,78.8,164.8,179.8,189.5,221.7,227.0,68.1,91.7,76.7,96.0,121.8,117.5,116.4,189.5,35.9,149.7,277.5,205.6,185.2,151.9,149.7,19.8,205.6,228.1,249.6,133.6,58.4,38.0,56.3,176.6,224.9,220.6,104.6,112.1,48.8,35.9,215.2,223.8,221.7,296.9,251.7,121.8,209.9,248.5,282.9,177.6,209.9,59.5,216.3,52.0,81.0,75.6,290.4,300.1,158.3,146.5,89.6,155.1,164.8,137.9,24.1,81.0,130.4,113.2,249.6,98.2,183.0,97.1,233.5,234.6,61.6,45.5,67.0,40.2,181.9,166.9,188.4,210.9,228.1,259.3,202.3,0.0,60.6,215.2,47.7,94.9,99.2,89.6,119.6,286.1,65.9,53.1,173.3,21.9,27.3,264.6,179.8,164.8,70.2,223.8,302.2,268.9,264.6,47.7,200.2,146.5,148.6,226.0
SG14AB,116.4,113.2,105.7,140.0,162.6,206.6,185.2,128.2,195.9,112.1,128.2,114.3,74.5,141.1,162.6,139.0,284.0,39.1,170.1,185.2,195.9,192.7,198.0,67.0,89.6,102.5,120.7,92.8,88.5,94.9,160.5,59.5,120.7,236.7,154.0,145.4,157.2,122.9,55.2,210.9,234.6,220.6,128.2,63.8,41.2,53.1,165.8,169.0,186.2,69.2,99.2,55.2,69.2,186.2,194.8,193.8,267.9,222.7,93.9,180.9,219.5,253.9,125.0,175.5,30.5,187.3,79.9,34.8,46.6,250.7,260.3,129.3,117.5,60.6,160.5,129.3,101.4,46.6,77.8,89.6,60.6,255.0,120.7,199.1,112.1,204.5,205.6,68.1,78.8,101.4,54.1,154.0,137.9,158.3,216.3,233.5,265.7,208.8,58.4,0.0,186.2,48.8,101.4,104.6,96.0,126.1,245.3,71.3,58.4,144.3,68.1,55.2,235.6,185.2,136.8,98.2,229.2,307.6,229.2,224.9,34.8,169.0,130.4,119.6,185.2
SK27JE,96.0,88.5,96.0,183.0,230.3,54.1,58.4,252.8,31.6,256.0,273.2,258.2,232.4,168.0,186.2,168.0,132.5,191.6,192.7,207.7,190.5,50.9,56.3,224.9,248.5,261.4,279.7,108.9,111.1,119.6,48.8,218.5,90.6,140.0,101.4,75.6,251.7,93.9,209.9,233.5,257.1,70.2,136.8,207.7,191.6,176.6,147.6,108.9,47.7,217.4,247.4,199.1,213.1,44.5,52.0,50.9,116.4,72.4,114.3,62.7,77.8,113.2,108.9,59.5,163.7,27.3,238.9,163.7,152.9,154.0,163.7,76.7,89.6,141.1,181.9,242.1,212.0,201.3,161.5,170.1,152.9,278.6,258.2,329.1,242.1,54.1,62.7,197.0,222.7,246.4,212.0,61.6,62.7,54.1,230.3,206.6,243.2,221.7,213.1,185.2,0.0,190.5,166.9,229.2,217.4,220.6,148.6,230.3,217.4,55.2,220.6,207.7,157.2,207.7,97.1,256.0,252.8,331.2,132.5,128.2,183.0,64.9,112.1,86.4,88.5
SL24HL,110.0,117.5,108.9,103.5,133.6,210.9,201.3,99.2,200.2,83.1,99.2,84.2,67.0,104.6,127.2,102.5,288.3,79.9,134.7,149.7,159.4,197.0,202.3,78.8,101.4,102.5,120.7,103.5,99.2,85.3,164.8,67.0,131.5,259.3,187.3,166.9,128.2,118.6,47.7,174.4,198.0,224.9,102.5,34.8,27.3,25.1,146.5,207.7,202.3,108.9,121.8,26.2,40.2,190.5,199.1,198.0,272.2,227.0,104.6,185.2,223.8,258.2,163.7,191.6,41.2,191.6,72.4,62.7,57.4,272.2,281.8,140.0,128.2,71.3,123.9,170.1,142.2,38.0,49.8,130.4,101.4,219.5,91.7,169.0,83.1,208.8,209.9,31.6,48.8,72.4,63.8,163.7,148.6,170.1,180.9,197.0,229.2,172.3,47.7,48.8,190.5,0.0,64.9,75.6,67.0,96.0,267.9,83.1,71.3,148.6,47.7,33.7,239.9,148.6,141.1,90.6,192.7,272.2,250.7,246.4,32.6,181.9,115.3,123.9,207.7
SN36BB,92.8,91.7,100.3,48.8,97.1,189.5,207.7,96.0,178.7,125.0,142.2,128.2,111.1,49.8,72.4,48.8,266.8,131.5,79.9,94.9,104.6,175.5,180.9,130.4,154.0,145.4,163.7,110.0,94.9,86.4,142.2,111.1,134.7,273.2,202.3,181.9,107.8,92.8,100.3,120.7,143.3,203.4,45.5,63.8,79.9,65.9,89.6,221.7,197.0,161.5,174.4,69.2,83.1,169.0,176.6,175.5,250.7,205.6,116.4,163.7,202.3,236.7,175.5,205.6,92.8,169.0,115.3,100.3,82.1,287.2,296.9,154.0,143.3,88.5,70.2,222.7,194.8,91.7,50.9,171.2,133.6,164.8,102.5,173.3,86.4,187.3,187.3,47.7,92.8,115.3,116.4,178.7,162.6,185.2,126.1,143.3,174.4,117.5,94.9,101.4,169.0,64.9,0.0,73.5,60.6,61.6,281.8,135.8,122.9,127.2,96.0,82.1,185.2,94.9,118.6,133.6,139.0,217.4,265.7,261.4,85.3,197.0,67.0,102.5,221.7
SO166YD,148.6,156.2,147.6,90.6,91.7,249.6,250.7,38.0,238.9,71.3,105.7,89.6,105.7,112.1,134.7,110.0,326.9,135.8,142.2,157.2,166.9,235.6,241.0,134.7,157.2,140.0,159.4,146.5,140.0,123.9,203.4,105.7,177.6,308.7,237.8,217.4,67.0,157.2,103.5,132.5,169.0,263.6,110.0,50.9,83.1,78.8,154.0,257.1,252.8,164.8,177.6,63.8,77.8,229.2,237.8,236.7,310.8,265.7,154.0,223.8,262.5,296.9,213.1,241.0,97.1,230.3,110.0,118.6,113.2,322.6,332.3,189.5,178.7,126.1,131.5,226.0,198.0,94.9,86.4,186.2,157.2,176.6,47.7,118.6,31.6,247.4,248.5,60.6,87.4,93.9,119.6,214.2,198.0,220.6,188.4,204.5,236.7,179.8,98.2,104.6,229.2,74.5,72.4,0.0,23.0,34.8,318.3,135.8,121.8,187.3,91.7,85.3,247.4,119.6,179.8,128.2,150.8,229.2,301.2,296.9,88.5,232.4,131.5,162.6,258.2
SO225DG,137.9,144.3,136.8,91.7,92.8,238.9,239.9,46.6,228.1,75.6,110.0,93.9,96.0,100.3,122.9,99.2,315.1,126.1,130.4,145.4,155.1,224.9,230.3,125.0,147.6,131.5,149.7,134.7,128.2,112.1,191.6,96.0,166.9,297.9,226.0,205.6,74.5,145.4,93.9,142.2,169.0,252.8,99.2,42.3,74.5,69.2,142.2,246.4,241.0,156.2,169.0,55.2,69.2,218.5,226.0,224.9,299.0,255.0,143.3,213.1,250.7,286.1,202.3,230.3,87.4,218.5,101.4,108.9,104.6,311.9,320.5,178.7,168.0,114.3,120.7,216.3,188.4,85.3,74.5,176.6,148.6,187.3,52.0,122.9,35.9,236.7,236.7,50.9,77.8,98.2,111.1,203.4,187.3,209.9,176.6,193.8,224.9,168.0,89.6,94.9,217.4,65.9,60.6,23.0,0.0,43.4,306.5,126.1,113.2,176.6,82.1,75.6,235.6,120.7,168.0,119.6,160.5,239.9,290.4,285.0,78.8,220.6,119.6,150.8,246.4
SP28BJ,146.5,145.4,161.5,65.9,67.0,243.2,264.6,38.0,232.4,90.6,126.1,110.0,126.1,87.4,100.3,84.2,320.5,156.2,117.5,132.5,142.2,229.2,234.6,155.1,177.6,160.5,179.8,160.5,152.9,137.9,195.9,126.1,191.6,322.6,251.7,231.3,55.2,146.5,123.9,117.5,144.3,257.1,100.3,71.3,103.5,99.2,143.3,271.1,251.7,185.2,198.0,84.2,99.2,222.7,231.3,229.2,304.4,259.3,168.0,217.4,256.0,290.4,227.0,255.0,117.5,222.7,131.5,139.0,133.6,336.6,346.3,203.4,192.7,140.0,107.8,246.4,218.5,115.3,100.3,206.6,177.6,161.5,68.1,139.0,52.0,241.0,242.1,81.0,107.8,114.3,140.0,228.1,212.0,234.6,163.7,180.9,212.0,155.1,118.6,125.0,222.7,94.9,61.6,35.9,43.4,0.0,332.3,156.2,142.2,180.9,112.1,105.7,222.7,94.9,172.3,148.6,135.8,214.2,315.1,310.8,108.9,246.4,120.7,156.2,272.2
SR47TP,208.8,204.5,198.0,296.9,344.1,137.9,111.1,342.0,139.0,331.2,348.4,333.4,304.4,281.8,300.1,281.8,90.6,241.0,306.5,321.6,305.4,177.6,183.0,281.8,294.7,332.3,350.6,194.8,195.9,206.6,177.6,289.3,160.5,25.1,131.5,116.4,371.0,214.2,280.7,348.4,371.0,156.2,251.7,282.9,262.5,265.7,261.4,139.0,119.6,265.7,296.9,274.3,288.3,160.5,168.0,166.9,146.5,127.2,183.0,188.4,204.5,238.9,156.2,102.5,234.6,143.3,309.7,235.6,223.8,25.1,31.6,144.3,157.2,213.1,296.9,289.3,259.3,272.2,250.7,217.4,200.2,392.4,340.9,418.2,331.2,140.0,178.7,286.1,297.9,321.6,282.9,130.4,137.9,113.2,344.1,361.3,393.5,336.6,284.0,245.3,148.6,267.9,281.8,318.3,306.5,328.0,0.0,301.2,288.3,184.1,291.5,278.6,284.0,322.6,218.5,326.9,366.7,445.1,41.2,46.6,253.9,105.7,226.0,206.6,92.8
SS00RY,161.5,157.2,150.8,174.4,192.7,251.7,234.6,159.4,241.0,105.7,116.4,101.4,54.1,175.5,198.0,174.4,329.1,77.8,205.6,220.6,230.3,237.8,243.2,36.9,55.2,82.1,101.4,136.8,132.5,139.0,204.5,40.2,165.8,292.6,209.9,201.3,187.3,166.9,56.3,246.4,268.9,265.7,163.7,93.9,72.4,88.5,209.9,226.0,236.7,96.0,75.6,81.0,74.5,231.3,238.9,237.8,313.0,267.9,137.9,226.0,264.6,299.0,180.9,224.9,74.5,231.3,59.5,96.0,91.7,306.5,316.2,173.3,162.6,105.7,195.9,137.9,123.9,67.0,112.1,130.4,117.5,290.4,120.7,216.3,129.3,249.6,249.6,102.5,70.2,89.6,40.2,198.0,181.9,204.5,251.7,268.9,300.1,243.2,65.9,72.4,230.3,83.1,135.8,135.8,126.1,156.2,302.2,0.0,23.0,189.5,75.6,77.8,280.7,220.6,180.9,77.8,264.6,343.0,285.0,280.7,70.2,216.3,174.4,163.7,242.1
SS165NL,147.6,144.3,137.9,161.5,179.8,238.9,221.7,146.5,227.0,92.8,103.5,88.5,41.2,162.6,185.2,161.5,315.1,64.9,192.7,207.7,217.4,224.9,230.3,33.7,52.0,69.2,88.5,123.9,119.6,126.1,191.6,27.3,152.9,279.7,197.0,188.4,174.4,154.0,43.4,233.5,256.0,252.8,150.8,81.0,59.5,75.6,197.0,213.1,223.8,90.6,73.5,68.1,61.6,218.5,226.0,224.9,299.0,255.0,125.0,213.1,250.7,286.1,168.0,212.0,61.6,218.5,46.6,83.1,78.8,293.6,303.3,160.5,149.7,92.8,183.0,135.8,123.9,54.1,99.2,117.5,104.6,277.5,107.8,203.4,116.4,236.7,236.7,89.6,57.4,76.7,27.3,185.2,169.0,191.6,238.9,256.0,287.2,230.3,54.1,59.5,217.4,70.2,122.9,122.9,113.2,143.3,288.3,23.0,0.0,176.6,62.7,64.9,267.9,206.6,168.0,64.9,251.7,330.1,272.2,267.9,56.3,203.4,161.5,150.8,229.2
ST46QG,55.2,47.7,55.2,142.2,189.5,76.7,94.9,212.0,64.9,215.2,232.4,217.4,191.6,127.2,145.4,127.2,152.9,150.8,151.9,166.9,149.7,62.7,68.1,184.1,207.7,220.6,238.9,68.1,70.2,78.8,29.4,177.6,46.6,176.6,118.6,98.2,210.9,53.1,169.0,192.7,216.3,90.6,96.0,166.9,150.8,135.8,106.8,137.9,84.2,176.6,206.6,158.3,172.3,56.3,63.8,62.7,136.8,92.8,79.9,57.4,88.5,123.9,114.3,96.0,122.9,56.3,198.0,122.9,112.1,190.5,199.1,70.2,67.0,100.3,141.1,236.7,208.8,160.5,120.7,157.2,130.4,237.8,217.4,288.3,201.3,74.5,74.5,156.2,181.9,205.6,171.2,94.9,78.8,91.7,189.5,206.6,237.8,180.9,172.3,144.3,55.2,149.7,126.1,188.4,176.6,179.8,185.2,189.5,176.6,0.0,179.8,166.9,142.2,166.9,56.3,215.2,212.0,290.4,169.0,163.7,142.2,100.3,71.3,45.5,125.0
SW170QT,140.0,145.4,139.0,132.5,148.6,239.9,222.7,115.3,228.1,78.8,89.6,74.5,35.9,133.6,156.2,132.5,316.2,86.4,163.7,178.7,189.5,226.0,231.3,76.7,99.2,86.4,104.6,125.0,120.7,115.3,192.7,45.5,154.0,280.7,209.9,189.5,143.3,148.6,27.3,204.5,227.0,253.9,132.5,50.9,36.9,55.2,175.5,229.2,224.9,112.1,119.6,38.0,26.2,219.5,227.0,226.0,300.1,256.0,126.1,214.2,251.7,287.2,183.0,213.1,62.7,219.5,62.7,84.2,79.9,294.7,304.4,161.5,150.8,93.9,154.0,173.3,145.4,30.5,79.9,139.0,119.6,248.5,93.9,172.3,86.4,237.8,237.8,61.6,39.1,62.7,47.7,186.2,170.1,192.7,209.9,227.0,259.3,202.3,20.8,65.9,218.5,46.6,93.9,91.7,82.1,112.1,290.4,75.6,61.6,177.6,0.0,19.8,268.9,178.7,169.0,79.9,222.7,301.2,273.2,268.9,52.0,204.5,145.4,151.9,230.3
SW66SX,126.1,133.6,125.0,118.6,142.2,227.0,210.9,107.8,216.3,79.9,97.1,82.1,42.3,119.6,142.2,118.6,304.4,85.3,149.7,164.8,174.4,213.1,218.5,79.9,103.5,89.6,108.9,113.2,108.9,101.4,180.9,48.8,142.2,268.9,198.0,177.6,136.8,134.7,28.4,190.5,213.1,241.0,118.6,43.4,25.1,41.2,161.5,217.4,213.1,115.3,123.9,33.7,29.4,206.6,215.2,214.2,288.3,243.2,114.3,202.3,239.9,275.4,171.2,201.3,50.9,207.7,63.8,73.5,68.1,282.9,292.6,149.7,139.0,82.1,140.0,175.5,147.6,21.9,65.9,135.8,107.8,234.6,94.9,172.3,85.3,224.9,226.0,47.7,46.6,69.2,48.8,174.4,158.3,180.9,195.9,213.1,245.3,188.4,24.1,54.1,206.6,32.6,79.9,84.2,75.6,104.6,278.6,76.7,62.7,164.8,20.8,0.0,256.0,164.8,157.2,82.1,208.8,287.2,261.4,257.1,40.2,192.7,131.5,140.0,218.5
SY231ER,146.5,139.0,146.5,172.3,214.2,174.4,193.8,271.1,163.7,300.1,317.3,302.2,284.0,156.2,169.0,156.2,251.7,242.1,135.8,121.8,111.1,126.1,130.4,275.4,299.0,311.9,330.1,159.4,161.5,170.1,141.1,268.9,163.7,275.4,235.6,215.2,234.6,143.3,260.3,217.4,239.9,188.4,148.6,238.9,242.1,227.0,105.7,244.2,183.0,267.9,297.9,244.2,258.2,143.3,139.0,147.6,235.6,190.5,178.7,108.9,114.3,107.8,230.3,193.8,214.2,155.1,289.3,214.2,203.4,288.3,297.9,188.4,184.1,192.7,122.9,328.0,301.2,251.7,212.0,261.4,221.7,261.4,277.5,348.4,261.4,172.3,169.0,222.7,266.8,290.4,262.5,200.2,197.0,193.8,97.1,72.4,96.0,99.2,263.6,236.7,157.2,241.0,185.2,247.4,235.6,222.7,284.0,280.7,267.9,142.2,271.1,258.2,0.0,191.6,113.2,306.5,235.6,314.0,266.8,262.5,233.5,199.1,134.7,133.6,223.8
TA15DA,132.5,131.5,140.0,82.1,43.4,230.3,248.5,105.7,218.5,175.5,210.9,193.8,195.9,65.9,39.1,64.9,306.5,216.3,86.4,101.4,111.1,216.3,221.7,215.2,238.9,230.3,248.5,150.8,152.9,134.7,183.0,195.9,174.4,314.0,242.1,221.7,64.9,132.5,185.2,42.3,65.9,244.2,86.4,136.8,164.8,150.8,114.3,262.5,237.8,246.4,259.3,154.0,168.0,209.9,217.4,216.3,290.4,246.4,170.1,204.5,242.1,277.5,229.2,246.4,177.6,209.9,200.2,187.3,169.0,326.9,336.6,194.8,183.0,175.5,76.7,307.6,279.7,176.6,134.7,251.7,213.1,87.4,151.9,222.7,135.8,228.1,228.1,132.5,177.6,200.2,201.3,219.5,203.4,224.9,132.5,149.7,180.9,123.9,179.8,186.2,208.8,149.7,94.9,119.6,120.7,94.9,322.6,220.6,207.7,168.0,180.9,166.9,191.6,0.0,159.4,218.5,61.6,140.0,305.4,301.2,170.1,236.7,107.8,142.2,262.5
TF16TF,46.6,39.1,46.6,133.6,180.9,117.5,136.8,203.4,106.8,207.7,223.8,208.8,184.1,118.6,136.8,118.6,194.8,142.2,143.3,158.3,142.2,63.8,75.6,175.5,199.1,212.0,230.3,59.5,61.6,70.2,55.2,169.0,63.8,207.7,136.8,115.3,202.3,43.4,160.5,185.2,207.7,131.5,88.5,159.4,142.2,127.2,82.1,156.2,126.1,168.0,198.0,149.7,164.8,84.2,85.3,89.6,178.7,133.6,78.8,58.4,99.2,133.6,130.4,136.8,114.3,98.2,189.5,114.3,103.5,221.7,231.3,88.5,84.2,92.8,133.6,228.1,201.3,151.9,112.1,161.5,121.8,229.2,209.9,280.7,193.8,115.3,116.4,148.6,173.3,197.0,162.6,113.2,97.1,119.6,180.9,158.3,193.8,173.3,163.7,136.8,97.1,141.1,118.6,179.8,168.0,171.2,216.3,180.9,168.0,55.2,171.2,158.3,113.2,158.3,0.0,206.6,203.4,281.8,200.2,195.9,133.6,131.5,62.7,33.7,156.2
TN240LZ,184.1,185.2,177.6,172.3,186.2,278.6,262.5,152.9,267.9,99.2,76.7,94.9,56.3,173.3,195.9,172.3,355.9,104.6,203.4,218.5,228.1,264.6,270.0,82.1,104.6,30.5,55.2,164.8,160.5,159.4,232.4,46.6,192.7,320.5,237.8,228.1,180.9,192.7,69.2,244.2,266.8,292.6,172.3,88.5,99.2,99.2,215.2,252.8,263.6,131.5,126.1,75.6,69.2,258.2,266.8,265.7,339.8,294.7,165.8,252.8,291.5,325.9,208.8,252.8,102.5,259.3,32.6,123.9,118.6,333.4,343.0,201.3,189.5,132.5,193.8,191.6,164.8,79.9,123.9,157.2,144.3,288.3,115.3,209.9,123.9,276.4,277.5,101.4,63.8,83.1,67.0,224.9,209.9,231.3,249.6,266.8,297.9,242.1,70.2,99.2,258.2,90.6,133.6,129.3,119.6,149.7,329.1,78.8,65.9,216.3,81.0,82.1,307.6,218.5,208.8,0.0,262.5,340.9,311.9,307.6,97.1,243.2,189.5,191.6,268.9
TQ27AA,176.6,175.5,184.1,126.1,83.1,273.2,292.6,131.5,262.5,206.6,241.0,224.9,238.9,108.9,83.1,107.8,350.6,260.3,130.4,145.4,155.1,259.3,264.6,259.3,281.8,274.3,292.6,194.8,197.0,178.7,227.0,238.9,218.5,357.0,286.1,265.7,91.7,176.6,228.1,32.6,85.3,287.2,130.4,176.6,208.8,193.8,158.3,305.4,281.8,290.4,303.3,197.0,212.0,252.8,261.4,260.3,334.4,289.3,213.1,247.4,286.1,320.5,272.2,289.3,221.7,253.9,244.2,230.3,213.1,371.0,380.6,237.8,227.0,218.5,119.6,350.6,322.6,219.5,178.7,295.8,257.1,52.0,183.0,253.9,166.9,271.1,272.2,175.5,220.6,244.2,245.3,262.5,246.4,268.9,176.6,192.7,224.9,168.0,223.8,229.2,252.8,192.7,139.0,150.8,160.5,135.8,366.7,263.6,251.7,210.9,224.9,210.9,235.6,60.6,203.4,262.5,0.0,114.3,349.5,345.2,213.1,280.7,150.8,186.2,306.5
TR13LQ,256.0,255.0,263.6,204.5,162.6,352.7,371.0,210.9,342.0,285.0,320.5,304.4,318.3,188.4,161.5,187.3,430.0,339.8,208.8,223.8,234.6,338.7,344.1,338.7,361.3,352.7,372.0,273.2,275.4,257.1,305.4,318.3,297.9,436.5,365.6,344.1,171.2,255.0,307.6,108.9,112.1,366.7,208.8,256.0,287.2,273.2,236.7,384.9,360.2,368.8,381.7,276.4,290.4,332.3,339.8,338.7,413.9,368.8,292.6,326.9,365.6,400.0,351.6,368.8,301.2,332.3,322.6,309.7,292.6,450.4,460.1,317.3,306.5,297.9,199.1,430.0,402.1,299.0,257.1,375.3,335.5,75.6,262.5,332.3,245.3,350.6,350.6,255.0,300.1,322.6,323.7,342.0,325.9,348.4,255.0,272.2,304.4,247.4,302.2,308.7,331.2,272.2,217.4,230.3,239.9,214.2,445.1,343.0,330.1,290.4,303.3,289.3,315.1,139.0,281.8,340.9,116.4,0.0,429.0,424.7,292.6,360.2,230.3,264.6,384.9
TS198PE,197.0,192.7,186.2,285.0,332.3,126.1,99.2,330.1,127.2,319.4,336.6,321.6,292.6,270.0,288.3,270.0,110.0,229.2,294.7,309.7,293.6,165.8,171.2,270.0,282.9,320.5,338.7,183.0,183.0,194.8,165.8,277.5,148.6,32.6,119.6,103.5,359.1,202.3,268.9,336.6,359.1,144.3,239.9,271.1,250.7,253.9,249.6,127.2,107.8,253.9,285.0,262.5,276.4,148.6,156.2,155.1,134.7,115.3,171.2,176.6,192.7,227.0,144.3,90.6,222.7,131.5,297.9,222.7,212.0,46.6,56.3,132.5,145.4,201.3,285.0,277.5,247.4,260.3,238.9,205.6,188.4,380.6,329.1,406.4,319.4,128.2,166.9,274.3,286.1,308.7,271.1,118.6,126.1,101.4,332.3,349.5,380.6,324.8,272.2,233.5,136.8,256.0,270.0,306.5,294.7,316.2,41.2,289.3,276.4,172.3,279.7,266.8,272.2,310.8,206.6,315.1,354.8,433.3,0.0,21.9,242.1,93.9,214.2,194.8,69.2
TS43BW,188.4,185.2,177.6,277.5,324.8,121.8,90.6,321.6,118.6,311.9,328.0,313.0,284.0,261.4,279.7,261.4,114.3,220.6,286.1,301.2,285.0,157.2,162.6,261.4,275.4,311.9,331.2,174.4,175.5,186.2,158.3,270.0,141.1,44.5,111.1,96.0,350.6,194.8,261.4,328.0,351.6,148.6,231.3,263.6,243.2,245.3,242.1,118.6,100.3,246.4,276.4,253.9,268.9,140.0,148.6,147.6,137.9,119.6,162.6,169.0,184.1,218.5,136.8,82.1,215.2,122.9,289.3,215.2,203.4,58.4,63.8,125.0,137.9,192.7,276.4,270.0,238.9,252.8,230.3,197.0,180.9,372.0,320.5,397.8,311.9,131.5,159.4,266.8,277.5,301.2,263.6,110.0,117.5,92.8,324.8,340.9,373.1,316.2,263.6,224.9,128.2,247.4,261.4,297.9,286.1,308.7,46.6,280.7,268.9,164.8,272.2,259.3,263.6,302.2,198.0,307.6,346.3,424.7,21.9,0.0,234.6,85.3,206.6,186.2,64.9
WD180HB,113.2,110.0,103.5,123.9,146.5,204.5,187.3,112.1,192.7,96.0,112.1,97.1,72.4,125.0,146.5,122.9,280.7,65.9,154.0,169.0,179.8,190.5,195.9,64.9,87.4,101.4,119.6,89.6,85.3,91.7,157.2,58.4,118.6,245.3,174.4,154.0,141.1,119.6,43.4,194.8,218.5,218.5,112.1,47.7,19.8,36.9,152.9,193.8,189.5,96.0,108.9,39.1,53.1,184.1,191.6,190.5,264.6,220.6,90.6,178.7,216.3,251.7,149.7,177.6,27.3,184.1,78.8,48.8,44.5,259.3,268.9,126.1,115.3,58.4,144.3,156.2,128.2,34.8,61.6,116.4,88.5,238.9,104.6,183.0,96.0,202.3,202.3,52.0,62.7,85.3,49.8,150.8,134.7,157.2,200.2,217.4,249.6,192.7,46.6,34.8,183.0,31.6,85.3,88.5,79.9,108.9,253.9,69.2,57.4,142.2,54.1,41.2,233.5,169.0,133.6,96.0,213.1,291.5,237.8,233.5,0.0,169.0,127.2,116.4,194.8
WF14DG,122.9,118.6,112.1,210.9,258.2,75.6,33.7,256.0,54.1,245.3,262.5,247.4,218.5,195.9,214.2,195.9,145.4,164.8,220.6,235.6,219.5,92.8,98.2,205.6,219.5,246.4,265.7,108.9,110.0,120.7,92.8,204.5,74.5,97.1,55.2,40.2,285.0,128.2,194.8,262.5,285.0,96.0,165.8,197.0,176.6,179.8,175.5,62.7,34.8,190.5,220.6,188.4,202.3,75.6,83.1,82.1,142.2,98.2,97.1,103.5,119.6,154.0,81.0,24.1,148.6,58.4,223.8,149.7,137.9,111.1,120.7,58.4,71.3,127.2,210.9,214.2,184.1,186.2,164.8,141.1,125.0,306.5,255.0,332.3,245.3,79.9,93.9,200.2,212.0,235.6,198.0,39.1,52.0,21.9,258.2,275.4,307.6,250.7,198.0,169.0,63.8,181.9,195.9,232.4,220.6,242.1,105.7,215.2,203.4,99.2,205.6,192.7,199.1,236.7,132.5,242.1,280.7,359.1,89.6,84.2,168.0,0.0,140.0,120.7,45.5
WR51DD,35.9,34.8,43.4,82.1,129.3,133.6,151.9,155.1,121.8,180.9,197.0,183.0,165.8,67.0,85.3,67.0,209.9,136.8,91.7,106.8,89.6,119.6,125.0,170.1,192.7,200.2,218.5,54.1,56.3,44.5,86.4,163.7,77.8,217.4,145.4,125.0,150.8,35.9,144.3,132.5,156.2,147.6,35.9,121.8,123.9,101.4,45.5,165.8,141.1,162.6,192.7,123.9,137.9,113.2,120.7,119.6,193.8,149.7,73.5,107.8,145.4,180.9,132.5,149.7,107.8,113.2,170.1,108.9,92.8,230.3,239.9,98.2,86.4,86.4,81.0,222.7,194.8,134.7,85.3,155.1,116.4,177.6,160.5,231.3,144.3,131.5,131.5,105.7,147.6,170.1,157.2,121.8,106.8,128.2,129.3,146.5,177.6,120.7,145.4,130.4,112.1,115.3,67.0,131.5,118.6,119.6,226.0,174.4,162.6,71.3,145.4,132.5,134.7,106.8,62.7,188.4,151.9,230.3,208.8,204.5,126.1,140.0,0.0,45.5,165.8
WV100QP,29.4,20.8,29.4,117.5,164.8,108.9,128.2,187.3,98.2,190.5,206.6,192.7,166.9,102.5,120.7,101.4,186.2,126.1,126.1,141.1,125.0,84.2,100.3,159.4,181.9,194.8,214.2,43.4,45.5,54.1,62.7,152.9,53.1,195.9,125.0,104.6,186.2,21.9,143.3,168.0,191.6,122.9,71.3,142.2,126.1,111.1,82.1,144.3,117.5,151.9,181.9,133.6,147.6,88.5,97.1,96.0,170.1,125.0,61.6,78.8,121.8,156.2,117.5,128.2,97.1,89.6,172.3,98.2,86.4,209.9,219.5,76.7,72.4,75.6,116.4,212.0,184.1,135.8,94.9,144.3,105.7,212.0,192.7,263.6,176.6,106.8,107.8,131.5,157.2,179.8,146.5,101.4,85.3,107.8,164.8,180.9,213.1,156.2,146.5,119.6,88.5,125.0,101.4,163.7,151.9,155.1,205.6,163.7,151.9,46.6,155.1,142.2,133.6,142.2,33.7,190.5,186.2,265.7,188.4,184.1,117.5,119.6,46.6,0.0,145.4
