property,,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency,utility_shift,utility_shift,mRS shift,mRS shift,mRS 0-2,mRS 0-2
scenario,,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership
subtype,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std,mean,std,mean,std
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendip 011F,E01032627,32.6,BA214AT,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,112.59999999999998,0,142.6,0,247.1,,307.1,,-0.4520956149699895,0.07969448448143582,0.08803159922810835,0.0080611575965742,0.5167415000350285,0.23391100543996457,2.666666667,0.0003426270932802261,56.3,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,136.3,0,166.3,,,,166.3,,-0.8486731024579188,,0.1674300407220079,,0.4423054117434806,,2.666666667,0.00037686075,-0.07939844149389955,0.0080611575965742,0.3965774874879293,0.07969448448143582,0.07443608829154791,0.23391100543996457
Mendip 012A,E01029047,33.7,BA214AT,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,113.7,0,143.7,0,,,,,-0.5060178390696601,0.0,0.09330999340629842,0.0,0.6816846625965858,0.0,4.333333333,0.0005567690264679429,57.4,BS105NB,1,4.333333333,0.0006123987186263426,30,,60,,80,,137.4,,167.4,,,,,,-0.4534085134843773,,0.08414005148508674,,0.6717567119030066,,4.333333333,0.0006123987186263426,0.009169941921211677,0.0,-0.05260932558528286,0.0,0.009927950693579213,0.0
Mendip 012B,E01029054,39.1,BS234TQ,1,5.333333333,0.000685254186431967,30,0,60,0,80,0,119.1,0,149.1,0,,,,,-0.4940723348446563,0.0,0.09123475990342578,0.0,0.6794366581201382,0.0,5.333333333,0.000685254186431967,57.4,BS105NB,1,5.333333333,0.0007537214998586772,30,0,60,0,80,0,137.4,0,167.4,0,,,,,-0.4534085134843773,0.0,0.08414005148508674,0.0,0.6717567119030066,0.0,5.333333333,0.0007537214998586772,0.007094708418339035,0.0,-0.04066382136027902,0.0,0.007679946217131639,0.0
Mendip 012C,E01029055,33.7,BA214AT,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,,63.8,BS105NB,1,0.666666667,9.42151875353307e-05,30,,60,,80,,143.8,,173.8,,,,,,-0.43912257501616137,,0.08163642008382943,,0.6690487219575799,,0.666666667,9.42151875353307e-05,,,,,,
Mendip 012D,E01029074,29.4,BA214AT,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,,65.9,BS105NB,1,1.0,0.00014132278123233464,30,,60,,80,,145.9,,175.9,,,,,,-0.4344278483946118,,0.08081240125504607,,0.6681577062344838,,1.0,0.00014132278123233464,,,,,,
Mendip 012E,E01029076,31.6,BA214AT,1,5.0,0.0006424257998201208,30,0,60,0,80,0,111.6,0,141.6,0,246.1,,306.1,,-0.4826964936884184,0.05592015917666426,0.09131627315494929,0.005596982191754279,0.5999071920466833,0.16529884329862649,5.0,0.0006424257998201208,64.9,BS105NB,1,5.0,0.0007066139061616733,30,0,60,0,80,0,144.9,0,174.9,,,,174.9,,-0.8198784579089571,,0.1621379405190781,,0.4365679380701173,,5.0,0.0007066139061616733,-0.0708216673641288,0.005596982191754279,0.3371819642205387,0.05592015917666426,0.163339253976566,0.16529884329862649
Mendip 013A,E01029019,29.4,BA214AT,1,5.333333333,0.000685254186431967,30,0,60,0,80,0,109.40000000000002,0,139.4,0,,,,,-0.5155121201643273,0.0,0.09495649435213915,0.0,0.6834687140855377,0.0,5.333333333,0.000685254186431967,59.5,BS105NB,1,5.333333333,0.0007537214998586772,30,0,60,0,80,0,139.5,0,169.5,0,,,169.5,0.0,-0.7082033280211784,0.22471519022923225,0.13807990270537188,0.04742362126458729,0.5170689029201817,0.13319513784462966,5.333333333,0.0007537214998586772,-0.04312340835323272,0.04742362126458729,0.192691207856851,0.22471519022923225,0.16639981116535596,0.13319513784462966
Mendip 013B,E01029059,32.6,BA214AT,1,4.0,0.0005139406398560967,30,0,60,0,80,0,112.6,0,142.6,0,247.1,,307.1,,-0.4708797851033193,0.06507027409789007,0.08993163229502538,0.0065819076159224004,0.5718748527486159,0.19098753618309777,4.0,0.0005139406398560967,52.0,BS105NB,1,4.0,0.0005652911249293386,30,0,60,0,80,0,132.0,0,,,,,,,,,,,,,4.0,0.0005652911249293386,,0.0065819076159224004,,0.06507027409789007,,0.19098753618309777
Mendip 013C,E01029077,25.1,BA214AT,1,5.333333333,0.000685254186431967,30,0,60,0,80,0,105.09999999999998,0,135.1,0,239.6,0,299.6,0,-0.48960777884726775,0.05481447696022523,0.09331766220535542,0.005081348502026729,0.5754931156543759,0.17003058043183822,5.333333333,0.000685254186431967,56.3,BS105NB,1,5.333333333,0.0007537214998586772,30,0,60,0,80,0,136.3,0,166.3,0,,,,,-0.4558605779209224,0.0,0.08456919798662266,0.0,0.6722210056299275,0.0,5.333333333,0.0007537214998586772,0.008748464218732765,0.005081348502026729,-0.033747200926345367,0.05481447696022523,-0.0967278899755516,0.17003058043183822
Mendip 014A,E01029070,31.6,BA214AT,1,3.0,0.00038545547989207247,30,0,60,0,80,0,111.6,0,141.6,,246.1,,306.1,,-0.398816254923422,,0.08292079986731787,,0.35195892709874355,,3.0,0.00038545547989207247,65.9,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,145.9,0,175.9,,,,175.9,,-0.8165392351934493,,0.16152311811168407,,0.43590186032468375,,3.0,0.00042396834369700395,-0.0786023182443662,,0.4177229802700273,,-0.08394293322594021,
Mendip 014B,E01029071,31.6,BA214AT,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,111.6,0,141.6,,,,,,-0.5106565732767505,,0.09411476425082643,,0.6825566136959965,,2.333333333,0.00029979870653989467,67.0,BS105NB,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,147.0,0,177.0,,,,,,-0.4319673059777729,,0.08038027766042344,,0.6676905021636663,,2.333333333,0.0003297531561616733,0.013734486590402994,,-0.07868926729897763,,0.014866111532330195,
Mendip 014C,E01029072,32.6,BA214AT,1,3.0,0.00038545547989207247,30,0,60,0,80,0,112.59999999999998,0,142.6,,,,,,-0.5084481253699789,,0.09373169842885942,,0.6821415581757908,,3.0,0.00038545547989207247,65.9,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,145.9,0,175.9,0,,,175.9,,-0.6254835417940305,0.27019355277405377,0.12116775968336507,0.05707109520375612,0.5520297832795837,0.16422968361303744,3.0,0.00042396834369700395,-0.02743606125450565,0.05707109520375612,0.11703541642405169,0.27019355277405377,0.13011177489620707,0.16422968361303744
Mendip 014D,E01029073,31.6,BA214AT,1,0.666666667,8.565677335217782e-05,30,0,60,0,80,0,111.6,0,141.6,,,,,,-0.5106565732767505,,0.09411476425082643,,0.6825566136959965,,0.666666667,8.565677335217782e-05,65.9,BS105NB,1,0.666666667,9.42151875353307e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendip 014E,E01029075,31.6,BA214AT,1,4.666666667,0.0005995974132082745,30,0,60,0,80,0,111.6,0,141.6,0,246.1,0,306.1,0,-0.45473641410008625,0.06457103790754767,0.08851778205907215,0.00646283835011775,0.51725777039737,0.19087066335039152,4.666666667,0.0005995974132082745,64.9,BS105NB,1,4.666666667,0.0006595063124646694,30,0,60,0,80,0,144.9,0,174.9,,,,,,-0.43666387069513735,,0.0812049458466243,,0.6685821501177671,,4.666666667,0.0006595063124646694,0.007312836212447854,0.00646283835011775,-0.018072543404948904,0.06457103790754767,-0.15132437972039714,0.19087066335039152
Mid Devon 001A,E01020046,28.4,TA15DA,1,3.0,0.00038545547989207247,30,0,60,0,80,0,108.4,0,138.4,,,,,,-0.5177178011662404,,0.09533863726498404,,0.6838828397193015,,3.0,0.00038545547989207247,77.8,PL68DH,1,3.0,0.00042396834369700395,30,0,60,0,80,0,157.8,0,187.80000000000004,0,,,,,-0.40775870143261894,0.0,0.07611961424636549,0.0,0.6630859812188699,0.0,3.0,0.00042396834369700395,0.019219023018618553,0.0,-0.1099590997336215,0.0,0.02079685850043167,0.0
Mid Devon 001B,E01020049,38.0,TA15DA,1,1.666666667,0.000214141933316202,30,,60,,80,,118.0,,148.0,,243.9,,303.9,,-0.405584530253833,,0.0842181917497295,,0.3533191358524123,,1.666666667,0.000214141933316202,84.2,PL68DH,1,1.666666667,0.00023553796876766536,30,0,60,0,80,0,164.2,0,194.2,0,,,194.2,,-0.483969712535995,0.1811990610974076,0.09275803443911168,0.03835719208390409,0.6011959251575414,0.11829340398667976,1.666666667,0.00023553796876766536,-0.008539842689382182,0.03835719208390409,0.07838518228216201,0.1811990610974076,-0.24787678930512907,0.11829340398667976
Mid Devon 001C,E01020050,39.1,TA15DA,1,1.666666667,0.000214141933316202,,,,,,,,,,,,,,,,,,,,,,,86.4,PL68DH,1,1.666666667,0.00023553796876766536,30,0,60,0,80,0,166.4,0,196.4,,,,,,-0.3884169040221406,,0.07270363056944351,,0.6593970969677514,,1.666666667,0.00023553796876766536,,,,,,
Mid Devon 001D,E01020077,35.9,EX25DW,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,115.9,0,145.9,0,,,,,-0.501154154382824,0.0,0.09246553903781563,0.0,0.6807698225220166,0.0,2.666666667,0.0003426270932802261,83.1,PL68DH,1,2.666666667,0.00037686075,30,0,60,0,80,0,163.1,0,193.1,0,,,193.1,0.0,-0.7594029628496113,0.0,0.15096755729436184,0.0,0.42448346434599155,0.0,2.666666667,0.00037686075,-0.05850201825654622,0.0,0.2582488084667873,0.0,0.256286358176025,0.0
Mid Devon 002A,E01020047,32.6,TA15DA,1,6.0,0.0007709109597841449,30,0,60,0,80,0,112.6,0,142.6,0,238.5,,298.5,,-0.46534425696665904,0.06095807528672,0.09056988671274982,0.0044714770105923505,0.5194047201076967,0.23014464349361294,6.0,0.0007709109597841449,79.9,PL68DH,1,6.0,0.0008479366873940079,30,0,60,0,80,0,159.9,0,189.9,0,,,189.9,0.0,-0.5498205139554948,0.20098621714368625,0.10634380902702856,0.0425257765888074,0.5679530511956734,0.12903517284457883,6.0,0.0008479366873940079,-0.015773922314278738,0.0427602125946237,0.08447625698883576,0.21002701355870967,-0.04854833108797674,0.2638496404390814
Mid Devon 002B,E01020051,31.6,TA15DA,1,2.0,0.00025697031992804833,30,0,60,0,80,0,111.6,0,141.6,0,237.5,0,297.5,0,-0.4253314843335936,0.0,0.08799962328294941,0.0,0.35728957219951907,0.0,2.0,0.00025697031992804833,77.8,PL68DH,1,2.0,0.0002826455624646693,30,0,60,0,80,0,157.8,0,,,,,,,,,,,,,2.0,0.0002826455624646693,,0.0,,0.0,,0.0
Mid Devon 002C,E01020066,28.4,TA15DA,1,2.0,0.00025697031992804833,,,,,,,,,,,,,,,,,,,,,,,75.6,PL68DH,1,2.0,0.0002826455624646693,30,0,60,0,80,0,155.6,0,185.6,0,,,,,-0.4126974690684557,0.0,0.07699016953938809,0.0,0.6640264885921566,0.0,2.0,0.0002826455624646693,,0.0,,0.0,,0.0
Mid Devon 002D,E01020080,33.7,TA15DA,1,1.666666667,0.000214141933316202,30,0,60,0,80,0,113.7,0,143.7,0,,,,,-0.5060178390696601,0.0,0.09330999340629842,0.0,0.6816846625965858,0.0,1.666666667,0.000214141933316202,81.0,PL68DH,1,1.666666667,0.00023553796876766536,30,0,60,0,80,0,161.0,0,191.0,,,,,,-0.4005683683324677,,0.074850947734322,,0.6617156634434794,,1.666666667,0.00023553796876766536,0.018459045671976426,0.0,-0.10544947073719246,0.0,0.019968999153106348,0.0
Mid Devon 003A,E01020063,27.3,TA15DA,1,8.0,0.0010278812797121933,30,0,60,0,80,0,107.3,0,137.3,0,233.2,0,293.2,0,-0.4793950097038391,0.04356148366725556,0.09315242673348545,0.0027861814824599604,0.5221531688488368,0.17338292158290333,8.0,0.0010278812797121933,73.5,PL68DH,1,8.0,0.0011305822498586771,30,0,60,0,80,0,153.5,0,183.5,0,,,183.5,0.0,-0.5776145965350438,0.19981243176955354,0.11169181686755691,0.042245708647625294,0.5646049018636928,0.12511869340814227,8.0,0.0011305822498586771,-0.018539390134071465,0.04233748582985585,0.09821958683120469,0.20450577192088018,-0.04245173301485605,0.2138137622717114
Mid Devon 003B,E01020074,27.3,TA15DA,1,4.666666667,0.0005995974132082745,30,0,60,0,80,0,107.3,0,137.3,0,233.2,,293.2,,-0.4997690280966415,0.04074803678560479,0.09445554379907783,0.0026062341311847716,0.6032456050089765,0.16218487232027928,4.666666667,0.0005995974132082745,77.8,PL68DH,1,4.666666667,0.0006595063124646694,30,0,60,0,80,0,157.8,0,187.8,0,,,187.8,,-0.5000561077805422,0.18459481269584654,0.09564372604251974,0.0390482235923085,0.6043129677743001,0.11754602688913958,4.666666667,0.0006595063124646694,-0.0011881822434419015,0.03913510217262082,0.00028707968390073724,0.1890387457007046,-0.0010673627653235984,0.2003022746924448
Mid Devon 003C,E01020075,24.1,TA15DA,1,7.0,0.0008993961197481691,30,0,60,0,80,0,104.1,0,134.1,,230.0,,290.0,,-0.448581209372656,,0.0924443457747251,,0.3619674529840237,,7.0,0.0008993961197481691,73.5,BS105NB,1,7.0,0.0009892594686263425,30,0,60,0,80,0,153.5,0,183.5,0,,,183.5,,-0.5420131840921955,0.2158220931027983,0.10416472316180038,0.045630580560957694,0.5868978201215062,0.1351436347502938,7.0,0.0009892594686263425,-0.011720377387075279,0.045630580560957694,0.09343197471953946,0.2158220931027983,-0.22493036713748243,0.1351436347502938
Mid Devon 004A,E01020052,30.5,TA15DA,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,110.5,0,140.5,0,236.4,0,296.4,0,-0.48145333107004623,0.043655670984647815,0.09232886090777068,0.0030458705476815095,0.561123269783765,0.16822358848145663,3.666666667,0.00047111225324425026,76.7,PL68DH,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,156.7,0,186.7,,,,186.7,,-0.7805966217732578,,0.15489075117354917,,0.4287234356507199,,3.666666667,0.0005181835312323347,-0.06256189026577849,0.0030458705476815095,0.2991432907032116,0.043655670984647815,0.13239983413304512,0.16822358848145663
Mid Devon 004B,E01020053,30.5,TA15DA,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,110.5,0,140.5,0,,,,,-0.5130848698373573,0.0,0.09453580378909943,0.0,0.6830128396978011,0.0,3.666666667,0.00047111225324425026,77.8,PL68DH,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,157.8,0,187.80000000000004,0,,,187.8,,-0.5308219098965167,0.2131517296019111,0.10215176330790449,0.04508900480479202,0.5847219632927768,0.13573046053323143,3.666666667,0.0005181835312323347,-0.00761595951880506,0.04508900480479202,0.017737040059159326,0.2131517296019111,0.09829087640502432,0.13573046053323143
Mid Devon 004C,E01020065,31.6,TA15DA,1,1.333333333,0.00017131354657587048,30,,60,,80,,111.6,,141.6,,237.5,,297.5,,-0.4253314843335936,,0.08799962328294941,,0.35728957219951907,,1.333333333,0.00017131354657587048,78.8,PL68DH,1,1.333333333,0.0001884303749293386,30,0,60,0,80,0,158.8,0,188.80000000000004,0,,,188.8,0.0,-0.6509266698010704,0.2125348452805949,0.12764305124009698,0.04496368341408946,0.5057733564174232,0.1358661301145886,1.333333333,0.0001884303749293386,-0.039643427957147565,0.04496368341408946,0.2255951854674768,0.2125348452805949,-0.1484837842179041,0.1358661301145886
Mid Devon 004D,E01020067,29.4,TA15DA,1,2.666666667,0.0003426270932802261,30,,60,,80,,109.4,,139.4,,235.3,,295.3,,-0.4321392400435915,,0.08930193144601817,,0.3586589804160382,,2.666666667,0.0003426270932802261,76.7,PL68DH,1,2.666666667,0.00037686075,30,0,60,0,80,0,156.7,0,,,,,,,,,,,,,2.666666667,0.00037686075,,,,,,
Mid Devon 005A,E01020048,30.5,TA15DA,1,3.666666667,0.00047111225324425026,30,0,60,0,80,0,110.5,0,140.5,0,,,,,-0.5130848698373573,0.0,0.09453580378909943,0.0,0.6830128396978011,0.0,3.666666667,0.00047111225324425026,77.8,PL68DH,1,3.666666667,0.0005181835312323347,30,0,60,0,80,0,157.8,0,187.8,0,,,187.8,0.0,-0.776948326824312,0.0,0.1542160614309825,0.0,0.4279939274405907,0.0,3.666666667,0.0005181835312323347,-0.05968025764188306,0.0,0.2638634569869547,0.0,0.2550189122572104,0.0
Mid Devon 005B,E01020078,31.6,TA15DA,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,111.59999999999998,0,141.6,,,,,,-0.5106565732767505,,0.09411476425082643,,0.6825566136959965,,2.666666667,0.0003426270932802261,77.8,PL68DH,1,2.666666667,0.00037686075,30,0,60,0,80,0,157.8,0,187.80000000000004,0,,,187.8,0.0,-0.6538851183604143,0.21315172960191112,0.1281839123694435,0.04508900480479202,0.5063579453666838,0.13573046053323146,2.666666667,0.00037686075,-0.034069148118617054,0.04508900480479202,0.14322854508366378,0.21315172960191112,0.17619866832931275,0.13573046053323146
Mid Devon 005C,E01020079,31.6,TA15DA,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,111.59999999999998,0,141.6,,,,,,-0.5106565732767505,,0.09411476425082643,,0.6825566136959965,,2.666666667,0.0003426270932802261,78.8,PL68DH,1,2.666666667,0.00037686075,30,0,60,0,80,0,158.8,0,188.8,0,,,188.8,,-0.5895731447336069,0.2603009617494135,0.11466315387865614,0.05506904066028112,0.5449945298151284,0.1664013460536647,2.666666667,0.00037686075,-0.020548389627829705,0.05506904066028112,0.07891657145685638,0.2603009617494135,0.1375620838808681,0.1664013460536647
Mid Devon 005D,E01020081,28.4,EX25DW,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,108.40000000000002,0,138.4,,,,,,-0.5177178011662404,,0.09533863726498404,,0.6838828397193015,,4.333333333,0.0005567690264679429,79.9,PL68DH,1,4.333333333,0.0006123987186263426,30,,60,,80,,159.9,,189.9,,,,,,-0.40304093411919006,,0.07528737287620868,,0.6621870177004119,,4.333333333,0.0006123987186263426,0.02005126438877536,,-0.11467686704705038,,0.021695822018889643,
Mid Devon 006A,E01020045,24.1,TA15DA,1,3.0,0.00038545547989207247,30,0,60,0,80,0,104.1,0,134.1,0,,,,,-0.52719230109543,0.0,0.0969785581024103,0.0,0.6856602522029953,0.0,3.0,0.00038545547989207247,71.3,PL68DH,1,3.0,0.00042396834369700395,30,0,60,0,80,0,151.3,0,181.3,0,,,181.3,,-0.6104398870643408,0.26601391778436795,0.11844646952364402,0.05622723496159889,0.5490850460723969,0.16514613409172837,3.0,0.00042396834369700395,-0.02146791142123372,0.05622723496159889,0.0832475859689108,0.26601391778436795,0.13657520613059837,0.16514613409172837
Mid Devon 006B,E01020059,27.3,TA15DA,1,2.0,0.00025697031992804833,30,,60,,80,,107.3,,,,,,,,,,,,,,2.0,0.00025697031992804833,74.5,PL68DH,1,2.0,0.0002826455624646693,30,0,60,0,80,0,154.5,0,184.5,0,,,184.5,,-0.6015328196026802,0.26356326971322597,0.11683277260540528,0.05573108958896312,0.5473398171093521,0.1656842241503454,2.0,0.0002826455624646693,,0.05573108958896312,,0.26356326971322597,,0.1656842241503454
Mid Devon 006C,E01020062,25.1,EX25DW,1,2.333333333,0.00029979870653989467,30,,60,,80,,105.1,,135.1,,224.6,,284.6,,-0.4653936604489406,,0.0956532439421976,,0.3653518583371406,,2.333333333,0.00029979870653989467,70.2,PL68DH,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,150.2,0,180.2,0,,,,,-0.42480391964079534,0.0,0.07912126029755351,0.0,0.6663294881976949,0.0,2.333333333,0.0003297531561616733,0.016531983644644088,0.0,-0.04058974080814526,0.0,-0.30097762986055426,0.0
Mid Devon 006D,E01020064,26.2,EX25DW,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,106.2,0,136.2,0,,,,,-0.52256723755205,0.0,0.09617833471744708,0.0,0.6847928892551419,0.0,2.666666667,0.0003426270932802261,70.2,PL68DH,1,2.666666667,0.00037686075,30,0,60,0,80,0,150.2,0,180.2,,,,,,-0.42480391964079534,,0.07912126029755351,,0.6663294881976949,,2.666666667,0.00037686075,0.01705707441989357,0.0,-0.0977633179112547,0.0,0.018463401057447038,0.0
Mid Devon 007A,E01020054,21.9,EX25DW,1,3.0,0.00038545547989207247,30,0,60,0,80,0,101.90000000000002,0,131.9,,221.4,,281.4,,-0.4753852784919417,,0.09755817368069425,,0.3673637523115308,,3.0,0.00038545547989207247,67.0,PL68DH,1,3.0,0.00042396834369700395,30,,60,,80,,147.0,,,,,,,,,,,,,,3.0,0.00042396834369700395,,,,,,
Mid Devon 007B,E01020055,23.0,EX25DW,1,5.0,0.0006424257998201208,30,0,60,0,80,0,103.0,0,133.0,,222.5,,282.5,,-0.4719482529518051,,0.09690307499505146,,0.36667163843054024,,5.0,0.0006424257998201208,67.0,PL68DH,1,5.0,0.0007066139061616733,30,0,60,0,80,0,147.0,0,177.0,0,,,,,-0.4319673059777729,0.0,0.08038027766042344,0.0,0.6676905021636663,0.0,5.0,0.0007066139061616733,0.016522797334628025,0.0,-0.039980946974032205,0.0,-0.3010188637331261,0.0
Mid Devon 007C,E01020057,23.0,EX25DW,1,3.333333333,0.0004282838665039188,30,,60,,80,,103.0,,133.0,,222.5,,282.5,,-0.4719482529518051,,0.09690307499505146,,0.36667163843054024,,3.333333333,0.0004282838665039188,68.1,PL68DH,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,148.1,0,178.1,0,,,178.1,,-0.5560704004085927,0.21921631073909562,0.10668885016214741,0.04631683267237734,0.5896277474326401,0.13439886430967765,3.333333333,0.00047107593739400795,-0.009785775167095945,0.04631683267237734,0.08412214745678759,0.21921631073909562,-0.2229561090020999,0.13439886430967765
Mid Devon 007D,E01020058,24.1,EX25DW,1,3.0,0.00038545547989207247,30,0,60,0,80,0,104.09999999999998,0,134.1,0,,,,,-0.52719230109543,0.0,0.0969785581024103,0.0,0.6856602522029953,0.0,3.0,0.00038545547989207247,68.1,PL68DH,1,3.0,0.00042396834369700395,30,0,60,0,80,0,148.1,0,178.1,,,,178.1,,-0.8091995924405397,,0.16017092178496323,,0.43443730645669537,,3.0,0.00042396834369700395,-0.06319236368255293,0.0,0.2820072913451097,0.0,0.25122294574629994,0.0
Mid Devon 008A,E01020043,28.4,EX25DW,1,3.0,0.00038545547989207247,30,0,60,0,80,0,108.4,0,138.4,0,,,,,-0.5177178011662404,0.0,0.09533863726498404,0.0,0.6838828397193015,0.0,3.0,0.00038545547989207247,72.4,PL68DH,1,3.0,0.00042396834369700395,30,0,60,0,80,0,152.4,0,182.4,0,,,182.4,0.0,-0.7011289381100088,0.18750301559280702,0.13771076403214058,0.03963782806976307,0.49003161569485265,0.11690704226002574,3.0,0.00042396834369700395,-0.04237212676715654,0.03963782806976307,0.18341113694376832,0.18750301559280702,0.19385122402444888,0.11690704226002574
Mid Devon 008B,E01020044,26.2,EX25DW,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,106.2,0,136.2,0,225.7,,285.7,,-0.5023661486520204,0.03498931234306685,0.09578522261959099,0.0006808901265567282,0.5780823761752923,0.184828030356043,2.666666667,0.0003426270932802261,76.7,PL68DH,1,2.666666667,0.00037686075,30,0,60,0,80,0,156.7,0,186.7,,,,186.7,,-0.7805966217732578,,0.15489075117354917,,0.4287234356507199,,2.666666667,0.00037686075,-0.059105528553958175,0.0006808901265567282,0.2782304731212374,0.03498931234306685,0.14935894052457244,0.184828030356043
Mid Devon 008C,E01020056,23.0,EX25DW,1,3.0,0.00038545547989207247,30,0,60,0,80,0,103.0,0,133.0,0,222.5,0,282.5,0,-0.4719482529518051,0.0,0.09690307499505146,0.0,0.36667163843054024,0.0,3.0,0.00038545547989207247,68.1,PL68DH,1,3.0,0.00042396834369700395,30,0,60,0,80,0,148.1,0,178.1,0,,,178.1,,-0.6193526984165795,0.2684840523030923,0.12005936806785136,0.05672630327459653,0.5508301371886539,0.1646043197841318,3.0,0.00042396834369700395,-0.0231562930727999,0.05672630327459653,0.14740444546477438,0.2684840523030923,-0.1841584987581137,0.1646043197841318
Mid Devon 008D,E01020071,21.9,EX25DW,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,101.90000000000002,0,131.9,,,,,,-0.5320334525982371,,0.09781551714720549,,0.6865675299923037,,2.333333333,0.00029979870653989467,72.4,PL68DH,1,2.333333333,0.0003297531561616733,30,0,60,0,80,0,152.4,0,182.4,0,,,,,-0.41987441472079823,0.0,0.07825402192749598,0.0,0.6653921790848912,0.0,2.333333333,0.0003297531561616733,0.019561495219709513,0.0,-0.11215903787743886,0.0,0.021175350907412516,0.0
Mid Devon 009A,E01020072,38.0,EX25DW,1,1.333333333,0.00017131354657587048,30,,60,,80,,118.0,,,,,,,,,,,,,,1.333333333,0.00017131354657587048,65.9,PL68DH,1,1.333333333,0.0001884303749293386,30,,60,,80,,145.9,,175.9,,,,,,-0.4344278483946118,,0.08081240125504607,,0.6681577062344838,,1.333333333,0.0001884303749293386,,,,,,
Mid Devon 009B,E01020073,39.1,EX314JB,1,5.0,0.0006424257998201208,30,0,60,0,80,0,119.1,0,149.1,0,269.7,0,329.7,0,-0.41045912549482527,0.09159368173260868,0.08016048155827657,0.012131264115458404,0.5084793028126809,0.1872743997466397,5.0,0.0006424257998201208,70.2,PL68DH,1,5.0,0.0007066139061616733,30,0,60,0,80,0,150.2,0,180.2,0,,,180.2,0.0,-0.6135030225581724,0.21789095573037703,0.11900099471211004,0.04604915079890999,0.5496849390322206,0.13468952372037823,5.0,0.0007066139061616733,-0.03884051315383347,0.04762028830592861,0.20304389706334708,0.2363596224451874,-0.041205636219539654,0.23067936318727458
