lsoa,lsoa_code,unit_travel_time,unit_postcode,selected,admissions,relative_frequency
Cornwall 045C,E01018891,84.2,PL68DH,1,2.666666667,0.00037686075
Cornwall 045D,E01018892,86.4,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 045E,E01018893,84.2,PL68DH,1,2.666666667,0.00037686075
Cornwall 046A,E01018908,81.0,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 046B,E01018909,83.1,PL68DH,1,6.333333333,0.0008950442810910118
Cornwall 046C,E01018910,81.0,PL68DH,1,5.0,0.0007066139061616733
Cornwall 046D,E01018911,82.1,PL68DH,1,4.333333333,0.0006123987186263426
Cornwall 047A,E01018816,77.8,PL68DH,1,2.0,0.0002826455624646693
Cornwall 047B,E01018817,76.7,PL68DH,1,5.333333333,0.0007537214998586772
Cornwall 047C,E01018818,74.5,PL68DH,1,3.666666667,0.0005181835312323347
Cornwall 047D,E01018820,81.0,PL68DH,1,2.666666667,0.00037686075
Cornwall 047E,E01018821,73.5,PL68DH,1,1.0,0.00014132278123233464
Cornwall 048A,E01018845,69.2,PL68DH,1,2.666666667,0.00037686075
Cornwall 048B,E01018846,77.8,PL68DH,1,1.333333333,0.0001884303749293386
Cornwall 048C,E01018848,68.1,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 048D,E01018849,84.2,PL68DH,1,3.0,0.00042396834369700395
Cornwall 048E,E01018850,78.8,PL68DH,1,2.0,0.0002826455624646693
Cornwall 049A,E01018912,81.0,PL68DH,1,3.666666667,0.0005181835312323347
Cornwall 049B,E01018913,83.1,PL68DH,1,3.333333333,0.00047107593739400795
Cornwall 049C,E01018914,84.2,PL68DH,1,3.666666667,0.0005181835312323347
Cornwall 049D,E01018915,85.3,PL68DH,1,3.0,0.00042396834369700395
Cornwall 050A,E01018916,84.2,PL68DH,1,2.0,0.0002826455624646693
Cornwall 050B,E01018917,85.3,PL68DH,1,3.0,0.00042396834369700395
Cornwall 050C,E01018918,82.1,PL68DH,1,3.0,0.00042396834369700395
Cornwall 050D,E01018919,84.2,PL68DH,1,2.666666667,0.00037686075
Cornwall 051A,E01018894,88.5,PL68DH,1,2.0,0.0002826455624646693
Cornwall 051B,E01018895,83.1,PL68DH,1,2.0,0.0002826455624646693
Cornwall 051C,E01018896,85.3,PL68DH,1,2.666666667,0.00037686075
Cornwall 051D,E01018897,85.3,PL68DH,1,1.333333333,0.0001884303749293386
Cornwall 051E,E01018898,85.3,PL68DH,1,1.666666667,0.00023553796876766536
Cornwall 052A,E01018865,85.3,PL68DH,1,3.666666667,0.0005181835312323347
Cornwall 052B,E01018866,87.4,PL68DH,1,4.666666667,0.0006595063124646694
Cornwall 052C,E01018867,86.4,PL68DH,1,3.666666667,0.0005181835312323347
Cornwall 052D,E01018868,86.4,PL68DH,1,4.333333333,0.0006123987186263426
Cornwall 053A,E01018874,86.4,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 053B,E01018875,86.4,PL68DH,1,1.666666667,0.00023553796876766536
Cornwall 053C,E01018876,86.4,PL68DH,1,2.0,0.0002826455624646693
Cornwall 053D,E01018877,88.5,PL68DH,1,3.666666667,0.0005181835312323347
Cornwall 053E,E01018878,87.4,PL68DH,1,5.333333333,0.0007537214998586772
Cornwall 054A,E01019008,100.3,PL68DH,1,1.666666667,0.00023553796876766536
Cornwall 054B,E01019009,101.4,PL68DH,1,2.0,0.0002826455624646693
Cornwall 054C,E01019010,101.4,PL68DH,1,0.666666667,9.42151875353307e-05
Cornwall 054D,E01019011,98.2,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 054E,E01019012,100.3,PL68DH,1,5.333333333,0.0007537214998586772
Cornwall 055A,E01018869,86.4,PL68DH,1,3.333333333,0.00047107593739400795
Cornwall 055B,E01018870,86.4,PL68DH,1,2.666666667,0.00037686075
Cornwall 055C,E01018871,87.4,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 055D,E01018872,89.6,PL68DH,1,3.666666667,0.0005181835312323347
Cornwall 055E,E01018873,88.5,PL68DH,1,1.0,0.00014132278123233464
Cornwall 056A,E01018827,81.0,PL68DH,1,1.666666667,0.00023553796876766536
Cornwall 056B,E01018828,85.3,PL68DH,1,1.333333333,0.0001884303749293386
Cornwall 056C,E01018829,82.1,PL68DH,1,2.666666667,0.00037686075
Cornwall 056D,E01018830,78.8,PL68DH,1,2.666666667,0.00037686075
Cornwall 057A,E01018978,90.6,PL68DH,1,1.666666667,0.00023553796876766536
Cornwall 057B,E01018981,90.6,PL68DH,1,5.333333333,0.0007537214998586772
Cornwall 057C,E01018982,91.7,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 057D,E01018983,93.9,PL68DH,1,6.333333333,0.0008950442810910118
Cornwall 057E,E01018984,92.8,PL68DH,1,3.0,0.00042396834369700395
Cornwall 058A,E01018985,94.9,PL68DH,1,5.0,0.0007066139061616733
Cornwall 058B,E01018986,97.1,PL68DH,1,4.0,0.0005652911249293386
Cornwall 058C,E01018987,96.0,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 059A,E01018863,93.9,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 059B,E01018864,98.2,PL68DH,1,3.333333333,0.00047107593739400795
Cornwall 059C,E01018921,84.2,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 059D,E01018922,88.5,PL68DH,1,3.333333333,0.00047107593739400795
Cornwall 060A,E01018834,82.1,PL68DH,1,3.0,0.00042396834369700395
Cornwall 060B,E01018835,82.1,PL68DH,1,2.666666667,0.00037686075
Cornwall 060C,E01018836,83.1,PL68DH,1,4.0,0.0005652911249293386
Cornwall 060D,E01018837,82.1,PL68DH,1,4.666666667,0.0006595063124646694
Cornwall 061A,E01018975,101.4,PL68DH,1,3.666666667,0.0005181835312323347
Cornwall 061B,E01018979,92.8,PL68DH,1,1.666666667,0.00023553796876766536
Cornwall 061C,E01018980,89.6,PL68DH,1,5.0,0.0007066139061616733
Cornwall 061D,E01018990,101.4,PL68DH,1,5.666666667,0.000800829093697004
Cornwall 061E,E01019007,98.2,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 062A,E01018838,85.3,PL68DH,1,5.333333333,0.0007537214998586772
Cornwall 062B,E01018839,85.3,PL68DH,1,1.666666667,0.00023553796876766536
Cornwall 062C,E01018840,85.3,PL68DH,1,2.0,0.0002826455624646693
Cornwall 062D,E01018841,84.2,PL68DH,1,1.0,0.00014132278123233464
Cornwall 062E,E01018860,84.2,PL68DH,1,4.0,0.0005652911249293386
Cornwall 063A,E01018803,87.4,PL68DH,1,7.0,0.0009892594686263425
Cornwall 063B,E01018804,86.4,PL68DH,1,3.0,0.00042396834369700395
Cornwall 063C,E01018805,86.4,PL68DH,1,4.666666667,0.0006595063124646694
Cornwall 063D,E01018806,85.3,PL68DH,1,2.0,0.0002826455624646693
Cornwall 064A,E01018811,85.3,PL68DH,1,2.666666667,0.00037686075
Cornwall 064B,E01018812,86.4,PL68DH,1,2.666666667,0.00037686075
Cornwall 064C,E01018813,86.4,PL68DH,1,2.0,0.0002826455624646693
Cornwall 064D,E01018814,85.3,PL68DH,1,2.666666667,0.00037686075
Cornwall 064E,E01018859,84.2,PL68DH,1,5.0,0.0007066139061616733
Cornwall 065A,E01018988,99.2,PL68DH,1,4.666666667,0.0006595063124646694
Cornwall 065B,E01018989,104.6,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 065C,E01018991,111.1,PL68DH,1,1.666666667,0.00023553796876766536
Cornwall 065D,E01019006,105.7,PL68DH,1,1.666666667,0.00023553796876766536
Cornwall 066A,E01018879,89.6,PL68DH,1,3.666666667,0.0005181835312323347
Cornwall 066B,E01018880,90.6,PL68DH,1,5.666666667,0.000800829093697004
Cornwall 066C,E01018899,82.1,PL68DH,1,3.333333333,0.00047107593739400795
Cornwall 066D,E01018900,84.2,PL68DH,1,3.0,0.00042396834369700395
Cornwall 066E,E01018901,81.0,PL68DH,1,2.666666667,0.00037686075
Cornwall 067A,E01018976,102.5,PL68DH,1,3.666666667,0.0005181835312323347
Cornwall 067B,E01018977,101.4,PL68DH,1,3.333333333,0.00047107593739400795
Cornwall 067C,E01018994,102.5,PL68DH,1,5.0,0.0007066139061616733
Cornwall 067D,E01018996,100.3,PL68DH,1,4.333333333,0.0006123987186263426
Cornwall 067E,E01018997,101.4,PL68DH,1,3.333333333,0.00047107593739400795
Cornwall 068A,E01018995,102.5,PL68DH,1,3.666666667,0.0005181835312323347
Cornwall 068B,E01018998,101.4,PL68DH,1,3.666666667,0.0005181835312323347
Cornwall 068C,E01018999,101.4,PL68DH,1,4.333333333,0.0006123987186263426
Cornwall 068D,E01019001,102.5,PL68DH,1,4.333333333,0.0006123987186263426
Cornwall 069A,E01018992,110.0,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 069B,E01018993,111.1,PL68DH,1,2.666666667,0.00037686075
Cornwall 069C,E01019005,114.3,PL68DH,1,3.0,0.00042396834369700395
Cornwall 070A,E01019000,103.5,PL68DH,1,4.0,0.0005652911249293386
Cornwall 070B,E01019002,108.9,PL68DH,1,3.666666667,0.0005181835312323347
Cornwall 070C,E01019003,104.6,PL68DH,1,2.666666667,0.00037686075
Cornwall 070D,E01019004,104.6,PL68DH,1,4.333333333,0.0006123987186263426
Cornwall 071A,E01018882,92.8,PL68DH,1,1.333333333,0.0001884303749293386
Cornwall 071B,E01018883,91.7,PL68DH,1,1.333333333,0.0001884303749293386
Cornwall 071C,E01018884,92.8,PL68DH,1,2.666666667,0.00037686075
Cornwall 071D,E01018885,92.8,PL68DH,1,6.0,0.0008479366873940079
Cornwall 071E,E01018886,92.8,PL68DH,1,3.333333333,0.00047107593739400795
Cornwall 071F,E01018887,92.8,PL68DH,1,1.666666667,0.00023553796876766536
Cornwall 071G,E01018888,92.8,PL68DH,1,4.666666667,0.0006595063124646694
Cornwall 072A,E01018861,97.1,PL68DH,1,5.333333333,0.0007537214998586772
Cornwall 072B,E01018862,100.3,PL68DH,1,3.0,0.00042396834369700395
Cornwall 072C,E01018905,97.1,PL68DH,1,2.666666667,0.00037686075
Cornwall 072D,E01018906,96.0,PL68DH,1,0.666666667,9.42151875353307e-05
Cornwall 072E,E01018907,96.0,PL68DH,1,2.333333333,0.0003297531561616733
Cornwall 073A,E01018881,105.7,PL68DH,1,4.0,0.0005652911249293386
Cornwall 073B,E01018902,100.3,PL68DH,1,1.0,0.00014132278123233464
Cornwall 073C,E01018903,97.1,PL68DH,1,1.333333333,0.0001884303749293386
Cornwall 073D,E01018904,103.5,PL68DH,1,5.666666667,0.000800829093697004
Cornwall 073E,E01018920,107.8,PL68DH,1,2.333333333,0.0003297531561616733
Cotswold 004C,E01022201,52.0,BS105NB,1,2.333333333,0.0003297531561616733
Cotswold 006A,E01022188,54.1,BS105NB,1,2.0,0.0002826455624646693
Cotswold 006B,E01022189,54.1,BS105NB,1,1.333333333,0.0001884303749293386
Cotswold 006D,E01022196,55.2,BS105NB,1,1.0,0.00014132278123233464
Cotswold 007A,E01022194,53.1,BS105NB,1,3.333333333,0.00047107593739400795
Cotswold 007B,E01022195,53.1,BS105NB,1,2.333333333,0.0003297531561616733
Cotswold 007C,E01022199,53.1,BS105NB,1,4.333333333,0.0006123987186263426
Cotswold 007D,E01022200,53.1,BS105NB,1,3.0,0.00042396834369700395
Cotswold 008A,E01022191,52.0,BS105NB,1,0.333333333,4.710759369700396e-05
Cotswold 008B,E01022192,52.0,BS105NB,1,0.666666667,9.42151875353307e-05
Cotswold 008C,E01022193,53.1,BS105NB,1,1.333333333,0.0001884303749293386
Cotswold 008D,E01022198,52.0,BS105NB,1,3.333333333,0.00047107593739400795
Cotswold 008E,E01022225,53.1,BS105NB,1,4.666666667,0.0006595063124646694
Cotswold 010A,E01022221,50.9,BS105NB,1,2.0,0.0002826455624646693
Cotswold 010B,E01022223,58.4,BS105NB,1,1.666666667,0.00023553796876766536
Cotswold 010C,E01022224,53.1,BS105NB,1,2.666666667,0.00037686075
Cotswold 011A,E01022176,44.5,BS105NB,1,2.333333333,0.0003297531561616733
Cotswold 011B,E01022206,39.1,BS105NB,1,1.333333333,0.0001884303749293386
Cotswold 011C,E01022217,40.2,BS105NB,1,2.0,0.0002826455624646693
Cotswold 011D,E01022218,41.2,BS105NB,1,1.666666667,0.00023553796876766536
Cotswold 011E,E01022219,40.2,BS105NB,1,3.666666667,0.0005181835312323347
Cotswold 011F,E01022220,39.1,BS105NB,1,2.666666667,0.00037686075
East Devon 001A,E01019902,79.9,PL68DH,1,4.0,0.0005652911249293386
East Devon 001B,E01019938,77.8,PL68DH,1,3.0,0.00042396834369700395
East Devon 001C,E01019967,84.2,BS105NB,1,1.666666667,0.00023553796876766536
East Devon 002A,E01019927,71.3,PL68DH,1,4.333333333,0.0006123987186263426
East Devon 002B,E01019932,71.3,PL68DH,1,4.666666667,0.0006595063124646694
East Devon 002C,E01019933,72.4,PL68DH,1,1.666666667,0.00023553796876766536
East Devon 002D,E01019934,73.5,PL68DH,1,3.0,0.00042396834369700395
East Devon 003A,E01019928,71.3,PL68DH,1,1.0,0.00014132278123233464
East Devon 003B,E01019929,73.5,PL68DH,1,0.666666667,9.42151875353307e-05
East Devon 003C,E01019930,70.2,PL68DH,1,2.333333333,0.0003297531561616733
East Devon 003D,E01019931,72.4,PL68DH,1,3.333333333,0.00047107593739400795
East Devon 004A,E01019925,69.2,PL68DH,1,1.0,0.00014132278123233464
East Devon 004D,E01019959,75.6,PL68DH,1,0.333333333,4.710759369700396e-05
East Devon 004E,E01019960,75.6,PL68DH,1,2.0,0.0002826455624646693
East Devon 004F,E01019962,67.0,PL68DH,1,3.0,0.00042396834369700395
East Devon 004G,E01032628,68.1,PL68DH,1,4.333333333,0.0006123987186263426
East Devon 005A,E01019886,88.5,PL68DH,1,3.333333333,0.00047107593739400795
East Devon 005B,E01019887,85.3,PL68DH,1,2.333333333,0.0003297531561616733
East Devon 005C,E01019888,84.2,PL68DH,1,5.333333333,0.0007537214998586772
East Devon 005D,E01019889,85.3,PL68DH,1,4.666666667,0.0006595063124646694
East Devon 005E,E01019966,85.3,BS105NB,1,1.0,0.00014132278123233464
East Devon 006A,E01019891,68.1,PL68DH,1,3.0,0.00042396834369700395
East Devon 006B,E01019892,61.6,PL68DH,1,2.333333333,0.0003297531561616733
East Devon 006C,E01019893,59.5,PL68DH,1,3.333333333,0.00047107593739400795
East Devon 006D,E01019903,67.0,PL68DH,1,3.666666667,0.0005181835312323347
East Devon 007A,E01019899,84.2,PL68DH,1,1.666666667,0.00023553796876766536
East Devon 007B,E01019900,85.3,PL68DH,1,1.666666667,0.00023553796876766536
East Devon 007C,E01019935,79.9,PL68DH,1,2.0,0.0002826455624646693
East Devon 007D,E01019936,85.3,PL68DH,1,2.0,0.0002826455624646693
East Devon 007E,E01019961,88.5,PL68DH,1,3.0,0.00042396834369700395
East Devon 008A,E01019939,67.0,PL68DH,1,2.333333333,0.0003297531561616733
East Devon 008B,E01019940,69.2,PL68DH,1,5.0,0.0007066139061616733
East Devon 008C,E01019942,67.0,PL68DH,1,3.333333333,0.00047107593739400795
East Devon 008D,E01019943,68.1,PL68DH,1,4.666666667,0.0006595063124646694
East Devon 008E,E01019944,67.0,PL68DH,1,4.666666667,0.0006595063124646694
East Devon 009A,E01019890,82.1,PL68DH,1,2.333333333,0.0003297531561616733
East Devon 009B,E01019901,78.8,PL68DH,1,1.666666667,0.00023553796876766536
East Devon 009C,E01019951,72.4,PL68DH,1,5.666666667,0.000800829093697004
East Devon 010A,E01019946,83.1,PL68DH,1,3.666666667,0.0005181835312323347
East Devon 010B,E01019947,83.1,PL68DH,1,6.666666667,0.0009421518749293386
East Devon 010C,E01019948,83.1,PL68DH,1,4.666666667,0.0006595063124646694
East Devon 010D,E01019949,84.2,PL68DH,1,3.666666667,0.0005181835312323347
East Devon 010E,E01019950,83.1,PL68DH,1,2.0,0.0002826455624646693
East Devon 011A,E01019952,72.4,PL68DH,1,3.333333333,0.00047107593739400795
East Devon 011B,E01019953,71.3,PL68DH,1,3.0,0.00042396834369700395
East Devon 011C,E01019954,70.2,PL68DH,1,5.333333333,0.0007537214998586772
East Devon 011D,E01019955,72.4,PL68DH,1,3.666666667,0.0005181835312323347
East Devon 012A,E01019956,72.4,PL68DH,1,7.333333333,0.0010363670623233464
East Devon 012B,E01019957,72.4,PL68DH,1,5.333333333,0.0007537214998586772
East Devon 012C,E01019958,71.3,PL68DH,1,6.333333333,0.0008950442810910118
East Devon 013A,E01019937,65.9,PL68DH,1,3.0,0.00042396834369700395
East Devon 013B,E01019945,67.0,PL68DH,1,1.333333333,0.0001884303749293386
East Devon 013C,E01019963,61.6,PL68DH,1,2.666666667,0.00037686075
East Devon 014A,E01019898,57.4,PL68DH,1,5.666666667,0.000800829093697004
East Devon 014B,E01019964,62.7,PL68DH,1,2.0,0.0002826455624646693
East Devon 014C,E01019965,63.8,PL68DH,1,1.666666667,0.00023553796876766536
East Devon 015A,E01019904,68.1,PL68DH,1,3.333333333,0.00047107593739400795
East Devon 015B,E01019905,67.0,PL68DH,1,2.0,0.0002826455624646693
East Devon 015C,E01019906,67.0,PL68DH,1,3.333333333,0.00047107593739400795
East Devon 015D,E01019907,68.1,PL68DH,1,5.0,0.0007066139061616733
East Devon 016A,E01019908,65.9,PL68DH,1,2.0,0.0002826455624646693
East Devon 016B,E01019909,65.9,PL68DH,1,4.666666667,0.0006595063124646694
East Devon 016C,E01019910,65.9,PL68DH,1,4.0,0.0005652911249293386
East Devon 016D,E01019911,64.9,PL68DH,1,3.333333333,0.00047107593739400795
East Devon 017A,E01019894,72.4,PL68DH,1,6.333333333,0.0008950442810910118
East Devon 017B,E01019895,71.3,PL68DH,1,4.333333333,0.0006123987186263426
East Devon 017C,E01019896,70.2,PL68DH,1,6.0,0.0008479366873940079
East Devon 017D,E01019897,71.3,PL68DH,1,2.666666667,0.00037686075
East Devon 018A,E01019920,68.1,PL68DH,1,2.333333333,0.0003297531561616733
East Devon 018B,E01019921,68.1,PL68DH,1,2.333333333,0.0003297531561616733
East Devon 018C,E01019922,68.1,PL68DH,1,2.333333333,0.0003297531561616733
East Devon 018D,E01019923,68.1,PL68DH,1,2.333333333,0.0003297531561616733
East Devon 018E,E01019924,68.1,PL68DH,1,1.333333333,0.0001884303749293386
East Devon 019A,E01019916,67.0,PL68DH,1,2.0,0.0002826455624646693
East Devon 019B,E01019917,67.0,PL68DH,1,1.666666667,0.00023553796876766536
East Devon 019C,E01019918,68.1,PL68DH,1,3.666666667,0.0005181835312323347
East Devon 019D,E01019919,67.0,PL68DH,1,1.0,0.00014132278123233464
East Devon 020A,E01019912,68.1,PL68DH,1,3.666666667,0.0005181835312323347
East Devon 020B,E01019913,69.2,PL68DH,1,9.0,0.001271905031091012
East Devon 020C,E01019914,69.2,PL68DH,1,5.0,0.0007066139061616733
East Devon 020D,E01019915,68.1,PL68DH,1,4.666666667,0.0006595063124646694
Exeter 001C,E01019998,61.6,PL68DH,1,1.666666667,0.00023553796876766536
Exeter 001D,E01019999,61.6,PL68DH,1,2.666666667,0.00037686075
Exeter 001E,E01020001,62.7,PL68DH,1,0.666666667,9.42151875353307e-05
Exeter 001F,E01033233,59.5,PL68DH,1,1.666666667,0.00023553796876766536
Exeter 002A,E01019990,63.8,PL68DH,1,1.666666667,0.00023553796876766536
Exeter 002B,E01019991,62.7,PL68DH,1,2.333333333,0.0003297531561616733
Exeter 002C,E01019993,62.7,PL68DH,1,1.333333333,0.0001884303749293386
Exeter 002D,E01020000,61.6,PL68DH,1,2.0,0.0002826455624646693
Exeter 002E,E01020007,60.6,PL68DH,1,3.666666667,0.0005181835312323347
Exeter 003A,E01019992,61.6,PL68DH,1,3.0,0.00042396834369700395
Exeter 003B,E01020002,60.6,PL68DH,1,1.333333333,0.0001884303749293386
Exeter 003C,E01020003,60.6,PL68DH,1,2.666666667,0.00037686075
Exeter 003D,E01020004,59.5,PL68DH,1,2.666666667,0.00037686075
Exeter 003E,E01020005,60.6,PL68DH,1,2.666666667,0.00037686075
Exeter 004A,E01019997,60.6,PL68DH,1,1.666666667,0.00023553796876766536
Exeter 004B,E01020019,60.6,PL68DH,1,1.666666667,0.00023553796876766536
Exeter 004C,E01020020,59.5,PL68DH,1,1.333333333,0.0001884303749293386
Exeter 004D,E01020021,60.6,PL68DH,1,3.0,0.00042396834369700395
Exeter 004E,E01020022,59.5,PL68DH,1,1.0,0.00014132278123233464
Exeter 005A,E01019980,61.6,PL68DH,1,2.0,0.0002826455624646693
Exeter 005B,E01019982,61.6,PL68DH,1,1.333333333,0.0001884303749293386
Exeter 005C,E01019983,60.6,PL68DH,1,3.333333333,0.00047107593739400795
Exeter 005D,E01019984,60.6,PL68DH,1,2.0,0.0002826455624646693
Exeter 005E,E01019985,58.4,PL68DH,1,1.333333333,0.0001884303749293386
Exeter 006A,E01019987,60.6,PL68DH,1,3.0,0.00042396834369700395
Exeter 006B,E01019989,60.6,PL68DH,1,0.666666667,9.42151875353307e-05
Exeter 006C,E01020006,60.6,PL68DH,1,2.0,0.0002826455624646693
Exeter 006D,E01020008,60.6,PL68DH,1,1.0,0.00014132278123233464
Exeter 006E,E01020009,60.6,PL68DH,1,1.666666667,0.00023553796876766536
Exeter 007A,E01019986,60.6,PL68DH,1,2.0,0.0002826455624646693
Exeter 007B,E01020036,61.6,PL68DH,1,1.666666667,0.00023553796876766536
Exeter 007C,E01020037,60.6,PL68DH,1,2.0,0.0002826455624646693
Exeter 007D,E01020039,59.5,PL68DH,1,3.0,0.00042396834369700395
Exeter 007E,E01020040,60.6,PL68DH,1,3.333333333,0.00047107593739400795
Exeter 008A,E01019994,59.5,PL68DH,1,1.0,0.00014132278123233464
Exeter 008B,E01019995,58.4,PL68DH,1,5.0,0.0007066139061616733
Exeter 008C,E01020016,58.4,PL68DH,1,2.333333333,0.0003297531561616733
Exeter 008D,E01020017,59.5,PL68DH,1,1.0,0.00014132278123233464
Exeter 008E,E01020018,59.5,PL68DH,1,1.666666667,0.00023553796876766536
Exeter 009A,E01019996,58.4,PL68DH,1,3.666666667,0.0005181835312323347
Exeter 009B,E01020023,59.5,PL68DH,1,3.333333333,0.00047107593739400795
Exeter 009C,E01020024,58.4,PL68DH,1,3.666666667,0.0005181835312323347
Exeter 009D,E01020025,57.4,PL68DH,1,1.333333333,0.0001884303749293386
Exeter 010A,E01019975,57.4,PL68DH,1,1.666666667,0.00023553796876766536
Exeter 010B,E01020029,58.4,PL68DH,1,1.333333333,0.0001884303749293386
Exeter 010C,E01020030,57.4,PL68DH,1,3.0,0.00042396834369700395
Exeter 010D,E01020031,57.4,PL68DH,1,1.666666667,0.00023553796876766536
Exeter 010E,E01020032,56.3,PL68DH,1,2.333333333,0.0003297531561616733
Exeter 011A,E01020026,58.4,PL68DH,1,2.0,0.0002826455624646693
Exeter 011B,E01020027,59.5,PL68DH,1,0.666666667,9.42151875353307e-05
Exeter 011D,E01020035,57.4,PL68DH,1,1.666666667,0.00023553796876766536
Exeter 011E,E01020038,58.4,PL68DH,1,2.333333333,0.0003297531561616733
Exeter 011F,E01033232,57.4,PL68DH,1,1.333333333,0.0001884303749293386
Exeter 011G,E01033234,57.4,PL68DH,1,1.0,0.00014132278123233464
Exeter 012A,E01019973,56.3,PL68DH,1,2.0,0.0002826455624646693
Exeter 012B,E01019974,58.4,PL68DH,1,4.666666667,0.0006595063124646694
Exeter 012C,E01019976,57.4,PL68DH,1,3.333333333,0.00047107593739400795
Exeter 012D,E01019977,57.4,PL68DH,1,2.333333333,0.0003297531561616733
Exeter 012E,E01019981,59.5,PL68DH,1,2.666666667,0.00037686075
Exeter 013A,E01019988,60.6,PL68DH,1,4.0,0.0005652911249293386
Exeter 013B,E01020010,58.4,PL68DH,1,2.333333333,0.0003297531561616733
Exeter 013C,E01020013,59.5,PL68DH,1,0.666666667,9.42151875353307e-05
Exeter 013D,E01020014,60.6,PL68DH,1,2.0,0.0002826455624646693
Exeter 013E,E01020015,58.4,PL68DH,1,1.666666667,0.00023553796876766536
Exeter 014A,E01019968,54.1,PL68DH,1,3.0,0.00042396834369700395
Exeter 014B,E01019969,56.3,PL68DH,1,3.333333333,0.00047107593739400795
Exeter 014C,E01019970,54.1,PL68DH,1,2.0,0.0002826455624646693
Exeter 014D,E01019971,57.4,PL68DH,1,2.0,0.0002826455624646693
Exeter 014E,E01019972,56.3,PL68DH,1,1.0,0.00014132278123233464
Exeter 015A,E01020011,57.4,PL68DH,1,1.333333333,0.0001884303749293386
Exeter 015B,E01020012,56.3,PL68DH,1,2.0,0.0002826455624646693
Exeter 015C,E01020033,57.4,PL68DH,1,3.0,0.00042396834369700395
Exeter 015E,E01033235,59.5,PL68DH,1,5.666666667,0.000800829093697004
Exeter 015F,E01033236,59.5,PL68DH,1,3.0,0.00042396834369700395
Forest of Dean 001B,E01022235,50.9,BS105NB,1,4.666666667,0.0006595063124646694
Forest of Dean 001C,E01022247,52.0,BS105NB,1,2.666666667,0.00037686075
Forest of Dean 001E,E01022271,57.4,BS105NB,1,1.666666667,0.00023553796876766536
Forest of Dean 002A,E01022261,57.4,BS105NB,1,4.333333333,0.0006123987186263426
Forest of Dean 002B,E01022262,57.4,BS105NB,1,2.0,0.0002826455624646693
Forest of Dean 002C,E01022267,57.4,BS105NB,1,5.333333333,0.0007537214998586772
Forest of Dean 003A,E01022251,55.2,BS105NB,1,1.666666667,0.00023553796876766536
Forest of Dean 003B,E01022252,54.1,BS105NB,1,2.333333333,0.0003297531561616733
Forest of Dean 003C,E01022258,58.4,BS105NB,1,2.333333333,0.0003297531561616733
Forest of Dean 003D,E01022259,58.4,BS105NB,1,3.0,0.00042396834369700395
Forest of Dean 003E,E01022260,59.5,BS105NB,1,2.0,0.0002826455624646693
Forest of Dean 004A,E01022236,54.1,BS105NB,1,3.333333333,0.00047107593739400795
Forest of Dean 004B,E01022237,55.2,BS105NB,1,1.333333333,0.0001884303749293386
Forest of Dean 004C,E01022238,52.0,BS105NB,1,4.333333333,0.0006123987186263426
Forest of Dean 004D,E01022239,50.9,BS105NB,1,4.666666667,0.0006595063124646694
Forest of Dean 004E,E01022240,55.2,BS105NB,1,2.333333333,0.0003297531561616733
Forest of Dean 004F,E01022249,48.8,BS105NB,1,2.0,0.0002826455624646693
Forest of Dean 004G,E01022250,53.1,BS105NB,1,3.0,0.00042396834369700395
Forest of Dean 005A,E01022228,42.3,BS105NB,1,2.666666667,0.00037686075
Forest of Dean 005B,E01022230,55.2,BS105NB,1,4.333333333,0.0006123987186263426
Forest of Dean 005C,E01022265,46.6,BS105NB,1,2.0,0.0002826455624646693
Forest of Dean 005D,E01022266,53.1,BS105NB,1,1.333333333,0.0001884303749293386
Forest of Dean 006A,E01022234,49.8,BS105NB,1,2.333333333,0.0003297531561616733
Forest of Dean 006B,E01022253,53.1,BS105NB,1,2.333333333,0.0003297531561616733
Forest of Dean 006C,E01022263,43.4,BS105NB,1,1.666666667,0.00023553796876766536
Forest of Dean 007A,E01022229,49.8,BS105NB,1,1.333333333,0.0001884303749293386
Forest of Dean 007B,E01022241,46.6,BS105NB,1,2.333333333,0.0003297531561616733
Forest of Dean 007C,E01022242,47.7,BS105NB,1,2.333333333,0.0003297531561616733
Forest of Dean 007D,E01022243,47.7,BS105NB,1,2.333333333,0.0003297531561616733
Forest of Dean 007E,E01022244,48.8,BS105NB,1,1.333333333,0.0001884303749293386
Forest of Dean 007F,E01022245,45.5,BS105NB,1,2.666666667,0.00037686075
Forest of Dean 007G,E01022246,45.5,BS105NB,1,3.0,0.00042396834369700395
Forest of Dean 008A,E01022231,42.3,BS105NB,1,2.666666667,0.00037686075
Forest of Dean 008B,E01022232,42.3,BS105NB,1,1.0,0.00014132278123233464
