property,,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency
subtype,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,
North Somerset 011B,E01014738,30.0,0.0,60.0,0.0,80.0,0.0,110.5,0.0,140.5,,,,,,-0.5130848698373573,,0.09453580378909943,,0.6830128396978011,,1.666666667,0.00023553796876766536
North Somerset 011C,E01014739,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,,,,,,,,,,,,,2.0,0.0002826455624646693
North Somerset 011D,E01014740,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,,,136.2,0.0,-0.9505120853297679,0.0,0.18600717650716364,0.0,0.46249825513808857,0.0,2.0,0.0002826455624646693
North Somerset 012A,E01014855,30.0,0.0,60.0,0.0,80.0,0.0,112.6,0.0,142.6,0.0,,,142.6,0.0,-0.9287247382176194,0.0,0.18205122387277523,0.0,0.45819216350178943,0.0,1.0,0.00014132278123233464
North Somerset 012C,E01014857,30.0,0.0,60.0,0.0,80.0,0.0,118.0,0.0,148.0,,,,,,-0.4965076920478899,,0.09165817167238532,,0.6798952652011181,,2.0,0.0002826455624646693
North Somerset 012D,E01014858,30.0,,60.0,,80.0,,113.7,,143.7,,,,,,-0.5060178390696601,,0.09330999340629842,,0.6816846625965858,,1.666666667,0.00023553796876766536
North Somerset 012E,E01014859,30.0,0.0,60.0,0.0,80.0,0.0,116.90000000000002,0.0,146.9,0.0,,,146.9,,-0.5681393881979395,0.16949823975028794,0.10663351798698724,0.035645664728753655,0.6428450160388465,0.09187670760383286,2.333333333,0.0003297531561616733
North Somerset 012F,E01014860,30.0,0.0,60.0,0.0,80.0,0.0,118.0,0.0,148.0,,,,148.0,,-0.9103969242870065,,0.17871563285138853,,0.4545637239257969,,2.0,0.0002826455624646693
North Somerset 013A,E01014847,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,,,,,,,,,,,,,2.666666667,0.00037686075
North Somerset 013C,E01014853,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,0.0,,,,,-0.5060178390696601,0.0,0.09330999340629842,0.0,0.6816846625965858,0.0,2.333333333,0.0003297531561616733
North Somerset 013D,E01014854,30.0,0.0,60.0,0.0,80.0,0.0,110.5,0.0,140.5,,,,140.5,,-0.9358659409190624,,0.18334896907371517,,0.4596044432857818,,1.666666667,0.00023553796876766536
North Somerset 014A,E01014764,30.0,0.0,60.0,0.0,80.0,0.0,114.8,0.0,144.8,0.0,,,,,-0.5035865144996108,0.0,0.0928879401863435,0.0,0.681227417174132,0.0,2.666666667,0.00037686075
North Somerset 014B,E01014765,30.0,0.0,60.0,0.0,80.0,0.0,121.2,0.0,151.2,,,,151.2,,-0.8995602236638227,,0.1767400538605431,,0.4524157872791064,,3.0,0.00042396834369700395
North Somerset 014D,E01014774,30.0,0.0,60.0,0.0,80.0,0.0,119.1,0.0,149.1,0.0,,,149.1,0.0,-0.6591113058047652,0.22598891815572916,0.12595542970858925,0.047543235159941355,0.5891920652113823,0.12357249807249093,5.333333333,0.0007537214998586772
North Somerset 015A,E01014821,30.0,,60.0,,80.0,,116.9,,,,,,,,,,,,,,0.666666667,9.42151875353307e-05
North Somerset 015B,E01014822,30.0,,60.0,,80.0,,118.0,,,,,,,,,,,,,,1.0,0.00014132278123233464
North Somerset 015C,E01014823,30.0,,60.0,,80.0,,116.9,,146.9,,,,,,-0.4989420215832505,,0.09208123629902554,,0.6803535248515594,,1.333333333,0.0001884303749293386
North Somerset 015D,E01014824,30.0,0.0,60.0,0.0,80.0,0.0,116.9,0.0,146.9,,,,146.9,,-0.9141262212713848,,0.17939492642679572,,0.4553024719752816,,3.0,0.00042396834369700395
North Somerset 015E,E01014825,30.0,,60.0,,80.0,,116.9,,146.9,,,,,,-0.4989420215832505,,0.09208123629902554,,0.6803535248515594,,1.666666667,0.00023553796876766536
North Somerset 015F,E01014826,30.0,,60.0,,80.0,,116.9,,,,,,,,,,,,,,0.666666667,9.42151875353307e-05
North Somerset 015G,E01014827,30.0,,60.0,,80.0,,115.9,,145.9,,,,,,-0.501154154382824,,0.09246553903781563,,0.6807698225220166,,1.666666667,0.00023553796876766536
North Somerset 016A,E01014817,30.0,0.0,60.0,0.0,80.0,0.0,116.90000000000002,0.0,146.9,0.0,,,146.9,,-0.7065341214273176,0.2935795630409894,0.13573808136291063,0.06174010237976721,0.5678279984134205,0.15913512560198834,3.0,0.00042396834369700395
North Somerset 016B,E01014820,30.0,0.0,60.0,0.0,80.0,0.0,116.9,0.0,146.9,,,,,,-0.4989420215832505,,0.09208123629902554,,0.6803535248515594,,3.666666667,0.0005181835312323347
North Somerset 016C,E01014835,30.0,0.0,60.0,0.0,80.0,0.0,116.90000000000002,0.0,146.9,0.0,,,146.9,,-0.7065341214273176,0.2935795630409894,0.13573808136291063,0.06174010237976721,0.5678279984134205,0.15913512560198825,3.333333333,0.00047107593739400795
North Somerset 016D,E01014836,30.0,0.0,60.0,0.0,80.0,0.0,115.9,0.0,,,,,,,,,,,,,1.333333333,0.0001884303749293386
North Somerset 016E,E01014838,30.0,0.0,60.0,0.0,80.0,0.0,116.9,0.0,146.9,0.0,,,146.9,,-0.7065341214273176,0.2935795630409894,0.13573808136291063,0.06174010237976721,0.5678279984134205,0.15913512560198825,2.0,0.0002826455624646693
North Somerset 016F,E01014840,30.0,0.0,60.0,0.0,80.0,0.0,119.09999999999998,0.0,149.1,,,,,,-0.4940723348446563,,0.09123475990342578,,0.6794366581201382,,4.0,0.0005652911249293386
North Somerset 017A,E01014812,30.0,0.0,60.0,0.0,80.0,0.0,118.0,0.0,148.0,0.0,,,148.0,,-0.6344707694609287,0.23895905964794148,0.12067732539871973,0.05026264864666289,0.6047847514426777,0.13009522601221996,5.666666667,0.000800829093697004
North Somerset 017B,E01014813,30.0,0.0,60.0,0.0,80.0,0.0,119.09999999999998,0.0,149.1,0.0,,,,,-0.4940723348446563,0.0,0.09123475990342578,0.0,0.6794366581201382,0.0,1.666666667,0.00023553796876766536
North Somerset 017C,E01014815,30.0,,60.0,,80.0,,119.1,,149.1,,,,149.1,,-0.9066697622449285,,0.1780364344163345,,0.4538251758482484,,0.666666667,9.42151875353307e-05
North Somerset 017D,E01014816,30.0,0.0,60.0,0.0,80.0,0.0,118.0,0.0,,,,,,,,,,,,,3.0,0.00042396834369700395
North Somerset 017E,E01014818,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,,,150.2,,-0.6972903472523176,0.2908392339838196,0.13408416713449192,0.06119749806103085,0.5660322675847835,0.1597289683145406,2.0,0.0002826455624646693
North Somerset 017F,E01014819,30.0,,60.0,,80.0,,118.0,,,,,,,,,,,,,,1.333333333,0.0001884303749293386
North Somerset 018A,E01014841,30.0,0.0,60.0,0.0,80.0,0.0,122.3,0.0,152.3,0.0,,,152.3,0.0,-0.6914105756295554,0.2185435098859901,0.13303109408040129,0.046001057135025614,0.5648891989297273,0.12102803451550406,7.333333333,0.0010363670623233464
North Somerset 018B,E01014842,30.0,0.0,60.0,0.0,80.0,0.0,122.3,0.0,152.3,0.0,,,,,-0.48698184110545073,0.0,0.0900010452732316,0.0,0.6781005587676442,0.0,6.333333333,0.0008950442810910118
North Somerset 018C,E01014843,30.0,0.0,60.0,0.0,80.0,0.0,121.2,0.0,151.2,0.0,,,,,-0.48942017259882986,0.0,0.09042546536292018,0.0,0.6785601730025733,0.0,7.0,0.0009892594686263425
North Somerset 018E,E01014845,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,,,150.2,,-0.5944631499597877,0.20565439458505985,0.11244758419918917,0.04327316587060551,0.6225049859083549,0.11294543664714281,7.333333333,0.0010363670623233464
North Somerset 018F,E01014846,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,,,150.2,,-0.6972903472523176,0.2908392339838196,0.13408416713449192,0.06119749806103085,0.5660322675847835,0.15972896831454048,4.0,0.0005652911249293386
North Somerset 020B,E01014800,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,,,,,,-0.4916359526672578,,0.09081100126388642,,0.6789777042319263,,1.666666667,0.00023553796876766536
North Somerset 020C,E01014801,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,,,,,-0.4916359526672578,0.0,0.09081100126388642,0.0,0.6789777042319263,0.0,5.666666667,0.000800829093697004
North Somerset 020D,E01014802,30.0,0.0,60.0,0.0,80.0,0.0,120.19999999999999,0.0,150.2,0.0,,,150.2,0.0,-0.6972903472523176,0.23746924014742762,0.13408416713449192,0.04996754792816283,0.5660322675847835,0.1304181565039354,7.666666667,0.0010834746561616732
North Somerset 020F,E01014811,30.0,0.0,60.0,0.0,80.0,0.0,119.1,0.0,,,,,,,,,,,,,1.666666667,0.00023553796876766536
North Somerset 021A,E01014829,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,,,150.2,,-0.628738882390631,0.23746924014742765,0.11965977851095676,0.04996754792816283,0.6036807464671644,0.13041815650393546,1.666666667,0.00023553796876766536
North Somerset 021B,E01014830,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,,,,,-0.4916359526672578,0.0,0.09081100126388642,0.0,0.6789777042319263,0.0,1.333333333,0.0001884303749293386
North Somerset 021E,E01014833,30.0,0.0,60.0,0.0,80.0,0.0,121.2,0.0,151.2,,,,,,-0.48942017259882986,,0.09042546536292018,,0.6785601730025733,,1.333333333,0.0001884303749293386
North Somerset 022A,E01014804,30.0,0.0,60.0,0.0,80.0,0.0,121.2,0.0,151.2,0.0,,,151.2,,-0.6944901981313263,0.29001281134425333,0.13358275961173163,0.061033630841995534,0.5654879801408399,0.15990822867232973,7.0,0.0009892594686263425
North Somerset 022B,E01014806,30.0,0.0,60.0,0.0,80.0,0.0,121.2,0.0,151.2,0.0,,,151.2,0.0,-0.6944901981313263,0.2367944688878205,0.13358275961173163,0.049833750904094365,0.5654879801408399,0.13056452197316618,10.0,0.0014132278123233466
North Somerset 022C,E01014807,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,,,,,-0.4916359526672578,0.0,0.09081100126388642,0.0,0.6789777042319263,0.0,1.333333333,0.0001884303749293386
North Somerset 022D,E01014808,30.0,0.0,60.0,0.0,80.0,0.0,121.2,0.0,151.2,0.0,,,,,-0.48942017259882986,0.0,0.09042546536292018,0.0,0.6785601730025733,0.0,2.666666667,0.00037686075
North Somerset 023A,E01014744,30.0,,60.0,,80.0,,120.2,,150.2,,,,150.2,,-0.9029447418373775,,0.17735733300509743,,0.4530868309376407,,2.333333333,0.0003297531561616733
North Somerset 023B,E01014746,30.0,0.0,60.0,0.0,80.0,0.0,121.2,0.0,151.2,0.0,,,,,-0.48942017259882986,0.0,0.09042546536292018,0.0,0.6785601730025733,0.0,3.0,0.00042396834369700395
North Somerset 023C,E01014769,30.0,0.0,60.0,0.0,80.0,0.0,118.0,0.0,148.0,,,,,,-0.4965076920478899,,0.09165817167238532,,0.6798952652011181,,2.333333333,0.0003297531561616733
North Somerset 023D,E01014770,30.0,,60.0,,80.0,,118.0,,148.0,,,,,,-0.4965076920478899,,0.09165817167238532,,0.6798952652011181,,3.333333333,0.00047107593739400795
North Somerset 023E,E01014771,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,,,150.2,0.0,-0.7658418121140042,0.23746924014742765,0.1485085557580271,0.04996754792816283,0.5283837887024025,0.13041815650393546,4.0,0.0005652911249293386
North Somerset 023F,E01014772,30.0,,60.0,,80.0,,125.5,,155.5,,,,,,-0.4798827391203766,,0.08876440187375334,,0.6767615399291754,,4.666666667,0.0006595063124646694
North Somerset 024B,E01014742,30.0,0.0,60.0,0.0,80.0,0.0,123.40000000000002,0.0,153.4,0.0,,,153.4,,-0.620401847399949,0.23531530548898363,0.11817829753437693,0.04954014911387024,0.6020737674837583,0.13088559251069262,2.666666667,0.00037686075
North Somerset 024C,E01014745,30.0,0.0,60.0,0.0,80.0,0.0,123.40000000000002,0.0,153.4,0.0,,,153.4,,-0.620401847399949,0.23531530548898363,0.11817829753437693,0.04954014911387023,0.6020737674837583,0.1308855925106926,5.666666667,0.000800829093697004
North Somerset 024D,E01014747,30.0,0.0,60.0,0.0,80.0,0.0,115.9,0.0,145.9,0.0,,,,,-0.501154154382824,0.0,0.09246553903781563,0.0,0.6807698225220166,0.0,2.666666667,0.00037686075
North Somerset 024F,E01014749,30.0,,60.0,,80.0,,115.9,,145.9,,,,145.9,,-0.9175183382021013,,0.180012547011363,,0.4559742319491503,,1.0,0.00014132278123233464
North Somerset 025A,E01014803,30.0,0.0,60.0,0.0,80.0,0.0,123.4,0.0,153.4,0.0,,,153.4,0.0,-0.7562612023684526,0.23531530548898363,0.1467803159609641,0.04954014911387023,0.5265069354146663,0.1308855925106926,3.666666667,0.0005181835312323347
North Somerset 025B,E01014805,30.0,0.0,60.0,0.0,80.0,0.0,122.3,0.0,152.3,0.0,,,,,-0.48698184110545073,0.0,0.0900010452732316,0.0,0.6781005587676442,0.0,5.0,0.0007066139061616733
North Somerset 025D,E01014834,30.0,,60.0,,80.0,,123.4,,153.4,,,,,,-0.4845424924314452,,0.08957627910778976,,0.6776405995528504,,1.333333333,0.0001884303749293386
North Somerset 026A,E01014839,30.0,0.0,60.0,0.0,80.0,0.0,116.90000000000002,0.0,146.9,,,,,,-0.4989420215832505,,0.09208123629902554,,0.6803535248515594,,1.0,0.00014132278123233464
North Somerset 026B,E01032666,30.0,0.0,60.0,0.0,80.0,0.0,116.90000000000002,0.0,146.9,0.0,,,,,-0.4989420215832505,0.0,0.09208123629902554,0.0,0.6803535248515594,0.0,2.0,0.0002826455624646693
North Somerset 026C,E01032667,30.0,0.0,60.0,0.0,80.0,0.0,115.9,0.0,145.9,0.0,,,,,-0.501154154382824,0.0,0.09246553903781563,0.0,0.6807698225220166,0.0,3.333333333,0.00047107593739400795
North Somerset 026F,E01032673,30.0,0.0,60.0,0.0,80.0,0.0,116.9,0.0,146.9,0.0,,,146.9,0.0,-0.7480525413961311,0.22740575168892047,0.14446945037568765,0.04782367766199586,0.5453228931257927,0.12326553825062525,6.0,0.0008479366873940079
North Somerset 027A,E01014810,30.0,,60.0,,80.0,,118.0,,148.0,,,,,,-0.4965076920478899,,0.09165817167238532,,0.6798952652011181,,2.0,0.0002826455624646693
North Somerset 027C,E01032670,30.0,0.0,60.0,0.0,80.0,0.0,118.0,0.0,148.0,,,,,,-0.4965076920478899,,0.09165817167238532,,0.6798952652011181,,1.333333333,0.0001884303749293386
North Somerset 027E,E01032679,30.0,,60.0,,80.0,,118.0,,148.0,,,,,,-0.4965076920478899,,0.09165817167238532,,0.6798952652011181,,0.666666667,9.42151875353307e-05
Plymouth 001A,E01015025,30.0,,60.0,,80.0,,89.0,,,,,,,,,,,,,,1.666666667,0.00023553796876766536
Plymouth 001B,E01015097,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,,,,,,-0.5579261645693461,,0.102280646480582,,0.6914094027445281,,5.0,0.0007066139061616733
Plymouth 001D,E01015164,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,2.0,0.0002826455624646693
Plymouth 002A,E01015027,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,,,119.0,0.0,-1.0094065379294204,0.0,0.19665023044276103,0.0,0.47409685384631833,0.0,1.666666667,0.00023553796876766536
Plymouth 002B,E01015159,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,0.0,,,,,-0.5579261645693461,0.0,0.102280646480582,0.0,0.6914094027445281,0.0,3.333333333,0.00047107593739400795
Plymouth 002C,E01015161,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,2.333333333,0.0003297531561616733
Plymouth 002D,E01015162,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,1.666666667,0.00023553796876766536
Plymouth 002E,E01015166,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,,,,,-0.5603335053763068,0.0,0.10269481769217104,0.0,0.6918586494967175,0.0,3.0,0.00042396834369700395
Plymouth 003A,E01015023,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.09999999999998,0.0,,,120.1,,-0.7071592948903431,0.25847936388851445,0.13351015431185184,0.05409109425912954,0.6187243057165223,0.1258942810055798,2.666666667,0.00037686075
Plymouth 003C,E01015028,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,,,121.2,,-1.0018465132425982,,0.19528815505571923,,0.4726114873879441,,2.333333333,0.0003297531561616733
Plymouth 003D,E01015163,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,4.333333333,0.0006123987186263426
Plymouth 003E,E01015165,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,121.2,,-0.7042939879395543,0.257688045872648,0.1330067993363184,0.05393723623513635,0.6181770248535354,0.12606345336073752,1.333333333,0.0001884303749293386
Plymouth 004B,E01015082,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,123.3,,-0.6618469160246508,0.22186032032830538,0.12430237290151279,0.04645719770959597,0.6353738557273197,0.10945317756005184,3.666666667,0.0005181835312323347
Plymouth 004D,E01015084,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,122.2,0.0,-0.998412711076992,0.0,0.19466909181321518,0.0,0.4719364794832114,0.0,2.666666667,0.00037686075
Plymouth 005A,E01015090,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,,,119.0,,-0.7848700216528636,0.31754258656631384,0.14967252406746603,0.0664365094851232,0.5829777516715179,0.1539808423877565,1.666666667,0.00023553796876766536
Plymouth 005D,E01015093,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,0.0,,,120.1,,-0.7817758600508417,0.31657127528301837,0.14912490822748678,0.06624779028182792,0.5823817572025193,0.15418837499911542,1.333333333,0.0001884303749293386
Plymouth 005E,E01015094,30.0,,60.0,,80.0,,91.2,,,,,,,,,,,,,,1.666666667,0.00023553796876766536
Plymouth 006A,E01015085,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,122.2,0.0,-0.8500509021297166,0.25697019099950813,0.16360905246463275,0.053797566236833294,0.5448079009803245,0.12621700445276673,3.0,0.00042396834369700395
Plymouth 006B,E01015087,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,0.666666667,9.42151875353307e-05
Plymouth 006C,E01015088,30.0,,60.0,,80.0,,91.2,,,,,,,,,,,,,,1.666666667,0.00023553796876766536
Plymouth 006E,E01015148,30.0,,60.0,,80.0,,94.4,,124.4,,,,,,-0.5485051373724896,,0.10065822127345925,,0.6896497842700364,,1.666666667,0.00023553796876766536
Plymouth 007A,E01015030,30.0,0.0,60.0,0.0,80.0,0.0,90.09999999999998,0.0,120.1,0.0,,,120.1,,-0.7817758600508417,0.31657127528301837,0.14912490822748678,0.06624779028182792,0.5823817572025193,0.15418837499911547,2.0,0.0002826455624646693
Plymouth 007B,E01015070,30.0,0.0,60.0,0.0,80.0,0.0,90.09999999999998,0.0,,,,,,,,,,,,,2.666666667,0.00037686075
Plymouth 007C,E01015081,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,123.3,,-0.9946373965171089,,0.19398816946590675,,0.47119408938724194,,1.666666667,0.00023553796876766536
Plymouth 007D,E01015086,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,,,,,,-0.5579261645693461,,0.102280646480582,,0.6914094027445281,,1.0,0.00014132278123233464
Plymouth 007E,E01015089,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,5.0,0.0007066139061616733
Plymouth 008B,E01015064,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,0.0,,,,,-0.5579261645693461,0.0,0.102280646480582,0.0,0.6914094027445281,0.0,4.666666667,0.0006595063124646694
Plymouth 008C,E01015065,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,121.2,,-0.7786821192653153,0.31560211260144616,0.1485771382661686,0.06605935345601983,0.5817856404871375,0.15439556797347612,2.0,0.0002826455624646693
Plymouth 008D,E01015071,30.0,,60.0,,80.0,,89.0,,119.0,,,,,,-0.5603335053763068,,0.10269481769217104,,0.6918586494967175,,4.0,0.0005652911249293386
Plymouth 009A,E01015076,30.0,,60.0,,80.0,,93.3,,,,,,,,,,,,,,1.0,0.00014132278123233464
Plymouth 009B,E01015142,30.0,,60.0,,80.0,,94.4,,124.4,,,,,,-0.5485051373724896,,0.10065822127345925,,0.6896497842700364,,1.666666667,0.00023553796876766536
Plymouth 009C,E01015143,30.0,,60.0,,80.0,,93.3,,,,,,,,,,,,,,0.666666667,9.42151875353307e-05
Plymouth 009D,E01015144,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,,,,,,,,,,,,,3.333333333,0.00047107593739400795
Plymouth 009E,E01015146,30.0,,60.0,,80.0,,94.4,,124.4,,,,,,-0.5485051373724896,,0.10065822127345925,,0.6896497842700364,,1.333333333,0.0001884303749293386
Plymouth 009F,E01015149,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,,,-0.5509167558604982,0.0,0.1010737740467148,0.0,0.6901004445073456,0.0,2.666666667,0.00037686075
Plymouth 010C,E01015069,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,,,,,,,,,,,,,3.0,0.00042396834369700395
Plymouth 010E,E01015096,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,122.2,0.0,-0.998412711076992,0.0,0.19466909181321515,0.0,0.47193647948321144,0.0,3.666666667,0.0005181835312323347
Plymouth 011C,E01015079,30.0,,60.0,,80.0,,92.2,,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,1.333333333,0.0001884303749293386
Plymouth 011E,E01015104,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,,,-0.5533272842351653,0.0,0.1014889737674679,0.0,0.6905507439745506,0.0,1.666666667,0.00023553796876766536
Plymouth 012B,E01015037,30.0,,60.0,,80.0,,93.3,,123.3,,,,123.3,,-0.9946373965171089,,0.19398816946590675,,0.47119408938724194,,2.333333333,0.0003297531561616733
Plymouth 012D,E01015066,30.0,,60.0,,80.0,,92.2,,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,1.666666667,0.00023553796876766536
Plymouth 012E,E01015067,30.0,,60.0,,80.0,,92.2,,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,2.666666667,0.00037686075
Plymouth 013A,E01015072,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,3.333333333,0.00047107593739400795
Plymouth 013B,E01015073,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,,,,,,,,,,,,,2.666666667,0.00037686075
Plymouth 013D,E01015080,30.0,,60.0,,80.0,,94.4,,124.4,,,,124.4,,-0.9908640469396288,,0.19330729853768008,,0.4704518267017865,,1.666666667,0.00023553796876766536
Plymouth 014A,E01015039,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,1.666666667,0.00023553796876766536
Plymouth 014D,E01015075,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,2.0,0.0002826455624646693
Plymouth 015A,E01015120,30.0,,60.0,,80.0,,95.5,,125.5,,,,,,-0.5460924316310776,,0.10024231570335895,,0.6891987638298663,,1.333333333,0.0001884303749293386
Plymouth 015B,E01015121,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,3.0,0.00042396834369700395
Plymouth 015C,E01015123,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,0.0,,,125.5,0.0,-0.7665925511855475,0.25461160676223576,0.14643439836921743,0.05333802272312567,0.5794542292585355,0.1267220731536961,6.333333333,0.0008950442810910118
Plymouth 015D,E01015124,30.0,0.0,60.0,0.0,80.0,0.0,95.5,0.0,125.5,,,,,,-0.5460924316310776,,0.10024231570335895,,0.6891987638298663,,3.666666667,0.0005181835312323347
Plymouth 015E,E01015125,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,0.0,,,,,-0.5438981216914698,0.0,0.09986391380020931,0.0,0.6887884331545439,0.0,3.666666667,0.0005181835312323347
Plymouth 016B,E01015034,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,121.2,0.0,-0.8530702505910762,0.257688045872648,0.16414747719601883,0.053937236235136354,0.5453942561207398,0.12606345336073754,5.0,0.0007066139061616733
Plymouth 016C,E01015036,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,3.0,0.00042396834369700395
Plymouth 016D,E01015038,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,122.2,,-0.7758699976560787,0.3147229235271647,0.14807903279034154,0.06588829334191089,0.5812436117288811,0.1545836288859354,3.0,0.00042396834369700395
Plymouth 016E,E01015101,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,4.333333333,0.0006123987186263426
Plymouth 017A,E01015098,30.0,,60.0,,80.0,,92.2,,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,1.333333333,0.0001884303749293386
Plymouth 017B,E01015099,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,3.0,0.00042396834369700395
Plymouth 017D,E01015103,30.0,,60.0,,80.0,,91.2,,,,,,,,,,,,,,1.666666667,0.00023553796876766536
Plymouth 017E,E01015105,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,,,,,,,,,,,,,2.333333333,0.0003297531561616733
Plymouth 018A,E01015107,30.0,0.0,60.0,0.0,80.0,0.0,97.59999999999998,0.0,127.6,0.0,,,127.6,,-0.7606908143711726,0.31000617163300903,0.14538711477105812,0.0649686590089103,0.5783149992424208,0.15559421903937837,1.333333333,0.0001884303749293386
