property,,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency
subtype,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,
Cornwall 065A,E01018988,30.0,0.0,60.0,0.0,80.0,0.0,179.19999999999996,0.0,,,,,,,,,,,,,4.666666667,0.0006595063124646694
Cornwall 065B,E01018989,30.0,0.0,60.0,0.0,80.0,0.0,184.6,0.0,214.6,,,,,,-0.3473009522962136,,0.0654072369088472,,0.6515267947771406,,2.333333333,0.0003297531561616733
Cornwall 065C,E01018991,30.0,,60.0,,80.0,,191.1,,221.1,,,,221.1,,-0.6676270551045294,,0.13387484777616132,,0.40607166864791533,,1.666666667,0.00023553796876766536
Cornwall 065D,E01019006,30.0,0.0,60.0,0.0,80.0,0.0,185.7,0.0,215.7,0.0,,,215.7,,-0.42990739855943955,0.17019856579400294,0.08301289345657464,0.036099099516831434,0.5906872316147218,0.12072234575394322,1.666666667,0.00023553796876766536
Cornwall 066A,E01018879,30.0,0.0,60.0,0.0,80.0,0.0,169.6,0.0,199.6,0.0,,,,,-0.3812055986727283,0.0,0.0714273410394487,0.0,0.658019513531399,0.0,3.666666667,0.0005181835312323347
Cornwall 066B,E01018880,30.0,0.0,60.0,0.0,80.0,0.0,170.6,0.0,,,,,,,,,,,,,5.666666667,0.000800829093697004
Cornwall 066C,E01018899,30.0,0.0,60.0,0.0,80.0,0.0,162.1,0.0,192.1,0.0,,,192.1,,-0.5196329965843213,0.21051020236971205,0.10013618759205907,0.04455181246570582,0.5825444067066539,0.13631167325482443,3.333333333,0.00047107593739400795
Cornwall 066D,E01018900,30.0,0.0,60.0,0.0,80.0,0.0,164.2,0.0,194.2,,,,,,-0.39337018198729123,,0.07357943839715964,,0.6603426271508812,,3.0,0.00042396834369700395
Cornwall 066E,E01018901,30.0,0.0,60.0,0.0,80.0,0.0,161.0,0.0,191.0,0.0,,,191.0,,-0.5224950419556561,0.2111831935132305,0.10065204643773414,0.04468881384540932,0.5831016129493629,0.13616352964459502,2.666666667,0.00037686075
Cornwall 067A,E01018976,30.0,0.0,60.0,0.0,80.0,0.0,182.5,0.0,212.5,0.0,,,212.5,,-0.4665882264103849,0.19837292649797172,0.09053967729431116,0.04206445125101612,0.5721932282600288,0.13899016414376142,3.666666667,0.0005181835312323347
Cornwall 067B,E01018977,30.0,0.0,60.0,0.0,80.0,0.0,181.4,0.0,211.4,0.0,,,211.4,,-0.5268961736761443,0.24373735107457212,0.10323945217396166,0.05167927024577062,0.5326698542050684,0.17005477247893896,3.333333333,0.00047107593739400795
Cornwall 067C,E01018994,30.0,0.0,60.0,0.0,80.0,0.0,182.5,0.0,212.5,0.0,,,212.5,0.0,-0.5811188889239227,0.19837292649797172,0.1148255995473992,0.04206445125101612,0.49194721957691795,0.1389901641437614,5.0,0.0007066139061616733
Cornwall 067D,E01018996,30.0,0.0,60.0,0.0,80.0,0.0,180.3,0.0,210.3,0.0,,,210.3,0.0,-0.49535908941195705,0.1894050047468367,0.09646481780661845,0.04015562682357373,0.5572944011876793,0.13158969861318395,4.333333333,0.0006123987186263426
Cornwall 067E,E01018997,30.0,0.0,60.0,0.0,80.0,0.0,181.4,0.0,211.4,0.0,,,,,-0.3545478399028681,0.0,0.06669668973640508,0.0,0.6529167369980616,0.0,3.333333333,0.00047107593739400795
Cornwall 068A,E01018995,30.0,0.0,60.0,0.0,80.0,0.0,182.5,0.0,,,,,,,,,,,,,3.666666667,0.0005181835312323347
Cornwall 068B,E01018998,30.0,0.0,60.0,0.0,80.0,0.0,181.4,0.0,211.4,0.0,,,,,-0.3545478399028681,0.0,0.06669668973640508,0.0,0.6529167369980616,0.0,3.666666667,0.0005181835312323347
Cornwall 068C,E01018999,30.0,0.0,60.0,0.0,80.0,0.0,181.4,0.0,211.4,0.0,,,,,-0.3545478399028681,0.0,0.06669668973640508,0.0,0.6529167369980616,0.0,4.333333333,0.0006123987186263426
Cornwall 068D,E01019001,30.0,0.0,60.0,0.0,80.0,0.0,182.5,0.0,212.5,,,,,,-0.35205756389684706,,0.0662537550412231,,0.6524392369431398,,4.333333333,0.0006123987186263426
Cornwall 069A,E01018992,30.0,0.0,60.0,0.0,80.0,0.0,190.0,0.0,,,,,,,,,,,,,2.333333333,0.0003297531561616733
Cornwall 069B,E01018993,30.0,0.0,60.0,0.0,80.0,0.0,191.1,0.0,221.1,0.0,,,221.1,,-0.4442476138526395,0.19345227080731017,0.08647792792366042,0.04104693665340077,0.5678209168753169,0.14007895800796485,2.666666667,0.00037686075
Cornwall 069C,E01019005,30.0,,60.0,,80.0,,194.3,,,,,,,,,,,,,,3.0,0.00042396834369700395
Cornwall 070A,E01019000,30.0,0.0,60.0,0.0,80.0,0.0,183.5,0.0,213.5,0.0,,,,,-0.34979291086628583,0.0,0.0658508009390899,0.0,0.6520048797777526,0.0,4.0,0.0005652911249293386
Cornwall 070B,E01019002,30.0,0.0,60.0,0.0,80.0,0.0,188.9,0.0,218.9,0.0,,,,,-0.33755125550674947,0.0,0.0636701493222297,0.0,0.6496549949997078,0.0,3.666666667,0.0005181835312323347
Cornwall 070C,E01019003,30.0,0.0,60.0,0.0,80.0,0.0,184.6,0.0,214.6,0.0,,,214.6,0.0,-0.6887931657548956,0.0,0.13783165730507385,0.0,0.4103243610734249,0.0,2.666666667,0.00037686075
Cornwall 070D,E01019004,30.0,0.0,60.0,0.0,80.0,0.0,184.6,0.0,214.6,0.0,,,214.6,0.0,-0.5749624279353349,0.19716062136653117,0.11369018383966496,0.04181425861166408,0.4907251723079968,0.13925829002803308,4.333333333,0.0006123987186263426
Cornwall 071A,E01018882,30.0,,60.0,,80.0,,172.8,,202.8,,,,202.8,,-0.7274334587700801,,0.14503242954516882,,0.4180785836510275,,1.333333333,0.0001884303749293386
Cornwall 071D,E01018885,30.0,0.0,60.0,0.0,80.0,0.0,172.8,0.0,202.8,0.0,,,202.8,0.0,-0.47497141482731425,0.1724644089703367,0.09154371489293577,0.03653974837172626,0.5884790665344486,0.11640569057347713,6.0,0.0008479366873940079
Cornwall 071E,E01018886,30.0,0.0,60.0,0.0,80.0,0.0,172.8,0.0,202.8,,,,,,-0.3739865972502079,,0.07014822903204254,,0.656639259687817,,3.333333333,0.00047107593739400795
Cornwall 071G,E01018888,30.0,0.0,60.0,0.0,80.0,0.0,172.8,0.0,,,,,,,,,,,,,4.666666667,0.0006595063124646694
Cornwall 072A,E01018861,30.0,0.0,60.0,0.0,80.0,0.0,177.1,0.0,207.1,0.0,,,207.1,,-0.43408336515205975,0.15609838331019216,0.08322116813479517,0.033085257395919325,0.6068738936733035,0.1071221386898334,5.333333333,0.0007537214998586772
Cornwall 072B,E01018862,30.0,0.0,60.0,0.0,80.0,0.0,180.3,0.0,210.3,,,,210.3,,-0.7028418766203881,,0.14045310305068015,,0.41314510865618503,,3.0,0.00042396834369700395
Cornwall 072C,E01018905,30.0,0.0,60.0,0.0,80.0,0.0,177.1,0.0,207.1,,,,,,-0.3642740459001781,,0.06842499121672452,,0.654780370474429,,2.666666667,0.00037686075
Cornwall 072E,E01018907,30.0,0.0,60.0,0.0,80.0,0.0,176.0,0.0,206.0,0.0,,,206.0,,-0.4834824428145447,0.20216927534636348,0.0936033726460146,0.042845862766487504,0.5754947585580185,0.13815113519790878,2.333333333,0.0003297531561616733
Cornwall 073A,E01018881,30.0,0.0,60.0,0.0,80.0,0.0,185.7,0.0,215.69999999999996,0.0,,,215.7,0.0,-0.5717395367211087,0.19652837555371167,0.11309547638726751,0.04168364964709144,0.49008527681976916,0.1393981576364844,4.0,0.0005652911249293386
Cornwall 073B,E01018902,30.0,,60.0,,80.0,,180.3,,210.3,,,,,,-0.357037231273003,,0.0671392943105773,,0.6533939295420088,,1.0,0.00014132278123233464
Cornwall 073C,E01018903,30.0,,60.0,,80.0,,177.1,,,,,,,,,,,,,,1.333333333,0.0001884303749293386
Cornwall 073D,E01018904,30.0,0.0,60.0,0.0,80.0,0.0,183.5,0.0,213.5,0.0,,,,,-0.34979291086628583,0.0,0.0658508009390899,0.0,0.6520048797777526,0.0,5.666666667,0.000800829093697004
Cornwall 073E,E01018920,30.0,0.0,60.0,0.0,80.0,0.0,187.8,0.0,,,,,,,,,,,,,2.333333333,0.0003297531561616733
Cotswold 004C,E01022201,30.0,0.0,60.0,0.0,80.0,0.0,132.0,0.0,162.0,,,,,,-0.46543645679927037,,0.08624348153389338,,0.6740327348440567,,2.333333333,0.0003297531561616733
Cotswold 006A,E01022188,30.0,0.0,60.0,0.0,80.0,0.0,134.1,0.0,164.1,,,,164.1,,-0.8560612419124594,,0.16878510297924149,,0.44377567735418716,,2.0,0.0002826455624646693
Cotswold 006B,E01022189,30.0,,60.0,,80.0,,134.1,,164.1,,,,,,-0.4607617527191552,,0.0854264631431253,,0.6731485822047355,,1.333333333,0.0001884303749293386
Cotswold 006D,E01022196,30.0,,60.0,,80.0,,135.2,,,,,,,,,,,,,,1.0,0.00014132278123233464
Cotswold 007A,E01022194,30.0,0.0,60.0,0.0,80.0,0.0,133.1,0.0,163.1,0.0,,,,,-0.4629882529293985,0.0,0.08581567558937442,0.0,0.6735697612155166,0.0,3.333333333,0.00047107593739400795
Cotswold 007B,E01022195,30.0,0.0,60.0,0.0,80.0,0.0,133.1,0.0,163.1,,,,,,-0.4629882529293985,,0.08581567558937442,,0.6735697612155166,,2.333333333,0.0003297531561616733
Cotswold 007C,E01022199,30.0,0.0,60.0,0.0,80.0,0.0,133.1,0.0,163.1,0.0,,,163.1,,-0.6612053430079765,0.2803212970832545,0.12760843919840528,0.05910389310494419,0.5590070341951638,0.16201616229462937,4.333333333,0.0006123987186263426
Cotswold 007D,E01022200,30.0,0.0,60.0,0.0,80.0,0.0,133.1,0.0,163.1,0.0,,,,,-0.4629882529293985,0.0,0.08581567558937442,0.0,0.6735697612155166,0.0,3.0,0.00042396834369700395
Cotswold 008B,E01022192,30.0,,60.0,,80.0,,132.0,,,,,,,,,,,,,,0.666666667,9.42151875353307e-05
Cotswold 008C,E01022193,30.0,,60.0,,80.0,,133.1,,,,,,,,,,,,,,1.333333333,0.0001884303749293386
Cotswold 008D,E01022198,30.0,0.0,60.0,0.0,80.0,0.0,132.0,0.0,162.0,,,,,,-0.46543645679927037,,0.08624348153389338,,0.6740327348440567,,3.333333333,0.00047107593739400795
Cotswold 008E,E01022225,30.0,,60.0,,80.0,,133.1,,163.1,,,,,,-0.4629882529293985,,0.08581567558937442,,0.6735697612155166,,4.666666667,0.0006595063124646694
Cotswold 010B,E01022223,30.0,0.0,60.0,0.0,80.0,0.0,138.4,0.0,168.4,,,,,,-0.4511785124186929,,0.08374962131267505,,0.6713343350441917,,1.666666667,0.00023553796876766536
Cotswold 010C,E01022224,30.0,,60.0,,80.0,,133.1,,163.1,,,,,,-0.4629882529293985,,0.08581567558937442,,0.6735697612155166,,2.666666667,0.00037686075
Cotswold 011A,E01022176,30.0,0.0,60.0,0.0,80.0,0.0,124.5,0.0,154.5,0.0,,,154.5,0.0,-0.8884039716255461,0.0,0.17470363022335728,0.0,0.4502025832211757,0.0,2.333333333,0.0003297531561616733
Cotswold 011C,E01022217,30.0,,60.0,,80.0,,120.2,,,,,,,,,,,,,,2.0,0.0002826455624646693
Cotswold 011E,E01022219,30.0,0.0,60.0,0.0,80.0,0.0,120.2,0.0,150.2,0.0,,,,,-0.4916359526672578,0.0,0.09081100126388642,0.0,0.6789777042319263,0.0,3.666666667,0.0005181835312323347
Cotswold 011F,E01022220,30.0,0.0,60.0,0.0,80.0,0.0,119.1,0.0,149.1,0.0,,,149.1,0.0,-0.6591113058047652,0.22598891815572916,0.12595542970858925,0.047543235159941355,0.5891920652113822,0.12357249807249093,2.666666667,0.00037686075
East Devon 001A,E01019902,30.0,0.0,60.0,0.0,80.0,0.0,159.9,0.0,189.9,0.0,,,189.9,,-0.49477817151688047,0.18347447479538082,0.0946976454704711,0.038820545188524846,0.6032907886349503,0.1177924581309231,4.0,0.0005652911249293386
East Devon 001B,E01019938,30.0,0.0,60.0,0.0,80.0,0.0,157.8,0.0,187.80000000000004,0.0,,,,,-0.40775870143261894,0.0,0.07611961424636549,0.0,0.6630859812188699,0.0,3.0,0.00042396834369700395
East Devon 001C,E01019967,30.0,0.0,60.0,0.0,80.0,0.0,164.2,0.0,194.19999999999996,0.0,,,194.2,,-0.5141695560522296,0.2092306534029914,0.09915089978642903,0.04429107035000042,0.581480357826428,0.13659345727013342,1.666666667,0.00023553796876766536
East Devon 002A,E01019927,30.0,0.0,60.0,0.0,80.0,0.0,151.3,0.0,181.30000000000004,0.0,,,181.30000000000004,0.0,-0.6104398870643408,0.20605349468764922,0.11844646952364402,0.04355342892191278,0.5490850460723969,0.12792164540556022,4.333333333,0.0006123987186263426
East Devon 002B,E01019932,30.0,0.0,60.0,0.0,80.0,0.0,151.3,0.0,181.30000000000004,0.0,,,181.3,,-0.5477398053458984,0.21719945435012564,0.10519358314740539,0.04590934510116539,0.5880103631733983,0.134841253839328,4.666666667,0.0006595063124646694
East Devon 002C,E01019933,30.0,0.0,60.0,0.0,80.0,0.0,152.4,0.0,,,,,,,,,,,,,1.666666667,0.00023553796876766536
East Devon 002D,E01019934,30.0,0.0,60.0,0.0,80.0,0.0,153.5,0.0,183.5,,,,,,-0.41740824054222636,,0.07781989519165255,,0.6649230340238528,,3.0,0.00042396834369700395
East Devon 003A,E01019928,30.0,,60.0,,80.0,,151.3,,181.3,,,,181.3,,-0.7985401322196681,,0.15820512865235992,,0.4323090947693929,,1.0,0.00014132278123233464
East Devon 003B,E01019929,30.0,,60.0,,80.0,,153.5,,,,,,,,,,,,,,0.666666667,9.42151875353307e-05
East Devon 003C,E01019930,30.0,,60.0,,80.0,,150.2,,,,,,,,,,,,,,2.333333333,0.0003297531561616733
East Devon 003D,E01019931,30.0,0.0,60.0,0.0,80.0,0.0,152.4,0.0,182.4,0.0,,,182.4,,-0.6073774303136052,0.2651693076372016,0.11789184999725905,0.056056354039271894,0.5484851368248655,0.165331524701053,3.333333333,0.00047107593739400795
East Devon 004A,E01019925,30.0,,60.0,,80.0,,149.2,,179.2,,,,179.2,,-0.8055332081766853,,0.15949503998411924,,0.4337054569080949,,1.0,0.00014132278123233464
East Devon 004D,E01019959,30.0,,60.0,,80.0,,155.6,,185.6,,,,,,-0.4126974690684557,,0.07699016953938809,,0.6640264885921566,,0.333333333,4.710759369700396e-05
East Devon 004E,E01019960,30.0,0.0,60.0,0.0,80.0,0.0,155.6,0.0,185.6,0.0,,,185.6,,-0.5984723575010378,0.26272536676970615,0.11627788439960385,0.055561219189964116,0.5467398711680668,0.16586832504601245,2.0,0.0002826455624646693
East Devon 004F,E01019962,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,,,,,,-0.4319673059777729,,0.08038027766042344,,0.6676905021636663,,3.0,0.00042396834369700395
East Devon 004G,E01032628,30.0,0.0,60.0,0.0,80.0,0.0,148.1,0.0,178.1,0.0,,,,,-0.4295058043926192,0.0,0.0799478143507395,0.0,0.6672229679206125,0.0,4.333333333,0.0006123987186263426
East Devon 005A,E01019886,30.0,0.0,60.0,0.0,80.0,0.0,168.5,0.0,198.5,,,,,,-0.3836853558708111,,0.07186638430780656,,0.6584933599560886,,3.333333333,0.00047107593739400795
East Devon 005B,E01019887,30.0,0.0,60.0,0.0,80.0,0.0,165.3,0.0,195.3,,,,,,-0.3908940023170284,,0.07314170184597557,,0.6598700212634998,,2.333333333,0.0003297531561616733
East Devon 005C,E01019888,30.0,0.0,60.0,0.0,80.0,0.0,164.2,0.0,,,,,,,,,,,,,5.333333333,0.0007537214998586772
East Devon 006A,E01019891,30.0,0.0,60.0,0.0,80.0,0.0,148.1,0.0,178.1,0.0,,,178.1,,-0.6193526984165795,0.2684840523030923,0.12005936806785136,0.05672630327459653,0.5508301371886539,0.1646043197841318,3.0,0.00042396834369700395
East Devon 006B,E01019892,30.0,0.0,60.0,0.0,80.0,0.0,141.6,0.0,171.6,0.0,,,,,-0.4440370817232475,0.0,0.0824983465810245,0.0,0.6699808684773978,0.0,2.333333333,0.0003297531561616733
East Devon 006C,E01019893,30.0,0.0,60.0,0.0,80.0,0.0,139.5,0.0,169.5,0.0,,,,,-0.44872457688148804,0.0,0.08331982169925922,0.0,0.6708694002988742,0.0,3.333333333,0.00047107593739400795
East Devon 006D,E01019903,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,0.0,,,177.0,0.0,-0.6859012818236415,0.21991327396650617,0.13402472482737005,0.04645745401854792,0.5126764620256704,0.1342460967027651,3.666666667,0.0005181835312323347
East Devon 007A,E01019899,30.0,0.0,60.0,0.0,80.0,0.0,164.2,0.0,194.2,0.0,,,,,-0.39337018198729123,0.0,0.07357943839715964,0.0,0.6603426271508812,0.0,1.666666667,0.00023553796876766536
East Devon 007B,E01019900,30.0,,60.0,,80.0,,165.3,,195.3,,,,195.3,,-0.7521360032491478,,0.14962025773705995,,0.4230285044976445,,1.666666667,0.00023553796876766536
East Devon 007C,E01019935,30.0,0.0,60.0,0.0,80.0,0.0,159.9,0.0,189.9,,,,,,-0.40304093411919006,,0.07528737287620868,,0.6621870177004119,,2.0,0.0002826455624646693
East Devon 007D,E01019936,30.0,0.0,60.0,0.0,80.0,0.0,165.3,0.0,,,,,,,,,,,,,2.0,0.0002826455624646693
East Devon 007E,E01019961,30.0,0.0,60.0,0.0,80.0,0.0,168.5,0.0,198.5,0.0,,,198.5,0.0,-0.7415827521224223,0.0,0.14766177805806813,0.0,0.42091458700696704,0.0,3.0,0.00042396834369700395
East Devon 008A,E01019939,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,0.0,,,177.0,0.0,-0.6859012818236415,0.21991327396650617,0.13402472482737005,0.04645745401854792,0.5126764620256704,0.1342460967027651,2.333333333,0.0003297531561616733
East Devon 008B,E01019940,30.0,0.0,60.0,0.0,80.0,0.0,149.2,0.0,179.2,,,,,,-0.4270433461344765,,0.07951501161898356,,0.6667551041935114,,5.0,0.0007066139061616733
East Devon 008C,E01019942,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,0.0,,,177.0,,-0.6224177878621743,0.2693376544414119,0.1206136130356334,0.05689852854712714,0.5514299720601694,0.16441721844105087,3.333333333,0.00047107593739400795
East Devon 008D,E01019943,30.0,0.0,60.0,0.0,80.0,0.0,148.1,0.0,178.1,0.0,,,178.1,0.0,-0.6193526984165795,0.21921631073909564,0.12005936806785136,0.04631683267237734,0.5508301371886539,0.13439886430967768,4.666666667,0.0006595063124646694
East Devon 008E,E01019944,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,0.0,,,177.0,0.0,-0.6859012818236415,0.21991327396650617,0.13402472482737005,0.04645745401854792,0.5126764620256704,0.1342460967027651,4.666666667,0.0006595063124646694
East Devon 009A,E01019890,30.0,,60.0,,80.0,,162.1,,192.1,,,,192.1,,-0.7627092405949529,,0.15158018943198104,,0.4251452442119315,,2.333333333,0.0003297531561616733
East Devon 009B,E01019901,30.0,,60.0,,80.0,,158.8,,188.8,,,,,,-0.4055125695312165,,0.07572346179433365,,0.6626580500082441,,1.666666667,0.00023553796876766536
East Devon 009C,E01019951,30.0,0.0,60.0,0.0,80.0,0.0,152.4,0.0,182.4,0.0,,,182.4,0.0,-0.6073774303136052,0.21650983305274749,0.11789184999725905,0.04576982141233962,0.5484851368248655,0.13499262463797765,5.666666667,0.000800829093697004
East Devon 010A,E01019946,30.0,0.0,60.0,0.0,80.0,0.0,163.1,0.0,,,,,,,,,,,,,3.666666667,0.0005181835312323347
East Devon 010B,E01019947,30.0,0.0,60.0,0.0,80.0,0.0,163.1,0.0,193.1,0.0,,,,,-0.39584544065379634,0.0,0.07401683991594588,0.0,0.6608149139039482,0.0,6.666666667,0.0009421518749293386
East Devon 010C,E01019948,30.0,0.0,60.0,0.0,80.0,0.0,163.1,0.0,193.1,0.0,,,193.1,,-0.45643836101976554,0.1484217369217194,0.0868419594790152,0.03141499881970619,0.6214263389776221,0.09648191026488251,4.666666667,0.0006595063124646694
East Devon 010D,E01019949,30.0,0.0,60.0,0.0,80.0,0.0,164.2,0.0,194.2,0.0,,,194.2,,-0.44514134230083624,0.13697361527489682,0.08453863613541794,0.028995311784213024,0.6265445117261156,0.08942140819658605,3.666666667,0.0005181835312323347
East Devon 011A,E01019952,30.0,0.0,60.0,0.0,80.0,0.0,152.4,0.0,182.4,0.0,,,182.4,,-0.5448764251160029,0.21650983305274746,0.10467924064067136,0.04576982141233962,0.5874541509115407,0.1349926246379776,3.333333333,0.00047107593739400795
East Devon 011C,E01019954,30.0,0.0,60.0,0.0,80.0,0.0,150.2,0.0,180.2,,,,,,-0.42480391964079534,,0.07912126029755351,,0.6663294881976949,,5.333333333,0.0007537214998586772
East Devon 011D,E01019955,30.0,0.0,60.0,0.0,80.0,0.0,152.4,0.0,182.4,0.0,,,,,-0.41987441472079823,0.0,0.07825402192749598,0.0,0.6653921790848912,0.0,3.666666667,0.0005181835312323347
East Devon 012A,E01019956,30.0,0.0,60.0,0.0,80.0,0.0,152.4,0.0,182.4,,,,182.4,,-0.7948804459064123,,0.15752967806702212,,0.43157809456483975,,7.333333333,0.0010363670623233464
East Devon 012B,E01019957,30.0,0.0,60.0,0.0,80.0,0.0,152.4,0.0,182.4,0.0,,,,,-0.41987441472079823,0.0,0.07825402192749598,0.0,0.6653921790848912,0.0,5.333333333,0.0007537214998586772
East Devon 012C,E01019958,30.0,0.0,60.0,0.0,80.0,0.0,151.3,0.0,181.3,0.0,,,181.3,,-0.49757973997114446,0.16824197390067494,0.09459127404641447,0.03556122580242053,0.6191506168541994,0.10444758610028887,6.333333333,0.0008950442810910118
East Devon 013A,E01019937,30.0,0.0,60.0,0.0,80.0,0.0,145.9,0.0,175.9,0.0,,,175.9,,-0.5617983106608909,0.22061211202873002,0.10771597354059208,0.04659835410366762,0.5907390909312171,0.1340929751568873,3.0,0.00042396834369700395
East Devon 013B,E01019945,30.0,,60.0,,80.0,,147.0,,,,,,,,,,,,,,1.333333333,0.0001884303749293386
East Devon 013C,E01019963,30.0,,60.0,,80.0,,141.6,,,,,,,,,,,,,,2.666666667,0.00037686075
East Devon 014A,E01019898,30.0,0.0,60.0,0.0,80.0,0.0,137.4,0.0,167.4,0.0,,,167.4,,-0.5513019815065998,0.19578693604444508,0.10479321296078553,0.04130632295139758,0.6142101980055981,0.11509302779481696,5.666666667,0.000800829093697004
East Devon 014B,E01019964,30.0,0.0,60.0,0.0,80.0,0.0,142.7,0.0,,,,,,,,,,,,,2.0,0.0002826455624646693
East Devon 015A,E01019904,30.0,0.0,60.0,0.0,80.0,0.0,148.1,0.0,178.1,0.0,,,178.1,,-0.6193526984165795,0.2684840523030923,0.12005936806785136,0.05672630327459653,0.5508301371886539,0.1646043197841318,3.333333333,0.00047107593739400795
East Devon 015B,E01019905,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,,,,,,-0.4319673059777729,,0.08038027766042344,,0.6676905021636663,,2.0,0.0002826455624646693
East Devon 015C,E01019906,30.0,,60.0,,80.0,,147.0,,177.0,,,,,,-0.4319673059777729,,0.08038027766042344,,0.6676905021636663,,3.333333333,0.00047107593739400795
East Devon 015D,E01019907,30.0,0.0,60.0,0.0,80.0,0.0,148.1,0.0,178.1,0.0,,,,,-0.4295058043926192,0.0,0.0799478143507395,0.0,0.6672229679206125,0.0,5.0,0.0007066139061616733
East Devon 016B,E01019909,30.0,0.0,60.0,0.0,80.0,0.0,145.9,0.0,175.9,0.0,,,175.9,0.0,-0.6891687729271702,0.22061211202873002,0.13461954582613808,0.04659835410366761,0.5133204756279505,0.13409297515688726,4.666666667,0.0006595063124646694
East Devon 016C,E01019910,30.0,0.0,60.0,0.0,80.0,0.0,145.9,0.0,175.9,0.0,,,175.9,0.0,-0.8165392351934493,0.0,0.16152311811168407,0.0,0.43590186032468375,0.0,4.0,0.0005652911249293386
East Devon 016D,E01019911,30.0,0.0,60.0,0.0,80.0,0.0,144.9,0.0,174.9,0.0,,,174.9,,-0.5133067881379013,0.1713787733959245,0.09739154478111506,0.036194335542047,0.6221793077082372,0.10375990997691915,3.333333333,0.00047107593739400795
East Devon 017A,E01019894,30.0,0.0,60.0,0.0,80.0,0.0,152.4,0.0,182.4,0.0,,,182.4,,-0.49487562095792104,0.16770779554068782,0.0941091531554012,0.0354531512177758,0.6186293621808809,0.10456483741674329,6.333333333,0.0008950442810910118
East Devon 017B,E01019895,30.0,0.0,60.0,0.0,80.0,0.0,151.3,0.0,181.3,0.0,,,181.3,0.0,-0.5728198380332754,0.20605349468764922,0.11049473769790083,0.04355342892191278,0.5724402363329977,0.1279216454055602,4.333333333,0.0006123987186263426
East Devon 017C,E01019896,30.0,0.0,60.0,0.0,80.0,0.0,150.2,0.0,180.2,,,,,,-0.42480391964079534,,0.07912126029755351,,0.6663294881976949,,6.0,0.0008479366873940079
East Devon 017D,E01019897,30.0,0.0,60.0,0.0,80.0,0.0,151.3,0.0,181.30000000000004,0.0,,,181.3,,-0.5477398053458984,0.21719945435012564,0.10519358314740539,0.04590934510116539,0.5880103631733983,0.13484125383932802,2.666666667,0.00037686075
East Devon 018A,E01019920,30.0,,60.0,,80.0,,148.1,,178.1,,,,,,-0.4295058043926192,,0.0799478143507395,,0.6672229679206125,,2.333333333,0.0003297531561616733
East Devon 018B,E01019921,30.0,,60.0,,80.0,,148.1,,178.1,,,,178.1,,-0.8091995924405397,,0.16017092178496323,,0.43443730645669537,,2.333333333,0.0003297531561616733
East Devon 018C,E01019922,30.0,0.0,60.0,0.0,80.0,0.0,148.1,0.0,178.1,0.0,,,178.1,0.0,-0.6826349964245662,0.21921631073909562,0.13342988597355532,0.04631683267237734,0.5120325269446677,0.13439886430967765,2.333333333,0.0003297531561616733
East Devon 018D,E01019923,30.0,0.0,60.0,0.0,80.0,0.0,148.1,0.0,178.1,0.0,,,178.1,0.0,-0.6826349964245662,0.21921631073909562,0.13342988597355532,0.04631683267237734,0.5120325269446677,0.13439886430967765,2.333333333,0.0003297531561616733
East Devon 019A,E01019916,30.0,,60.0,,80.0,,147.0,,,,,,,,,,,,,,2.0,0.0002826455624646693
East Devon 019B,E01019917,30.0,,60.0,,80.0,,147.0,,,,,,,,,,,,,,1.666666667,0.00023553796876766536
East Devon 019C,E01019918,30.0,0.0,60.0,0.0,80.0,0.0,148.1,0.0,178.1,,,,,,-0.4295058043926192,,0.0799478143507395,,0.6672229679206125,,3.666666667,0.0005181835312323347
East Devon 019D,E01019919,30.0,,60.0,,80.0,,147.0,,177.0,,,,,,-0.4319673059777729,,0.08038027766042344,,0.6676905021636663,,1.0,0.00014132278123233464
East Devon 020A,E01019912,30.0,,60.0,,80.0,,148.1,,,,,,,,,,,,,,3.666666667,0.0005181835312323347
East Devon 020B,E01019913,30.0,0.0,60.0,0.0,80.0,0.0,149.2,0.0,179.2,0.0,,,179.2,,-0.5216658116450287,0.1892449310211044,0.09951001871026748,0.03999001418256783,0.6084926923721572,0.11652482364270823,9.0,0.001271905031091012
East Devon 020C,E01019914,30.0,0.0,60.0,0.0,80.0,0.0,149.2,0.0,179.2,0.0,,,179.2,,-0.6162882771555809,0.2676327480604067,0.1195050258015514,0.05655442041647986,0.5502302805508031,0.16479098594865105,5.0,0.0007066139061616733
