lsoa,lsoa_code,unit_travel_time,unit_postcode,selected,admissions,relative_frequency
Cornwall 047B,E01018817,15.5,TR13LQ,1,5.333333333,0.000685254186431967
Cornwall 047C,E01018818,13.3,TR13LQ,1,3.666666667,0.00047111225324425026
Cornwall 047D,E01018820,12.2,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 047E,E01018821,9.0,TR13LQ,1,1.0,0.00012848515996402416
Cornwall 048A,E01018845,20.8,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 048B,E01018846,20.8,TR13LQ,1,1.333333333,0.00017131354657587048
Cornwall 048C,E01018848,19.8,TR13LQ,1,2.333333333,0.00029979870653989467
Cornwall 048D,E01018849,35.9,TR13LQ,1,3.0,0.00038545547989207247
Cornwall 048E,E01018850,29.4,TR13LQ,1,2.0,0.00025697031992804833
Cornwall 049A,E01018912,15.5,TR13LQ,1,3.666666667,0.00047111225324425026
Cornwall 049B,E01018913,17.6,TR13LQ,1,3.333333333,0.0004282838665039188
Cornwall 049C,E01018914,17.6,TR13LQ,1,3.666666667,0.00047111225324425026
Cornwall 049D,E01018915,18.7,TR13LQ,1,3.0,0.00038545547989207247
Cornwall 050A,E01018916,19.8,TR13LQ,1,2.0,0.00025697031992804833
Cornwall 050B,E01018917,18.7,TR13LQ,1,3.0,0.00038545547989207247
Cornwall 050C,E01018918,16.5,TR13LQ,1,3.0,0.00038545547989207247
Cornwall 050D,E01018919,16.5,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 051A,E01018894,21.9,TR13LQ,1,2.0,0.00025697031992804833
Cornwall 051B,E01018895,17.6,TR13LQ,1,2.0,0.00025697031992804833
Cornwall 051C,E01018896,18.7,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 051D,E01018897,19.8,TR13LQ,1,1.333333333,0.00017131354657587048
Cornwall 051E,E01018898,19.8,TR13LQ,1,1.666666667,0.000214141933316202
Cornwall 052A,E01018865,18.7,TR13LQ,1,3.666666667,0.00047111225324425026
Cornwall 052B,E01018866,21.9,TR13LQ,1,4.666666667,0.0005995974132082745
Cornwall 052C,E01018867,19.8,TR13LQ,1,3.666666667,0.00047111225324425026
Cornwall 052D,E01018868,20.8,TR13LQ,1,4.333333333,0.0005567690264679429
Cornwall 053A,E01018874,20.8,TR13LQ,1,2.333333333,0.00029979870653989467
Cornwall 053B,E01018875,20.8,TR13LQ,1,1.666666667,0.000214141933316202
Cornwall 053C,E01018876,20.8,TR13LQ,1,2.0,0.00025697031992804833
Cornwall 053D,E01018877,23.0,TR13LQ,1,3.666666667,0.00047111225324425026
Cornwall 053E,E01018878,21.9,TR13LQ,1,5.333333333,0.000685254186431967
Cornwall 054A,E01019008,34.8,TR13LQ,1,1.666666667,0.000214141933316202
Cornwall 054B,E01019009,35.9,TR13LQ,1,2.0,0.00025697031992804833
Cornwall 054C,E01019010,34.8,TR13LQ,1,0.666666667,8.565677335217782e-05
Cornwall 054D,E01019011,32.6,TR13LQ,1,2.333333333,0.00029979870653989467
Cornwall 054E,E01019012,34.8,TR13LQ,1,5.333333333,0.000685254186431967
Cornwall 055A,E01018869,20.8,TR13LQ,1,3.333333333,0.0004282838665039188
Cornwall 055B,E01018870,20.8,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 055C,E01018871,20.8,TR13LQ,1,2.333333333,0.00029979870653989467
Cornwall 055D,E01018872,24.1,TR13LQ,1,3.666666667,0.00047111225324425026
Cornwall 055E,E01018873,21.9,TR13LQ,1,1.0,0.00012848515996402416
Cornwall 056A,E01018827,19.8,TR13LQ,1,1.666666667,0.000214141933316202
Cornwall 056B,E01018828,24.1,TR13LQ,1,1.333333333,0.00017131354657587048
Cornwall 056C,E01018829,18.7,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 056D,E01018830,17.6,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 057A,E01018978,24.1,TR13LQ,1,1.666666667,0.000214141933316202
Cornwall 057B,E01018981,24.1,TR13LQ,1,5.333333333,0.000685254186431967
Cornwall 057C,E01018982,25.1,TR13LQ,1,2.333333333,0.00029979870653989467
Cornwall 057D,E01018983,27.3,TR13LQ,1,6.333333333,0.0008137393463959913
Cornwall 057E,E01018984,27.3,TR13LQ,1,3.0,0.00038545547989207247
Cornwall 058A,E01018985,29.4,TR13LQ,1,5.0,0.0006424257998201208
Cornwall 058B,E01018986,30.5,TR13LQ,1,4.0,0.0005139406398560967
Cornwall 058C,E01018987,30.5,TR13LQ,1,2.333333333,0.00029979870653989467
Cornwall 059A,E01018863,28.4,TR13LQ,1,2.333333333,0.00029979870653989467
Cornwall 059B,E01018864,31.6,TR13LQ,1,3.333333333,0.0004282838665039188
Cornwall 059C,E01018921,23.0,TR13LQ,1,2.333333333,0.00029979870653989467
Cornwall 059D,E01018922,27.3,TR13LQ,1,3.333333333,0.0004282838665039188
Cornwall 060A,E01018834,20.8,TR13LQ,1,3.0,0.00038545547989207247
Cornwall 060B,E01018835,20.8,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 060C,E01018836,21.9,TR13LQ,1,4.0,0.0005139406398560967
Cornwall 060D,E01018837,20.8,TR13LQ,1,4.666666667,0.0005995974132082745
Cornwall 061A,E01018975,35.9,TR13LQ,1,3.666666667,0.00047111225324425026
Cornwall 061B,E01018979,27.3,TR13LQ,1,1.666666667,0.000214141933316202
Cornwall 061C,E01018980,23.0,TR13LQ,1,5.0,0.0006424257998201208
Cornwall 061D,E01018990,34.8,TR13LQ,1,5.666666667,0.0007280825731722986
Cornwall 061E,E01019007,32.6,TR13LQ,1,2.333333333,0.00029979870653989467
Cornwall 062A,E01018838,24.1,TR13LQ,1,5.333333333,0.000685254186431967
Cornwall 062B,E01018839,24.1,TR13LQ,1,1.666666667,0.000214141933316202
Cornwall 062C,E01018840,24.1,TR13LQ,1,2.0,0.00025697031992804833
Cornwall 062D,E01018841,23.0,TR13LQ,1,1.0,0.00012848515996402416
Cornwall 062E,E01018860,23.0,TR13LQ,1,4.0,0.0005139406398560967
Cornwall 063A,E01018803,26.2,TR13LQ,1,7.0,0.0008993961197481691
Cornwall 063B,E01018804,25.1,TR13LQ,1,3.0,0.00038545547989207247
Cornwall 063C,E01018805,25.1,TR13LQ,1,4.666666667,0.0005995974132082745
Cornwall 063D,E01018806,24.1,TR13LQ,1,2.0,0.00025697031992804833
Cornwall 064A,E01018811,24.1,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 064B,E01018812,25.1,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 064C,E01018813,25.1,TR13LQ,1,2.0,0.00025697031992804833
Cornwall 064D,E01018814,24.1,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 064E,E01018859,23.0,TR13LQ,1,5.0,0.0006424257998201208
Cornwall 065A,E01018988,32.6,TR13LQ,1,4.666666667,0.0005995974132082745
Cornwall 065B,E01018989,38.0,TR13LQ,1,2.333333333,0.00029979870653989467
Cornwall 065C,E01018991,45.5,TR13LQ,1,1.666666667,0.000214141933316202
Cornwall 065D,E01019006,40.2,TR13LQ,1,1.666666667,0.000214141933316202
Cornwall 066A,E01018879,28.4,TR13LQ,1,3.666666667,0.00047111225324425026
Cornwall 066B,E01018880,29.4,TR13LQ,1,5.666666667,0.0007280825731722986
Cornwall 066C,E01018899,20.8,TR13LQ,1,3.333333333,0.0004282838665039188
Cornwall 066D,E01018900,23.0,TR13LQ,1,3.0,0.00038545547989207247
Cornwall 066E,E01018901,19.8,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 067A,E01018976,35.9,TR13LQ,1,3.666666667,0.00047111225324425026
Cornwall 067B,E01018977,35.9,TR13LQ,1,3.333333333,0.0004282838665039188
Cornwall 067C,E01018994,36.9,TR13LQ,1,5.0,0.0006424257998201208
Cornwall 067D,E01018996,33.7,TR13LQ,1,4.333333333,0.0005567690264679429
Cornwall 067E,E01018997,34.8,TR13LQ,1,3.333333333,0.0004282838665039188
Cornwall 068A,E01018995,35.9,TR13LQ,1,3.666666667,0.00047111225324425026
Cornwall 068B,E01018998,34.8,TR13LQ,1,3.666666667,0.00047111225324425026
Cornwall 068C,E01018999,34.8,TR13LQ,1,4.333333333,0.0005567690264679429
Cornwall 068D,E01019001,36.9,TR13LQ,1,4.333333333,0.0005567690264679429
Cornwall 069A,E01018992,44.5,TR13LQ,1,2.333333333,0.00029979870653989467
Cornwall 069B,E01018993,45.5,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 069C,E01019005,47.7,TR13LQ,1,3.0,0.00038545547989207247
Cornwall 070A,E01019000,38.0,TR13LQ,1,4.0,0.0005139406398560967
Cornwall 070B,E01019002,43.4,TR13LQ,1,3.666666667,0.00047111225324425026
Cornwall 070C,E01019003,39.1,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 070D,E01019004,39.1,TR13LQ,1,4.333333333,0.0005567690264679429
Cornwall 071A,E01018882,31.6,TR13LQ,1,1.333333333,0.00017131354657587048
Cornwall 071B,E01018883,30.5,TR13LQ,1,1.333333333,0.00017131354657587048
Cornwall 071C,E01018884,31.6,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 071D,E01018885,31.6,TR13LQ,1,6.0,0.0007709109597841449
Cornwall 071E,E01018886,31.6,TR13LQ,1,3.333333333,0.0004282838665039188
Cornwall 071F,E01018887,31.6,TR13LQ,1,1.666666667,0.000214141933316202
Cornwall 071G,E01018888,31.6,TR13LQ,1,4.666666667,0.0005995974132082745
Cornwall 072A,E01018861,35.9,TR13LQ,1,5.333333333,0.000685254186431967
Cornwall 072B,E01018862,39.1,TR13LQ,1,3.0,0.00038545547989207247
Cornwall 072C,E01018905,32.6,TR13LQ,1,2.666666667,0.0003426270932802261
Cornwall 072D,E01018906,34.8,TR13LQ,1,0.666666667,8.565677335217782e-05
Cornwall 072E,E01018907,34.8,TR13LQ,1,2.333333333,0.00029979870653989467
Cornwall 073A,E01018881,44.5,TR13LQ,1,4.0,0.0005139406398560967
Cornwall 073B,E01018902,39.1,TR13LQ,1,1.0,0.00012848515996402416
Cornwall 073C,E01018903,35.9,TR13LQ,1,1.333333333,0.00017131354657587048
Cornwall 073D,E01018904,42.3,TR13LQ,1,5.666666667,0.0007280825731722986
Cornwall 073E,E01018920,46.6,TR13LQ,1,2.333333333,0.00029979870653989467
Cotswold 002A,E01022177,39.1,GL13NN,1,4.333333333,0.0005567690264679429
Cotswold 002B,E01022178,42.3,GL13NN,1,2.333333333,0.00029979870653989467
Cotswold 002C,E01022205,42.3,GL13NN,1,2.333333333,0.00029979870653989467
Cotswold 003A,E01022180,35.9,GL13NN,1,3.333333333,0.0004282838665039188
Cotswold 003B,E01022181,35.9,GL13NN,1,4.333333333,0.0005567690264679429
Cotswold 003D,E01022222,38.0,GL13NN,1,4.0,0.0005139406398560967
Cotswold 004A,E01022186,26.2,GL13NN,1,3.333333333,0.0004282838665039188
Cotswold 004B,E01022187,27.3,GL13NN,1,3.0,0.00038545547989207247
Cotswold 004C,E01022201,21.9,GL13NN,1,2.333333333,0.00029979870653989467
Cotswold 004D,E01022216,25.1,GL13NN,1,2.666666667,0.0003426270932802261
Cotswold 005A,E01022175,31.6,SN36BB,1,2.333333333,0.00029979870653989467
Cotswold 005B,E01022207,28.4,SN36BB,1,2.333333333,0.00029979870653989467
Cotswold 005C,E01022213,30.5,GL13NN,1,2.333333333,0.00029979870653989467
Cotswold 005D,E01022215,40.2,GL13NN,1,3.333333333,0.0004282838665039188
Cotswold 006A,E01022188,26.2,SN36BB,1,2.0,0.00025697031992804833
Cotswold 006B,E01022189,26.2,SN36BB,1,1.333333333,0.00017131354657587048
Cotswold 006C,E01022190,27.3,SN36BB,1,1.333333333,0.00017131354657587048
Cotswold 006D,E01022196,27.3,SN36BB,1,1.0,0.00012848515996402416
Cotswold 006E,E01022197,27.3,GL13NN,1,1.333333333,0.00017131354657587048
Cotswold 007A,E01022194,26.2,SN36BB,1,3.333333333,0.0004282838665039188
Cotswold 007B,E01022195,27.3,SN36BB,1,2.333333333,0.00029979870653989467
Cotswold 007C,E01022199,26.2,SN36BB,1,4.333333333,0.0005567690264679429
Cotswold 007D,E01022200,26.2,SN36BB,1,3.0,0.00038545547989207247
Cotswold 008A,E01022191,27.3,SN36BB,1,0.333333333,4.2828386611846335e-05
Cotswold 008B,E01022192,27.3,SN36BB,1,0.666666667,8.565677335217782e-05
Cotswold 008C,E01022193,27.3,SN36BB,1,1.333333333,0.00017131354657587048
Cotswold 008D,E01022198,25.1,SN36BB,1,3.333333333,0.0004282838665039188
Cotswold 008E,E01022225,26.2,SN36BB,1,4.666666667,0.0005995974132082745
Cotswold 009A,E01022202,32.6,SN36BB,1,1.333333333,0.00017131354657587048
Cotswold 009B,E01022203,29.4,SN36BB,1,3.333333333,0.0004282838665039188
Cotswold 009C,E01022204,28.4,SN36BB,1,3.0,0.00038545547989207247
Cotswold 009D,E01022208,24.1,SN36BB,1,2.0,0.00025697031992804833
Cotswold 009E,E01022209,23.0,SN36BB,1,1.333333333,0.00017131354657587048
Cotswold 009F,E01022210,23.0,SN36BB,1,2.666666667,0.0003426270932802261
Cotswold 010A,E01022221,29.4,SN36BB,1,2.0,0.00025697031992804833
Cotswold 010B,E01022223,23.0,SN36BB,1,1.666666667,0.000214141933316202
Cotswold 010C,E01022224,28.4,SN36BB,1,2.666666667,0.0003426270932802261
Cotswold 011A,E01022176,34.8,SN36BB,1,2.333333333,0.00029979870653989467
Cotswold 011B,E01022206,38.0,BA13NG,1,1.333333333,0.00017131354657587048
Cotswold 011C,E01022217,36.9,SN36BB,1,2.0,0.00025697031992804833
Cotswold 011D,E01022218,38.0,SN36BB,1,1.666666667,0.000214141933316202
Cotswold 011E,E01022219,36.9,SN36BB,1,3.666666667,0.00047111225324425026
Cotswold 011F,E01022220,36.9,SN36BB,1,2.666666667,0.0003426270932802261
East Devon 001A,E01019902,34.8,TA15DA,1,4.0,0.0005139406398560967
East Devon 001B,E01019938,31.6,TA15DA,1,3.0,0.00038545547989207247
East Devon 001C,E01019967,34.8,TA15DA,1,1.666666667,0.000214141933316202
East Devon 002A,E01019927,27.3,EX25DW,1,4.333333333,0.0005567690264679429
East Devon 002B,E01019932,27.3,EX25DW,1,4.666666667,0.0005995974132082745
East Devon 002C,E01019933,27.3,EX25DW,1,1.666666667,0.000214141933316202
East Devon 002D,E01019934,29.4,EX25DW,1,3.0,0.00038545547989207247
East Devon 003A,E01019928,26.2,EX25DW,1,1.0,0.00012848515996402416
East Devon 003B,E01019929,29.4,EX25DW,1,0.666666667,8.565677335217782e-05
East Devon 003C,E01019930,26.2,EX25DW,1,2.333333333,0.00029979870653989467
East Devon 003D,E01019931,27.3,EX25DW,1,3.333333333,0.0004282838665039188
East Devon 004A,E01019925,25.1,EX25DW,1,1.0,0.00012848515996402416
East Devon 004D,E01019959,31.6,EX25DW,1,0.333333333,4.2828386611846335e-05
East Devon 004E,E01019960,30.5,EX25DW,1,2.0,0.00025697031992804833
East Devon 004F,E01019962,23.0,EX25DW,1,3.0,0.00038545547989207247
East Devon 004G,E01032628,24.1,EX25DW,1,4.333333333,0.0005567690264679429
East Devon 005A,E01019886,41.2,BA214AT,1,3.333333333,0.0004282838665039188
East Devon 005B,E01019887,38.0,BA214AT,1,2.333333333,0.00029979870653989467
East Devon 005C,E01019888,38.0,BA214AT,1,5.333333333,0.000685254186431967
East Devon 005D,E01019889,40.2,BA214AT,1,4.666666667,0.0005995974132082745
East Devon 005E,E01019966,35.9,BA214AT,1,1.0,0.00012848515996402416
East Devon 006A,E01019891,21.9,EX25DW,1,3.0,0.00038545547989207247
East Devon 006B,E01019892,17.6,EX25DW,1,2.333333333,0.00029979870653989467
East Devon 006C,E01019893,15.5,EX25DW,1,3.333333333,0.0004282838665039188
East Devon 006D,E01019903,19.8,EX25DW,1,3.666666667,0.00047111225324425026
East Devon 007A,E01019899,40.2,EX25DW,1,1.666666667,0.000214141933316202
East Devon 007B,E01019900,41.2,EX25DW,1,1.666666667,0.000214141933316202
East Devon 007C,E01019935,35.9,EX25DW,1,2.0,0.00025697031992804833
East Devon 007D,E01019936,41.2,EX25DW,1,2.0,0.00025697031992804833
East Devon 008A,E01019939,23.0,EX25DW,1,2.333333333,0.00029979870653989467
East Devon 008B,E01019940,25.1,EX25DW,1,5.0,0.0006424257998201208
East Devon 008C,E01019942,21.9,EX25DW,1,3.333333333,0.0004282838665039188
East Devon 008D,E01019943,24.1,EX25DW,1,4.666666667,0.0005995974132082745
East Devon 008E,E01019944,23.0,EX25DW,1,4.666666667,0.0005995974132082745
East Devon 009A,E01019890,39.1,EX25DW,1,2.333333333,0.00029979870653989467
East Devon 009B,E01019901,34.8,EX25DW,1,1.666666667,0.000214141933316202
East Devon 009C,E01019951,29.4,EX25DW,1,5.666666667,0.0007280825731722986
East Devon 010A,E01019946,40.2,EX25DW,1,3.666666667,0.00047111225324425026
East Devon 010B,E01019947,40.2,EX25DW,1,6.666666667,0.0008565677331363228
East Devon 010C,E01019948,40.2,EX25DW,1,4.666666667,0.0005995974132082745
East Devon 010D,E01019949,40.2,EX25DW,1,3.666666667,0.00047111225324425026
East Devon 010E,E01019950,40.2,EX25DW,1,2.0,0.00025697031992804833
East Devon 011A,E01019952,29.4,EX25DW,1,3.333333333,0.0004282838665039188
East Devon 011B,E01019953,28.4,EX25DW,1,3.0,0.00038545547989207247
East Devon 011C,E01019954,27.3,EX25DW,1,5.333333333,0.000685254186431967
East Devon 011D,E01019955,29.4,EX25DW,1,3.666666667,0.00047111225324425026
East Devon 012A,E01019956,29.4,EX25DW,1,7.333333333,0.0009422245063600154
East Devon 012B,E01019957,29.4,EX25DW,1,5.333333333,0.000685254186431967
East Devon 012C,E01019958,28.4,EX25DW,1,6.333333333,0.0008137393463959913
East Devon 013A,E01019937,23.0,EX25DW,1,3.0,0.00038545547989207247
East Devon 013B,E01019945,24.1,EX25DW,1,1.333333333,0.00017131354657587048
East Devon 013C,E01019963,17.6,EX25DW,1,2.666666667,0.0003426270932802261
East Devon 014A,E01019898,14.4,EX25DW,1,5.666666667,0.0007280825731722986
East Devon 014B,E01019964,18.7,EX25DW,1,2.0,0.00025697031992804833
East Devon 014C,E01019965,19.8,EX25DW,1,1.666666667,0.000214141933316202
East Devon 015A,E01019904,24.1,EX25DW,1,3.333333333,0.0004282838665039188
East Devon 015B,E01019905,24.1,EX25DW,1,2.0,0.00025697031992804833
East Devon 015C,E01019906,23.0,EX25DW,1,3.333333333,0.0004282838665039188
East Devon 015D,E01019907,24.1,EX25DW,1,5.0,0.0006424257998201208
East Devon 016A,E01019908,23.0,EX25DW,1,2.0,0.00025697031992804833
East Devon 016B,E01019909,21.9,EX25DW,1,4.666666667,0.0005995974132082745
East Devon 016C,E01019910,23.0,EX25DW,1,4.0,0.0005139406398560967
East Devon 016D,E01019911,21.9,EX25DW,1,3.333333333,0.0004282838665039188
East Devon 017A,E01019894,29.4,EX25DW,1,6.333333333,0.0008137393463959913
East Devon 017B,E01019895,28.4,EX25DW,1,4.333333333,0.0005567690264679429
East Devon 017C,E01019896,27.3,EX25DW,1,6.0,0.0007709109597841449
East Devon 017D,E01019897,28.4,EX25DW,1,2.666666667,0.0003426270932802261
East Devon 018A,E01019920,24.1,EX25DW,1,2.333333333,0.00029979870653989467
East Devon 018B,E01019921,24.1,EX25DW,1,2.333333333,0.00029979870653989467
East Devon 018C,E01019922,24.1,EX25DW,1,2.333333333,0.00029979870653989467
East Devon 018D,E01019923,24.1,EX25DW,1,2.333333333,0.00029979870653989467
East Devon 018E,E01019924,25.1,EX25DW,1,1.333333333,0.00017131354657587048
East Devon 019A,E01019916,24.1,EX25DW,1,2.0,0.00025697031992804833
East Devon 019B,E01019917,24.1,EX25DW,1,1.666666667,0.000214141933316202
East Devon 019C,E01019918,25.1,EX25DW,1,3.666666667,0.00047111225324425026
East Devon 019D,E01019919,24.1,EX25DW,1,1.0,0.00012848515996402416
East Devon 020A,E01019912,25.1,EX25DW,1,3.666666667,0.00047111225324425026
East Devon 020B,E01019913,26.2,EX25DW,1,9.0,0.0011563664396762173
East Devon 020C,E01019914,25.1,EX25DW,1,5.0,0.0006424257998201208
East Devon 020D,E01019915,25.1,EX25DW,1,4.666666667,0.0005995974132082745
East Dorset 001D,E01020397,24.1,SP28BJ,1,3.0,0.00038545547989207247
Exeter 001C,E01019998,10.1,EX25DW,1,1.666666667,0.000214141933316202
Exeter 001D,E01019999,10.1,EX25DW,1,2.666666667,0.0003426270932802261
Exeter 001E,E01020001,12.2,EX25DW,1,0.666666667,8.565677335217782e-05
Exeter 001F,E01033233,12.2,EX25DW,1,1.666666667,0.000214141933316202
Exeter 002A,E01019990,12.2,EX25DW,1,1.666666667,0.000214141933316202
Exeter 002B,E01019991,12.2,EX25DW,1,2.333333333,0.00029979870653989467
Exeter 002C,E01019993,13.3,EX25DW,1,1.333333333,0.00017131354657587048
Exeter 002D,E01020000,10.1,EX25DW,1,2.0,0.00025697031992804833
Exeter 002E,E01020007,9.0,EX25DW,1,3.666666667,0.00047111225324425026
Exeter 003A,E01019992,10.1,EX25DW,1,3.0,0.00038545547989207247
Exeter 003B,E01020002,13.3,EX25DW,1,1.333333333,0.00017131354657587048
Exeter 003C,E01020003,13.3,EX25DW,1,2.666666667,0.0003426270932802261
Exeter 003D,E01020004,13.3,EX25DW,1,2.666666667,0.0003426270932802261
Exeter 003E,E01020005,12.2,EX25DW,1,2.666666667,0.0003426270932802261
Exeter 004A,E01019997,9.0,EX25DW,1,1.666666667,0.000214141933316202
Exeter 004B,E01020019,10.1,EX25DW,1,1.666666667,0.000214141933316202
Exeter 004C,E01020020,9.0,EX25DW,1,1.333333333,0.00017131354657587048
Exeter 004D,E01020021,11.2,EX25DW,1,3.0,0.00038545547989207247
Exeter 004E,E01020022,10.1,EX25DW,1,1.0,0.00012848515996402416
Exeter 005A,E01019980,13.3,EX25DW,1,2.0,0.00025697031992804833
Exeter 005B,E01019982,13.3,EX25DW,1,1.333333333,0.00017131354657587048
Exeter 005C,E01019983,13.3,EX25DW,1,3.333333333,0.0004282838665039188
Exeter 005D,E01019984,12.2,EX25DW,1,2.0,0.00025697031992804833
Exeter 005E,E01019985,11.2,EX25DW,1,1.333333333,0.00017131354657587048
Exeter 006A,E01019987,7.9,EX25DW,1,3.0,0.00038545547989207247
Exeter 006B,E01019989,7.9,EX25DW,1,0.666666667,8.565677335217782e-05
Exeter 006C,E01020006,9.0,EX25DW,1,2.0,0.00025697031992804833
Exeter 006D,E01020008,9.0,EX25DW,1,1.0,0.00012848515996402416
Exeter 006E,E01020009,7.9,EX25DW,1,1.666666667,0.000214141933316202
Exeter 007A,E01019986,7.9,EX25DW,1,2.0,0.00025697031992804833
Exeter 007B,E01020036,10.1,EX25DW,1,1.666666667,0.000214141933316202
Exeter 007C,E01020037,11.2,EX25DW,1,2.0,0.00025697031992804833
Exeter 007D,E01020039,12.2,EX25DW,1,3.0,0.00038545547989207247
Exeter 007E,E01020040,10.1,EX25DW,1,3.333333333,0.0004282838665039188
Exeter 008A,E01019994,9.0,EX25DW,1,1.0,0.00012848515996402416
Exeter 008B,E01019995,9.0,EX25DW,1,5.0,0.0006424257998201208
Exeter 008C,E01020016,10.1,EX25DW,1,2.333333333,0.00029979870653989467
Exeter 008D,E01020017,12.2,EX25DW,1,1.0,0.00012848515996402416
Exeter 008E,E01020018,11.2,EX25DW,1,1.666666667,0.000214141933316202
Exeter 009A,E01019996,9.0,EX25DW,1,3.666666667,0.00047111225324425026
Exeter 009B,E01020023,7.9,EX25DW,1,3.333333333,0.0004282838665039188
Exeter 009C,E01020024,9.0,EX25DW,1,3.666666667,0.00047111225324425026
Exeter 009D,E01020025,9.0,EX25DW,1,1.333333333,0.00017131354657587048
Exeter 010A,E01019975,11.2,EX25DW,1,1.666666667,0.000214141933316202
Exeter 010B,E01020029,10.1,EX25DW,1,1.333333333,0.00017131354657587048
Exeter 010C,E01020030,10.1,EX25DW,1,3.0,0.00038545547989207247
Exeter 010D,E01020031,11.2,EX25DW,1,1.666666667,0.000214141933316202
Exeter 010E,E01020032,11.2,EX25DW,1,2.333333333,0.00029979870653989467
Exeter 011A,E01020026,10.1,EX25DW,1,2.0,0.00025697031992804833
Exeter 011B,E01020027,10.1,EX25DW,1,0.666666667,8.565677335217782e-05
Exeter 011D,E01020035,11.2,EX25DW,1,1.666666667,0.000214141933316202
Exeter 011E,E01020038,11.2,EX25DW,1,2.333333333,0.00029979870653989467
Exeter 011F,E01033232,11.2,EX25DW,1,1.333333333,0.00017131354657587048
Exeter 011G,E01033234,11.2,EX25DW,1,1.0,0.00012848515996402416
Exeter 012A,E01019973,12.2,EX25DW,1,2.0,0.00025697031992804833
Exeter 012B,E01019974,12.2,EX25DW,1,4.666666667,0.0005995974132082745
Exeter 012C,E01019976,12.2,EX25DW,1,3.333333333,0.0004282838665039188
Exeter 012D,E01019977,12.2,EX25DW,1,2.333333333,0.00029979870653989467
Exeter 012E,E01019981,11.2,EX25DW,1,2.666666667,0.0003426270932802261
Exeter 013A,E01019988,9.0,EX25DW,1,4.0,0.0005139406398560967
Exeter 013B,E01020010,9.0,EX25DW,1,2.333333333,0.00029979870653989467
Exeter 013C,E01020013,9.0,EX25DW,1,0.666666667,8.565677335217782e-05
Exeter 013D,E01020014,10.1,EX25DW,1,2.0,0.00025697031992804833
Exeter 013E,E01020015,9.0,EX25DW,1,1.666666667,0.000214141933316202
Exeter 014A,E01019968,13.3,EX25DW,1,3.0,0.00038545547989207247
Exeter 014B,E01019969,12.2,EX25DW,1,3.333333333,0.0004282838665039188
Exeter 014C,E01019970,13.3,EX25DW,1,2.0,0.00025697031992804833
Exeter 014D,E01019971,10.1,EX25DW,1,2.0,0.00025697031992804833
Exeter 014E,E01019972,11.2,EX25DW,1,1.0,0.00012848515996402416
Exeter 015A,E01020011,9.0,EX25DW,1,1.333333333,0.00017131354657587048
Exeter 015B,E01020012,11.2,EX25DW,1,2.0,0.00025697031992804833
Exeter 015C,E01020033,12.2,EX25DW,1,3.0,0.00038545547989207247
Exeter 015E,E01033235,13.3,EX25DW,1,5.666666667,0.0007280825731722986
Exeter 015F,E01033236,14.4,EX25DW,1,3.0,0.00038545547989207247
Forest of Dean 001A,E01022233,30.5,GL13NN,1,4.0,0.0005139406398560967
Forest of Dean 001B,E01022235,16.5,GL13NN,1,4.666666667,0.0005995974132082745
Forest of Dean 001C,E01022247,17.6,GL13NN,1,2.666666667,0.0003426270932802261
Forest of Dean 001D,E01022270,21.9,GL13NN,1,2.0,0.00025697031992804833
Forest of Dean 001E,E01022271,23.0,GL13NN,1,1.666666667,0.000214141933316202
Forest of Dean 002A,E01022261,23.0,GL13NN,1,4.333333333,0.0005567690264679429
Forest of Dean 002B,E01022262,21.9,GL13NN,1,2.0,0.00025697031992804833
Forest of Dean 002C,E01022267,23.0,GL13NN,1,5.333333333,0.000685254186431967
Forest of Dean 003A,E01022251,31.6,GL13NN,1,1.666666667,0.000214141933316202
Forest of Dean 003B,E01022252,30.5,GL13NN,1,2.333333333,0.00029979870653989467
Forest of Dean 003C,E01022258,24.1,GL13NN,1,2.333333333,0.00029979870653989467
Forest of Dean 003D,E01022259,24.1,GL13NN,1,3.0,0.00038545547989207247
Forest of Dean 003E,E01022260,27.3,GL13NN,1,2.0,0.00025697031992804833
Forest of Dean 004A,E01022236,26.2,GL13NN,1,3.333333333,0.0004282838665039188
Forest of Dean 004B,E01022237,28.4,GL13NN,1,1.333333333,0.00017131354657587048
Forest of Dean 004C,E01022238,29.4,GL13NN,1,4.333333333,0.0005567690264679429
Forest of Dean 004D,E01022239,27.3,GL13NN,1,4.666666667,0.0005995974132082745
