property,,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency
subtype,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest of Dean 004C,E01022238,29.4,GL13NN,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,0.0,,,,,-0.5155121201643273,0.0,0.09495649435213915,0.0,0.6834687140855377,0.0,4.333333333,0.0005567690264679429
Forest of Dean 004D,E01022239,27.3,GL13NN,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,,,,,,,,,,,,,4.666666667,0.0005995974132082745
Forest of Dean 004E,E01022240,28.4,GL13NN,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Forest of Dean 004F,E01022249,26.2,GL13NN,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,,,,,,-0.52256723755205,,0.09617833471744708,,0.684792889255142,,2.0,0.00025697031992804833
Forest of Dean 004G,E01022250,26.2,GL13NN,1,3.0,0.00038545547989207247,30.0,,60.0,,80.0,,106.2,,,,,,,,,,,,,,3.0,0.00038545547989207247
Forest of Dean 005A,E01022228,27.3,GL13NN,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,,,-0.5201430464894439,0.0,0.09575866086467022,0.0,0.6843380411691161,0.0,2.666666667,0.0003426270932802261
Forest of Dean 005B,E01022230,20.8,GL13NN,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,0.0,207.4,,267.4,,-0.5294180340198847,0.008719825861647455,0.10079588035525751,0.004438224497163899,0.5834202356952227,0.1794411548950599,4.333333333,0.0005567690264679429
Forest of Dean 005C,E01022265,23.0,GL13NN,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,103.0,,133.0,,,,,,-0.529613409419682,,0.09739721301195137,,0.6861140689385011,,2.0,0.00025697031992804833
Forest of Dean 005D,E01022266,18.7,GL13NN,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,128.7,0.0,,,,,-0.5390674957331283,0.0,0.09903040499309557,0.0,0.6878846615841877,0.0,1.333333333,0.00017131354657587048
Forest of Dean 006B,E01022253,31.6,GL13NN,1,2.333333333,0.00029979870653989467,30.0,,60.0,,80.0,,111.6,,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Forest of Dean 007A,E01022229,34.8,GL13NN,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,114.8,0.0,144.8,,,,,,-0.5035865144996108,,0.0928879401863435,,0.681227417174132,,1.333333333,0.00017131354657587048
Forest of Dean 007B,E01022241,35.9,GL13NN,1,2.333333333,0.00029979870653989467,30.0,,60.0,,80.0,,115.9,,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Forest of Dean 007C,E01022242,35.9,GL13NN,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,115.90000000000002,0.0,145.9,0.0,,,,,-0.501154154382824,0.0,0.09246553903781563,0.0,0.6807698225220166,0.0,2.333333333,0.00029979870653989467
Forest of Dean 007D,E01022243,34.8,GL13NN,1,2.333333333,0.00029979870653989467,,,,,,,,,,,,,,,,,,,,,,
Forest of Dean 007E,E01022244,34.8,GL13NN,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,114.8,0.0,144.8,0.0,221.4,0.0,281.4,0.0,-0.4753852784919417,0.0,0.09755817368069425,0.0,0.3673637523115308,0.0,1.333333333,0.00017131354657587048
Forest of Dean 007F,E01022245,36.9,GL13NN,1,2.666666667,0.0003426270932802261,30.0,,60.0,,80.0,,116.9,,146.9,,223.5,,283.5,,-0.4688258721841043,,0.09630778405250523,,0.36604292086604734,,2.666666667,0.0003426270932802261
Forest of Dean 007G,E01022246,36.9,GL13NN,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,116.9,0.0,146.9,0.0,,,,,-0.4989420215832505,0.0,0.09208123629902554,0.0,0.6803535248515594,0.0,3.0,0.00038545547989207247
Forest of Dean 008A,E01022231,40.2,GL13NN,1,2.666666667,0.0003426270932802261,30.0,,60.0,,80.0,,120.2,,150.2,,,,,,-0.4916359526672578,,0.09081100126388642,,0.6789777042319263,,2.666666667,0.0003426270932802261
Forest of Dean 008B,E01022232,39.1,GL13NN,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,119.1,,149.1,,,,,,-0.4940723348446563,,0.09123475990342578,,0.6794366581201382,,1.0,0.00012848515996402416
Forest of Dean 008C,E01022264,39.1,GL13NN,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,119.1,0.0,149.1,,,,,,-0.4940723348446563,,0.09123475990342578,,0.6794366581201382,,1.666666667,0.000214141933316202
Forest of Dean 008D,E01022268,34.8,GL13NN,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,114.8,0.0,144.8,0.0,221.4,,281.4,,-0.4941861024970544,0.016281991200507925,0.09444468468446042,0.0026963605651418106,0.576606195553265,0.18120927139726534,3.0,0.00038545547989207247
Forest of Dean 008E,E01022269,34.8,GL13NN,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,114.8,0.0,144.8,0.0,221.4,,281.4,,-0.48948589649577623,0.019941285218865065,0.09522305693351887,0.0033023537735799614,0.5242955847428314,0.2219351257924073,3.333333333,0.0004282838665039188
Forest of Dean 009A,E01022226,33.7,GL13NN,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,,220.3,,280.3,,-0.4788248248699669,,0.09821356294283551,,0.36805641338508893,,3.333333333,0.0004282838665039188
Forest of Dean 009B,E01022227,35.9,BS105NB,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,115.90000000000002,0.0,145.9,0.0,,,145.9,,-0.6399422156559164,0.24038797360897857,0.12164787502899808,0.05054528862027389,0.6058379589977277,0.12978579472988522,4.333333333,0.0005567690264679429
Forest of Dean 009C,E01022254,34.8,GL13NN,1,4.0,0.0005139406398560967,,,,,,,,,,,,,,,,,,,,,,
Forest of Dean 009D,E01022255,32.6,GL13NN,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,112.6,0.0,142.6,0.0,,,,,-0.5084481253699789,0.0,0.09373169842885942,0.0,0.6821415581757908,0.0,3.0,0.00038545547989207247
Forest of Dean 009E,E01022256,33.7,GL13NN,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,,,,,,-0.5060178390696601,,0.09330999340629842,,0.6816846625965858,,2.666666667,0.0003426270932802261
Forest of Dean 009F,E01022257,34.8,GL13NN,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,114.8,,144.8,,221.4,,281.4,,-0.4753852784919417,,0.09755817368069425,,0.3673637523115308,,2.0,0.00025697031992804833
Forest of Dean 010A,E01022248,36.9,BS105NB,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,116.9,0.0,146.9,,,,,,-0.4989420215832505,,0.09208123629902554,,0.6803535248515594,,1.0,0.00012848515996402416
Forest of Dean 010B,E01022272,28.4,BS105NB,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Forest of Dean 010C,E01022273,29.4,BS105NB,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,109.4,,,,,,,,,,,,,,1.0,0.00012848515996402416
Forest of Dean 010D,E01022274,30.5,BS105NB,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,110.5,,140.5,,,,,,-0.5130848698373573,,0.09453580378909943,,0.6830128396978011,,1.0,0.00012848515996402416
Forest of Dean 010E,E01022275,27.3,BS105NB,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Gloucester 001A,E01022313,10.1,GL13NN,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,0.0,196.7,,256.7,,-0.5555754180959108,0.0033244575444328554,0.10731132038475114,0.007114447263152408,0.5372268473921421,0.2180470608606848,3.666666667,0.00047111225324425026
Gloucester 001B,E01022315,9.0,GL13NN,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Gloucester 001C,E01022316,10.1,GL13NN,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,90.1,,,,,,,,,,,,,,1.0,0.00012848515996402416
Gloucester 001D,E01022317,9.0,GL13NN,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,,,,,,-0.5603335053763068,,0.10269481769217104,,0.6918586494967175,,2.333333333,0.00029979870653989467
Gloucester 001E,E01022318,9.0,GL13NN,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,195.6,0.0,255.6,0.0,-0.5585270661987164,0.002085896290912968,0.10784917755898041,0.00595174211320519,0.5378036170424235,0.17788742891500636,4.0,0.0005139406398560967
Gloucester 002A,E01022309,7.9,GL13NN,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,87.9,0.0,117.9,0.0,194.5,,254.5,,-0.5614794136918662,0.0017823773754920911,0.10838698632836327,0.00746471623583336,0.5383804492170028,0.2176857699061568,1.666666667,0.000214141933316202
Gloucester 002B,E01022310,7.9,GL13NN,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,87.9,,,,,,,,,,,,,,1.666666667,0.000214141933316202
Gloucester 002C,E01022311,6.9,GL13NN,1,5.0,0.0006424257998201208,30.0,0.0,60.0,0.0,80.0,0.0,86.90000000000002,0.0,116.9,0.0,193.5,0.0,253.5,0.0,-0.5643164322869418,0.0008350643477964886,0.10779759350100575,0.00590591249374643,0.5696669748222472,0.16849085022167307,5.0,0.0006424257998201208
Gloucester 002D,E01022312,6.9,GL13NN,1,7.333333333,0.0009422245063600154,30.0,0.0,60.0,0.0,80.0,0.0,86.9,0.0,116.9,0.0,193.5,,253.5,,-0.5646213546737795,0.000681827184830475,0.10564105917068808,0.0048221573584023,0.6311911344220036,0.13757220312360163,7.333333333,0.0009422245063600154
Gloucester 002E,E01022314,9.0,GL13NN,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,,,,,,-0.5603335053763068,,0.10269481769217104,,0.6918586494967175,,2.0,0.00025697031992804833
Gloucester 003A,E01022295,11.2,GL13NN,1,1.666666667,0.000214141933316202,,,,,,,,,,,,,,,,,,,,,,
Gloucester 003B,E01022296,9.0,GL13NN,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,195.6,0.0,255.6,0.0,-0.5585270661987164,0.0019788549726546373,0.10784917755898042,0.005646318337101633,0.5378036170424235,0.16875883274481457,3.333333333,0.0004282838665039188
Gloucester 003C,E01022297,7.9,GL13NN,1,3.0,0.00038545547989207247,30.0,,60.0,,80.0,,87.9,,,,,,,,,,,,,,3.0,0.00038545547989207247
Gloucester 003D,E01022298,7.9,GL13NN,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,87.90000000000002,0.0,117.90000000000002,0.0,,,,,-0.5627397448207101,0.0,0.10310863485837218,0.0,0.6923075332854607,0.0,2.333333333,0.00029979870653989467
Gloucester 004A,E01022332,10.1,GL13NN,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,0.0,196.7,0.0,256.7,0.0,-0.5532246716224756,0.0,0.11234199428892028,0.0,0.38304429203975604,0.0,1.0,0.00012848515996402416
Gloucester 004B,E01022347,10.1,GL13NN,1,3.666666667,0.00047111225324425026,30.0,,60.0,,80.0,,90.1,,120.1,,,,,,-0.5579261645693461,,0.102280646480582,,0.6914094027445281,,3.666666667,0.00047111225324425026
Gloucester 004C,E01022348,11.2,GL13NN,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,2.0,0.00025697031992804833
Gloucester 004E,E01032932,9.0,GL13NN,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,,,,,,,,,,,,,4.666666667,0.0005995974132082745
Gloucester 004F,E01032937,10.1,GL13NN,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,0.0,196.7,0.0,256.7,0.0,-0.556045567390598,0.002575113740952413,0.1063051856039173,0.0055108271535320415,0.5680633584626193,0.16889852708058142,4.333333333,0.0005567690264679429
Gloucester 005A,E01022288,9.0,GL13NN,1,2.0,0.00025697031992804833,,,,,,,,,,,,,,,,,,,,,,
Gloucester 005B,E01022289,9.0,GL13NN,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,195.6,,255.6,,-0.5585270661987164,0.002554690784550415,0.10784917755898041,0.007289365628993393,0.5378036170424235,0.21786671624868992,2.333333333,0.00029979870653989467
Gloucester 005C,E01022290,7.9,GL13NN,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,87.9,,117.9,,,,,,-0.5627397448207101,,0.10310863485837218,,0.6923075332854607,,1.0,0.00012848515996402416
Gloucester 005D,E01022291,9.0,GL13NN,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,195.6,,255.6,,-0.5585270661987164,0.002554690784550415,0.10784917755898041,0.007289365628993393,0.5378036170424235,0.2178667162486899,2.0,0.00025697031992804833
Gloucester 005E,E01022292,9.0,GL13NN,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,119.0,0.0,,,,,-0.5603335053763068,0.0,0.10269481769217104,0.0,0.6918586494967175,0.0,3.666666667,0.00047111225324425026
Gloucester 006A,E01022283,11.2,GL13NN,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,197.8,,257.8,,-0.5497312176503435,,0.11168070984588829,,0.38234049011898474,,3.666666667,0.00047111225324425026
Gloucester 006B,E01022303,11.2,GL13NN,1,2.666666667,0.0003426270932802261,30.0,,60.0,,80.0,,91.2,,121.2,,197.8,,257.8,,-0.5497312176503435,,0.11168070984588829,,0.38234049011898474,,2.666666667,0.0003426270932802261
Gloucester 006C,E01022304,11.2,GL13NN,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,91.2,,,,,,,,,,,,,,2.0,0.00025697031992804833
Gloucester 006D,E01022305,11.2,GL13NN,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,3.666666667,0.00047111225324425026
Gloucester 006E,E01022308,10.1,GL13NN,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,,196.7,,256.7,,-0.5532246716224756,,0.11234199428892028,,0.38304429203975604,,1.0,0.00012848515996402416
Gloucester 007A,E01022278,12.2,GL13NN,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,,,-0.5533272842351653,0.0,0.1014889737674679,0.0,0.6905507439745506,0.0,3.0,0.00038545547989207247
Gloucester 007B,E01022279,11.2,GL13NN,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,,,,,-0.5555177252880323,,0.101866121476618,,0.6909597935863311,,1.666666667,0.000214141933316202
Gloucester 007C,E01022282,11.2,GL13NN,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Gloucester 007D,E01022284,10.1,GL13NN,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Gloucester 007E,E01022285,10.1,GL13NN,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,0.0,196.7,,256.7,,-0.5555754180959108,0.0033244575444328554,0.10731132038475114,0.007114447263152408,0.5372268473921421,0.2180470608606848,3.333333333,0.0004282838665039188
Gloucester 007F,E01022286,10.1,GL13NN,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Gloucester 007G,E01022287,9.0,GL13NN,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,89.0,0.0,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Gloucester 008A,E01022293,10.1,GL13NN,1,2.333333333,0.00029979870653989467,30.0,,60.0,,80.0,,90.1,,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Gloucester 008B,E01022294,10.1,GL13NN,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,,,,,,,,,,,,,1.666666667,0.000214141933316202
Gloucester 008C,E01022323,11.2,GL13NN,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,,,,,,,,,,,,,1.666666667,0.000214141933316202
Gloucester 008D,E01022328,10.1,GL13NN,1,2.333333333,0.00029979870653989467,30.0,,60.0,,80.0,,90.1,,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Gloucester 008E,E01022329,12.2,GL13NN,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,198.8,,258.8,,-0.5510706968604052,0.003908523984802887,0.10468590513864373,0.005537247563187369,0.5876008620285618,0.1783144261636706,3.0,0.00038545547989207247
Gloucester 009A,E01022326,10.1,GL13NN,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Gloucester 009B,E01022327,11.2,GL13NN,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,197.8,,257.8,,-0.5526244714691879,0.004091678789997531,0.10677341566125315,0.006939961990465644,0.5366501418526579,0.21822680228682956,1.666666667,0.000214141933316202
Gloucester 009C,E01022330,11.2,GL13NN,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,,197.8,,257.8,,-0.5497312176503435,,0.11168070984588829,,0.38234049011898474,,1.666666667,0.000214141933316202
Gloucester 009D,E01022331,11.2,GL13NN,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,91.2,,,,,,,,,,,,,,1.0,0.00012848515996402416
Gloucester 009E,E01022333,13.3,GL13NN,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,93.3,,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,1.0,0.00012848515996402416
Gloucester 009F,E01022334,12.2,GL13NN,1,2.0,0.00025697031992804833,,,,,,,,,,,,,,,,,,,,,,
Gloucester 010A,E01022276,12.2,GL13NN,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,198.8,,258.8,,-0.5499424031730252,0.004786944705098344,0.10628437082423164,0.006781715554639303,0.5361259210555673,0.21838967893908975,1.0,0.00012848515996402416
Gloucester 010B,E01022277,12.2,GL13NN,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,198.8,,258.8,,-0.5499424031730252,0.004786944705098344,0.10628437082423164,0.006781715554639303,0.5361259210555673,0.21838967893908975,2.333333333,0.00029979870653989467
Gloucester 010C,E01022280,12.2,GL13NN,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Gloucester 010D,E01022281,12.2,GL13NN,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,,198.8,,258.8,,-0.5465575221108852,,0.11107976788099538,,0.38170109813658404,,2.0,0.00025697031992804833
Gloucester 010E,E01022306,12.2,GL13NN,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Gloucester 010F,E01022307,12.2,GL13NN,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,92.2,0.0,122.2,0.0,,,,,-0.5533272842351653,0.0,0.1014889737674679,0.0,0.6905507439745506,0.0,1.0,0.00012848515996402416
Gloucester 011A,E01022319,13.3,GL13NN,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,,,,,-0.5509167558604982,0.0,0.1010737740467148,0.0,0.6901004445073456,0.0,1.0,0.00012848515996402416
Gloucester 011B,E01022320,13.3,GL13NN,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,199.9,,259.9,,-0.5430688470155074,,0.1104189813448389,,0.3809982401025959,,3.666666667,0.00047111225324425026
Gloucester 011C,E01022321,10.1,GL13NN,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,90.1,0.0,120.1,,,,,,-0.5579261645693461,,0.102280646480582,,0.6914094027445281,,1.333333333,0.00017131354657587048
Gloucester 011D,E01022322,11.2,GL13NN,1,2.333333333,0.00029979870653989467,30.0,,60.0,,80.0,,91.2,,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Gloucester 011E,E01022324,11.2,GL13NN,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,3.333333333,0.0004282838665039188
Gloucester 011F,E01022325,12.2,GL13NN,1,2.333333333,0.00029979870653989467,,,,,,,,,,,,,,,,,,,,,,
Gloucester 012A,E01022343,11.2,GL13NN,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,91.2,0.0,121.2,0.0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,4.666666667,0.0005995974132082745
Gloucester 012B,E01022344,13.3,GL13NN,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,0.0,199.9,0.0,259.9,0.0,-0.5430688470155074,0.0,0.1104189813448389,0.0,0.3809982401025959,0.0,1.666666667,0.000214141933316202
Gloucester 012C,E01022345,13.3,GL13NN,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Gloucester 012D,E01022346,14.4,GL13NN,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,124.40000000000002,0.0,201.0,,261.0,,-0.5455309838699098,0.005151384975977131,0.10369163342404075,0.00525402396510394,0.5865318162665355,0.1786055597553254,2.666666667,0.0003426270932802261
Gloucester 013A,E01022299,15.5,GL13NN,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,
Gloucester 013B,E01022300,15.5,GL13NN,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,95.5,,125.5,,,,,,-0.5460924316310776,,0.10024231570335895,,0.6891987638298663,,2.0,0.00025697031992804833
Gloucester 013C,E01022301,14.4,GL13NN,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,94.4,0.0,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Gloucester 013D,E01022302,13.3,GL13NN,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,93.3,0.0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,2.333333333,0.00029979870653989467
Gloucester 014A,E01022339,15.5,GL13NN,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Gloucester 014B,E01022340,16.5,GL13NN,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Gloucester 014C,E01022341,16.5,GL13NN,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,,203.1,,263.1,,-0.532934221083595,,0.10849819339575434,,0.3789564042179554,,2.333333333,0.00029979870653989467
Gloucester 014D,E01022342,17.6,GL13NN,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Gloucester 015A,E01022335,16.5,GL13NN,1,3.0,0.00038545547989207247,30.0,,60.0,,80.0,,96.5,,,,,,,,,,,,,,3.0,0.00038545547989207247
Gloucester 015B,E01022336,17.6,GL13NN,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Gloucester 015D,E01022338,16.5,GL13NN,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Gloucester 015E,E01032933,15.5,GL13NN,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Gloucester 015F,E01032934,16.5,GL13NN,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,96.5,0.0,126.5,,203.1,,263.1,,-0.532934221083595,,0.10849819339575434,,0.3789564042179554,,1.333333333,0.00017131354657587048
Gloucester 015G,E01032935,15.5,GL13NN,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Gloucester 015H,E01032936,15.5,GL13NN,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,95.5,,,,,,,,,,,,,,1.666666667,0.000214141933316202
Herefordshire 023F,E01014057,27.3,GL13NN,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,137.3,0.0,,,,,-0.5201430464894439,0.0,0.09575866086467022,0.0,0.6843380411691161,0.0,3.0,0.00038545547989207247
Herefordshire 023G,E01014058,25.1,GL13NN,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,,,,,,,,,,,,,1.666666667,0.000214141933316202
Malvern Hills 011B,E01032200,31.6,GL13NN,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,111.59999999999998,0.0,141.6,0.0,218.2,,278.2,,-0.4980274015104973,0.01786034599337468,0.09679016337391044,0.0037835857246264924,0.5259684453614402,0.22144911136589088,3.0,0.00038545547989207247
Mendip 001A,E01029022,26.2,BA13NG,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,,,,,-0.52256723755205,0.0,0.09617833471744708,0.0,0.684792889255142,0.0,1.666666667,0.000214141933316202
Mendip 001B,E01029023,27.3,BA13NG,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,107.3,,137.3,,,,,,-0.5201430464894439,,0.09575866086467022,,0.6843380411691161,,1.333333333,0.00017131354657587048
Mendip 001C,E01029044,32.6,BA13NG,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
